DataStructure,Dimensions,KNeighbors,NumPoints,Time(millis),Distribution
K,1,1,200,0.029226,U
B,1,1,200,1.899138,U
K,1,1,200,0.008033,G
B,1,1,200,1.905249,G
K,1,1,200,0.011806,U
B,1,1,200,1.811414,U
K,1,1,200,0.007413,G
B,1,1,200,1.851522,G
K,1,1,200,0.008037,U
B,1,1,200,1.375252,U
K,1,1,200,0.004964,G
B,1,1,200,1.345844,G
K,1,11,200,0.048989,U
B,1,11,200,1.335138,U
K,1,11,200,0.086755,G
B,1,11,200,1.350409,G
K,1,11,200,0.047541,U
B,1,11,200,1.311497,U
K,1,11,200,0.086316,G
B,1,11,200,1.335201,G
K,1,11,200,0.048722,U
B,1,11,200,1.306985,U
K,1,11,200,0.087237,G
B,1,11,200,1.303521,G
K,1,21,200,0.053574,U
B,1,21,200,1.358684,U
K,1,21,200,0.095597,G
B,1,21,200,1.382375,G
K,1,21,200,0.054893,U
B,1,21,200,1.343730,U
K,1,21,200,0.098592,G
B,1,21,200,1.329533,G
K,1,21,200,0.055018,U
B,1,21,200,1.348385,U
K,1,21,200,0.099879,G
B,1,21,200,1.352066,G
K,1,31,200,0.046840,U
B,1,31,200,1.357972,U
K,1,31,200,0.098318,G
B,1,31,200,1.330269,G
K,1,31,200,0.041816,U
B,1,31,200,1.318613,U
K,1,31,200,0.096296,G
B,1,31,200,1.323193,G
K,1,31,200,0.042033,U
B,1,31,200,1.313800,U
K,1,31,200,0.097301,G
B,1,31,200,1.311188,G
K,1,41,200,0.047258,U
B,1,41,200,1.521538,U
K,1,41,200,0.109892,G
B,1,41,200,1.503334,G
K,1,41,200,0.046383,U
B,1,41,200,1.344873,U
K,1,41,200,0.108287,G
B,1,41,200,1.347644,G
K,1,41,200,0.050898,U
B,1,41,200,1.355777,U
K,1,41,200,0.103437,G
B,1,41,200,1.357214,G
K,1,51,200,0.057215,U
B,1,51,200,1.584752,U
K,1,51,200,0.117092,G
B,1,51,200,1.604069,G
K,1,51,200,0.047365,U
B,1,51,200,1.493418,U
K,1,51,200,0.108361,G
B,1,51,200,1.558425,G
K,1,51,200,0.043864,U
B,1,51,200,1.412415,U
K,1,51,200,0.098945,G
B,1,51,200,1.404782,G
K,1,61,200,0.046052,U
B,1,61,200,1.555259,U
K,1,61,200,0.107635,G
B,1,61,200,1.476770,G
K,1,61,200,0.037451,U
B,1,61,200,1.343621,U
K,1,61,200,0.095020,G
B,1,61,200,1.339121,G
K,1,61,200,0.038387,U
B,1,61,200,1.337868,U
K,1,61,200,0.093620,G
B,1,61,200,1.372797,G
K,1,71,200,0.048253,U
B,1,71,200,1.384400,U
K,1,71,200,0.103525,G
B,1,71,200,1.374120,G
K,1,71,200,0.060858,U
B,1,71,200,1.406154,U
K,1,71,200,0.095980,G
B,1,71,200,1.405775,G
K,1,71,200,0.046769,U
B,1,71,200,1.386167,U
K,1,71,200,0.096273,G
B,1,71,200,1.374122,G
K,1,81,200,0.052288,U
B,1,81,200,1.359352,U
K,1,81,200,0.091107,G
B,1,81,200,1.375914,G
K,1,81,200,0.052964,U
B,1,81,200,1.358766,U
K,1,81,200,0.090057,G
B,1,81,200,1.375736,G
K,1,81,200,0.052707,U
B,1,81,200,1.354916,U
K,1,81,200,0.088523,G
B,1,81,200,1.376747,G
K,1,91,200,0.057437,U
B,1,91,200,1.384505,U
K,1,91,200,0.087191,G
B,1,91,200,1.370435,G
K,1,91,200,0.055749,U
B,1,91,200,1.392299,U
K,1,91,200,0.085885,G
B,1,91,200,1.390817,G
K,1,91,200,0.057197,U
B,1,91,200,1.387164,U
K,1,91,200,0.087931,G
B,1,91,200,1.373869,G
K,1,101,200,0.056108,U
B,1,101,200,1.387457,U
K,1,101,200,0.077791,G
B,1,101,200,1.367967,G
K,1,101,200,0.056596,U
B,1,101,200,1.388434,U
K,1,101,200,0.079027,G
B,1,101,200,1.365217,G
K,1,101,200,0.057006,U
B,1,101,200,1.398691,U
K,1,101,200,0.079863,G
B,1,101,200,1.370234,G
K,1,111,200,0.075190,U
B,1,111,200,1.451932,U
K,1,111,200,0.076692,G
B,1,111,200,1.397154,G
K,1,111,200,0.073101,U
B,1,111,200,1.438760,U
K,1,111,200,0.083505,G
B,1,111,200,1.396551,G
K,1,111,200,0.074803,U
B,1,111,200,1.415310,U
K,1,111,200,0.077547,G
B,1,111,200,1.388250,G
K,1,121,200,0.080550,U
B,1,121,200,1.438306,U
K,1,121,200,0.073588,G
B,1,121,200,1.388071,G
K,1,121,200,0.088395,U
B,1,121,200,1.603093,U
K,1,121,200,0.080532,G
B,1,121,200,1.415798,G
K,1,121,200,0.084651,U
B,1,121,200,1.411036,U
K,1,121,200,0.074576,G
B,1,121,200,1.389791,G
K,1,1,400,0.007249,U
B,1,1,400,2.373647,U
K,1,1,400,0.004630,G
B,1,1,400,2.415056,G
K,1,1,400,0.005248,U
B,1,1,400,2.369663,U
K,1,1,400,0.004461,G
B,1,1,400,2.386589,G
K,1,1,400,0.004786,U
B,1,1,400,2.353494,U
K,1,1,400,0.004370,G
B,1,1,400,2.386755,G
K,1,11,400,0.327414,U
B,1,11,400,2.484392,U
K,1,11,400,0.099158,G
B,1,11,400,2.473874,G
K,1,11,400,0.324491,U
B,1,11,400,2.534686,U
K,1,11,400,0.097524,G
B,1,11,400,2.519752,G
K,1,11,400,0.323893,U
B,1,11,400,2.507096,U
K,1,11,400,0.097492,G
B,1,11,400,2.506589,G
K,1,21,400,0.362769,U
B,1,21,400,2.489687,U
K,1,21,400,0.113840,G
B,1,21,400,2.498126,G
K,1,21,400,0.369998,U
B,1,21,400,2.528386,U
K,1,21,400,0.118277,G
B,1,21,400,2.579726,G
K,1,21,400,0.358844,U
B,1,21,400,2.508772,U
K,1,21,400,0.114255,G
B,1,21,400,2.506909,G
K,1,31,400,0.373493,U
B,1,31,400,2.533946,U
K,1,31,400,0.118471,G
B,1,31,400,2.546763,G
K,1,31,400,0.371747,U
B,1,31,400,2.531749,U
K,1,31,400,0.119588,G
B,1,31,400,2.502760,G
K,1,31,400,0.373902,U
B,1,31,400,2.530011,U
K,1,31,400,0.118018,G
B,1,31,400,2.488009,G
K,1,41,400,0.391149,U
B,1,41,400,2.537070,U
K,1,41,400,0.120249,G
B,1,41,400,2.531945,G
K,1,41,400,0.391622,U
B,1,41,400,2.532216,U
K,1,41,400,0.120977,G
B,1,41,400,2.539056,G
K,1,41,400,0.390774,U
B,1,41,400,2.546135,U
K,1,41,400,0.120322,G
B,1,41,400,2.528223,G
K,1,51,400,0.405815,U
B,1,51,400,2.531806,U
K,1,51,400,0.118584,G
B,1,51,400,2.538125,G
K,1,51,400,0.406810,U
B,1,51,400,2.528369,U
K,1,51,400,0.119787,G
B,1,51,400,2.531195,G
K,1,51,400,0.404641,U
B,1,51,400,2.529368,U
K,1,51,400,0.119726,G
B,1,51,400,2.551855,G
K,1,61,400,0.420707,U
B,1,61,400,2.521210,U
K,1,61,400,0.123413,G
B,1,61,400,2.537285,G
K,1,61,400,0.416281,U
B,1,61,400,2.545067,U
K,1,61,400,0.118949,G
B,1,61,400,2.549021,G
K,1,61,400,0.412329,U
B,1,61,400,2.517437,U
K,1,61,400,0.118996,G
B,1,61,400,2.531667,G
K,1,71,400,0.421415,U
B,1,71,400,2.638115,U
K,1,71,400,0.116068,G
B,1,71,400,2.564971,G
K,1,71,400,0.416340,U
B,1,71,400,2.610459,U
K,1,71,400,0.123453,G
B,1,71,400,2.573703,G
K,1,71,400,0.412432,U
B,1,71,400,2.565208,U
K,1,71,400,0.113079,G
B,1,71,400,2.530747,G
K,1,81,400,0.416679,U
B,1,81,400,2.548286,U
K,1,81,400,0.110647,G
B,1,81,400,2.572365,G
K,1,81,400,0.455367,U
B,1,81,400,2.631336,U
K,1,81,400,0.118269,G
B,1,81,400,2.604841,G
K,1,81,400,0.417589,U
B,1,81,400,2.549129,U
K,1,81,400,0.109587,G
B,1,81,400,2.564430,G
K,1,91,400,0.416536,U
B,1,91,400,2.560938,U
K,1,91,400,0.097462,G
B,1,91,400,2.562766,G
K,1,91,400,0.436314,U
B,1,91,400,2.652867,U
K,1,91,400,0.103988,G
B,1,91,400,2.714604,G
K,1,91,400,0.421908,U
B,1,91,400,2.566011,U
K,1,91,400,0.099066,G
B,1,91,400,2.589134,G
K,1,101,400,0.424426,U
B,1,101,400,2.625846,U
K,1,101,400,0.098971,G
B,1,101,400,2.575294,G
K,1,101,400,0.417845,U
B,1,101,400,2.579166,U
K,1,101,400,0.096605,G
B,1,101,400,2.564833,G
K,1,101,400,0.417600,U
B,1,101,400,2.560639,U
K,1,101,400,0.094626,G
B,1,101,400,2.563939,G
K,1,111,400,0.414171,U
B,1,111,400,2.563436,U
K,1,111,400,0.091892,G
B,1,111,400,2.566244,G
K,1,111,400,0.415148,U
B,1,111,400,2.558870,U
K,1,111,400,0.091224,G
B,1,111,400,2.561211,G
K,1,111,400,0.415151,U
B,1,111,400,2.572790,U
K,1,111,400,0.092765,G
B,1,111,400,2.568340,G
K,1,121,400,0.414268,U
B,1,121,400,2.558446,U
K,1,121,400,0.081419,G
B,1,121,400,2.562754,G
K,1,121,400,0.411839,U
B,1,121,400,2.562088,U
K,1,121,400,0.079958,G
B,1,121,400,2.575464,G
K,1,121,400,0.417392,U
B,1,121,400,2.570699,U
K,1,121,400,0.083539,G
B,1,121,400,2.583514,G
K,1,1,600,0.007040,U
B,1,1,600,3.557903,U
K,1,1,600,0.004880,G
B,1,1,600,3.534061,G
K,1,1,600,0.005540,U
B,1,1,600,3.517751,U
K,1,1,600,0.004643,G
B,1,1,600,3.467700,G
K,1,1,600,0.006622,U
B,1,1,600,3.522962,U
K,1,1,600,0.004654,G
B,1,1,600,3.471285,G
K,1,11,600,0.692268,U
B,1,11,600,3.667486,U
K,1,11,600,0.100456,G
B,1,11,600,3.695418,G
K,1,11,600,0.651998,U
B,1,11,600,3.627728,U
K,1,11,600,0.090286,G
B,1,11,600,3.641917,G
K,1,11,600,0.654045,U
B,1,11,600,3.626249,U
K,1,11,600,0.091158,G
B,1,11,600,3.638106,G
K,1,21,600,0.727533,U
B,1,21,600,3.683033,U
K,1,21,600,0.095288,G
B,1,21,600,3.680903,G
K,1,21,600,0.727903,U
B,1,21,600,3.682230,U
K,1,21,600,0.094779,G
B,1,21,600,3.680464,G
K,1,21,600,0.725936,U
B,1,21,600,3.669893,U
K,1,21,600,0.094410,G
B,1,21,600,3.674029,G
K,1,31,600,0.765849,U
B,1,31,600,3.663801,U
K,1,31,600,0.101137,G
B,1,31,600,3.682724,G
K,1,31,600,0.764765,U
B,1,31,600,3.671031,U
K,1,31,600,0.100635,G
B,1,31,600,3.679528,G
K,1,31,600,0.764648,U
B,1,31,600,3.669540,U
K,1,31,600,0.100777,G
B,1,31,600,3.674896,G
K,1,41,600,0.813306,U
B,1,41,600,3.715178,U
K,1,41,600,0.099723,G
B,1,41,600,3.713653,G
K,1,41,600,0.817059,U
B,1,41,600,3.751769,U
K,1,41,600,0.100092,G
B,1,41,600,3.806577,G
K,1,41,600,0.810077,U
B,1,41,600,3.736384,U
K,1,41,600,0.099855,G
B,1,41,600,3.708633,G
K,1,51,600,0.859783,U
B,1,51,600,3.754133,U
K,1,51,600,0.099389,G
B,1,51,600,4.046696,G
K,1,51,600,0.841478,U
B,1,51,600,3.754691,U
K,1,51,600,0.099733,G
B,1,51,600,3.730523,G
K,1,51,600,0.835906,U
B,1,51,600,3.727912,U
K,1,51,600,0.100366,G
B,1,51,600,3.715286,G
K,1,61,600,0.848706,U
B,1,61,600,3.716853,U
K,1,61,600,0.102167,G
B,1,61,600,3.729474,G
K,1,61,600,0.847015,U
B,1,61,600,3.705491,U
K,1,61,600,0.099512,G
B,1,61,600,3.713549,G
K,1,61,600,0.844726,U
B,1,61,600,3.709123,U
K,1,61,600,0.100336,G
B,1,61,600,3.738819,G
K,1,71,600,0.920571,U
B,1,71,600,3.796881,U
K,1,71,600,0.096279,G
B,1,71,600,3.939424,G
K,1,71,600,0.854032,U
B,1,71,600,3.752166,U
K,1,71,600,0.093863,G
B,1,71,600,3.761830,G
K,1,71,600,0.858112,U
B,1,71,600,3.753947,U
K,1,71,600,0.094622,G
B,1,71,600,3.769637,G
K,1,81,600,0.862117,U
B,1,81,600,3.751298,U
K,1,81,600,0.087464,G
B,1,81,600,3.760723,G
K,1,81,600,0.861991,U
B,1,81,600,3.793514,U
K,1,81,600,0.094012,G
B,1,81,600,3.849833,G
K,1,81,600,0.860111,U
B,1,81,600,3.833489,U
K,1,81,600,0.088240,G
B,1,81,600,3.766657,G
K,1,91,600,0.881853,U
B,1,91,600,3.773514,U
K,1,91,600,0.087396,G
B,1,91,600,3.770572,G
K,1,91,600,0.859037,U
B,1,91,600,3.747418,U
K,1,91,600,0.086501,G
B,1,91,600,3.757887,G
K,1,91,600,0.859469,U
B,1,91,600,3.748216,U
K,1,91,600,0.085547,G
B,1,91,600,3.757239,G
K,1,101,600,0.858623,U
B,1,101,600,3.759535,U
K,1,101,600,0.081032,G
B,1,101,600,3.775839,G
K,1,101,600,0.856637,U
B,1,101,600,3.755821,U
K,1,101,600,0.079916,G
B,1,101,600,3.761052,G
K,1,101,600,0.857281,U
B,1,101,600,3.752214,U
K,1,101,600,0.079693,G
B,1,101,600,3.756567,G
K,1,111,600,0.863917,U
B,1,111,600,3.855577,U
K,1,111,600,0.083992,G
B,1,111,600,3.761665,G
K,1,111,600,0.854802,U
B,1,111,600,3.809300,U
K,1,111,600,0.077215,G
B,1,111,600,3.761903,G
K,1,111,600,0.861032,U
B,1,111,600,3.802221,U
K,1,111,600,0.077763,G
B,1,111,600,3.760293,G
K,1,121,600,0.846628,U
B,1,121,600,3.790957,U
K,1,121,600,0.067110,G
B,1,121,600,3.755852,G
K,1,121,600,0.863556,U
B,1,121,600,3.895530,U
K,1,121,600,0.078374,G
B,1,121,600,3.762374,G
K,1,121,600,0.918528,U
B,1,121,600,3.819985,U
K,1,121,600,0.075456,G
B,1,121,600,3.783315,G
K,1,1,800,0.007151,U
B,1,1,800,4.607727,U
K,1,1,800,0.005284,G
B,1,1,800,4.743337,G
K,1,1,800,0.005435,U
B,1,1,800,4.575410,U
K,1,1,800,0.005549,G
B,1,1,800,4.667101,G
K,1,1,800,0.005923,U
B,1,1,800,4.567198,U
K,1,1,800,0.005031,G
B,1,1,800,4.669950,G
K,1,11,800,0.292324,U
B,1,11,800,4.783405,U
K,1,11,800,0.218121,G
B,1,11,800,4.794814,G
K,1,11,800,0.296688,U
B,1,11,800,4.795707,U
K,1,11,800,0.213110,G
B,1,11,800,4.773314,G
K,1,11,800,0.297246,U
B,1,11,800,4.964034,U
K,1,11,800,0.214072,G
B,1,11,800,4.977850,G
K,1,21,800,0.329427,U
B,1,21,800,4.869551,U
K,1,21,800,0.238778,G
B,1,21,800,4.840211,G
K,1,21,800,0.326486,U
B,1,21,800,4.815710,U
K,1,21,800,0.238579,G
B,1,21,800,4.815988,G
K,1,21,800,0.354661,U
B,1,21,800,4.865119,U
K,1,21,800,0.250368,G
B,1,21,800,4.872551,G
K,1,31,800,0.345045,U
B,1,31,800,4.885968,U
K,1,31,800,0.245319,G
B,1,31,800,4.915631,G
K,1,31,800,0.343935,U
B,1,31,800,4.821054,U
K,1,31,800,0.246849,G
B,1,31,800,4.880958,G
K,1,31,800,0.344113,U
B,1,31,800,4.833934,U
K,1,31,800,0.244571,G
B,1,31,800,4.886619,G
K,1,41,800,0.361786,U
B,1,41,800,4.888118,U
K,1,41,800,0.252821,G
B,1,41,800,4.857356,G
K,1,41,800,0.360144,U
B,1,41,800,4.862000,U
K,1,41,800,0.253469,G
B,1,41,800,4.863682,G
K,1,41,800,0.360234,U
B,1,41,800,4.859079,U
K,1,41,800,0.252843,G
B,1,41,800,4.859667,G
K,1,51,800,0.366169,U
B,1,51,800,4.865089,U
K,1,51,800,0.257705,G
B,1,51,800,4.852430,G
K,1,51,800,0.366764,U
B,1,51,800,4.885777,U
K,1,51,800,0.260616,G
B,1,51,800,4.865886,G
K,1,51,800,0.381939,U
B,1,51,800,4.935320,U
K,1,51,800,0.263176,G
B,1,51,800,4.874077,G
K,1,61,800,0.377130,U
B,1,61,800,4.937015,U
K,1,61,800,0.262886,G
B,1,61,800,4.949507,G
K,1,61,800,0.381866,U
B,1,61,800,4.942216,U
K,1,61,800,0.267952,G
B,1,61,800,5.037061,G
K,1,61,800,0.368111,U
B,1,61,800,4.914984,U
K,1,61,800,0.255441,G
B,1,61,800,4.928722,G
K,1,71,800,0.377879,U
B,1,71,800,4.925858,U
K,1,71,800,0.258109,G
B,1,71,800,4.925613,G
K,1,71,800,0.381171,U
B,1,71,800,4.928122,U
K,1,71,800,0.259187,G
B,1,71,800,5.026729,G
K,1,71,800,0.378722,U
B,1,71,800,4.936136,U
K,1,71,800,0.258358,G
B,1,71,800,4.932633,G
K,1,81,800,0.381137,U
B,1,81,800,4.916916,U
K,1,81,800,0.258297,G
B,1,81,800,4.915682,G
K,1,81,800,0.379861,U
B,1,81,800,4.921528,U
K,1,81,800,0.257792,G
B,1,81,800,4.915191,G
K,1,81,800,0.379759,U
B,1,81,800,4.915875,U
K,1,81,800,0.257407,G
B,1,81,800,4.916121,G
K,1,91,800,0.403257,U
B,1,91,800,4.979458,U
K,1,91,800,0.288844,G
B,1,91,800,5.015491,G
K,1,91,800,0.380801,U
B,1,91,800,4.986864,U
K,1,91,800,0.269642,G
B,1,91,800,5.043065,G
K,1,91,800,0.375151,U
B,1,91,800,4.926729,U
K,1,91,800,0.262238,G
B,1,91,800,4.930505,G
K,1,101,800,0.398272,U
B,1,101,800,4.940172,U
K,1,101,800,0.266100,G
B,1,101,800,4.986090,G
K,1,101,800,0.367980,U
B,1,101,800,4.916784,U
K,1,101,800,0.250942,G
B,1,101,800,4.929202,G
K,1,101,800,0.369255,U
B,1,101,800,4.932314,U
K,1,101,800,0.250512,G
B,1,101,800,4.926182,G
K,1,111,800,0.371886,U
B,1,111,800,5.161125,U
K,1,111,800,0.262740,G
B,1,111,800,5.074672,G
K,1,111,800,0.367377,U
B,1,111,800,4.923863,U
K,1,111,800,0.253942,G
B,1,111,800,4.902802,G
K,1,111,800,0.366273,U
B,1,111,800,4.928922,U
K,1,111,800,0.251634,G
B,1,111,800,4.912330,G
K,1,121,800,0.367916,U
B,1,121,800,4.915309,U
K,1,121,800,0.254323,G
B,1,121,800,4.905856,G
K,1,121,800,0.380466,U
B,1,121,800,5.037995,U
K,1,121,800,0.293056,G
B,1,121,800,4.944008,G
K,1,121,800,0.388736,U
B,1,121,800,5.265712,U
K,1,121,800,0.277004,G
B,1,121,800,5.098668,G
K,1,1,1000,0.006959,U
B,1,1,1000,5.961159,U
K,1,1,1000,0.006478,G
B,1,1,1000,6.023648,G
K,1,1,1000,0.006026,U
B,1,1,1000,5.810786,U
K,1,1,1000,0.005495,G
B,1,1,1000,5.816229,G
K,1,1,1000,0.006018,U
B,1,1,1000,5.819520,U
K,1,1,1000,0.005504,G
B,1,1,1000,5.819689,G
K,1,11,1000,0.119324,U
B,1,11,1000,5.947854,U
K,1,11,1000,1.022193,G
B,1,11,1000,6.019454,G
K,1,11,1000,0.119820,U
B,1,11,1000,5.948587,U
K,1,11,1000,1.017935,G
B,1,11,1000,5.963152,G
K,1,11,1000,0.119548,U
B,1,11,1000,5.950411,U
K,1,11,1000,1.026266,G
B,1,11,1000,5.950290,G
K,1,21,1000,0.134152,U
B,1,21,1000,6.049999,U
K,1,21,1000,1.156333,G
B,1,21,1000,6.179384,G
K,1,21,1000,0.133582,U
B,1,21,1000,6.033113,U
K,1,21,1000,1.237491,G
B,1,21,1000,5.987451,G
K,1,21,1000,0.133543,U
B,1,21,1000,5.982390,U
K,1,21,1000,1.167907,G
B,1,21,1000,5.964319,G
K,1,31,1000,0.133178,U
B,1,31,1000,6.020991,U
K,1,31,1000,1.233525,G
B,1,31,1000,6.134992,G
K,1,31,1000,0.130255,U
B,1,31,1000,6.024992,U
K,1,31,1000,1.221430,G
B,1,31,1000,6.002773,G
K,1,31,1000,0.131258,U
B,1,31,1000,6.027052,U
K,1,31,1000,1.217373,G
B,1,31,1000,6.005361,G
K,1,41,1000,0.140547,U
B,1,41,1000,6.037786,U
K,1,41,1000,1.299901,G
B,1,41,1000,6.019169,G
K,1,41,1000,0.152929,U
B,1,41,1000,6.044888,U
K,1,41,1000,1.296180,G
B,1,41,1000,6.079273,G
K,1,41,1000,0.147264,U
B,1,41,1000,6.139518,U
K,1,41,1000,1.290663,G
B,1,41,1000,6.036158,G
K,1,51,1000,0.138204,U
B,1,51,1000,6.000777,U
K,1,51,1000,1.318440,G
B,1,51,1000,6.071638,G
K,1,51,1000,0.139142,U
B,1,51,1000,6.072641,U
K,1,51,1000,1.315691,G
B,1,51,1000,6.074480,G
K,1,51,1000,0.137370,U
B,1,51,1000,5.997571,U
K,1,51,1000,1.315846,G
B,1,51,1000,6.076996,G
K,1,61,1000,0.135526,U
B,1,61,1000,6.067838,U
K,1,61,1000,1.350326,G
B,1,61,1000,6.070400,G
K,1,61,1000,0.135151,U
B,1,61,1000,6.062089,U
K,1,61,1000,1.352929,G
B,1,61,1000,6.062060,G
K,1,61,1000,0.138638,U
B,1,61,1000,6.104219,U
K,1,61,1000,1.356523,G
B,1,61,1000,6.077190,G
K,1,71,1000,0.142020,U
B,1,71,1000,6.202215,U
K,1,71,1000,1.412472,G
B,1,71,1000,6.173543,G
K,1,71,1000,0.136433,U
B,1,71,1000,6.069406,U
K,1,71,1000,1.385091,G
B,1,71,1000,6.099836,G
K,1,71,1000,0.133122,U
B,1,71,1000,6.079531,U
K,1,71,1000,1.385420,G
B,1,71,1000,6.073404,G
K,1,81,1000,0.135970,U
B,1,81,1000,6.102227,U
K,1,81,1000,1.409877,G
B,1,81,1000,6.070629,G
K,1,81,1000,0.134081,U
B,1,81,1000,6.070512,U
K,1,81,1000,1.414791,G
B,1,81,1000,6.064809,G
K,1,81,1000,0.133944,U
B,1,81,1000,6.077653,U
K,1,81,1000,1.406827,G
B,1,81,1000,6.068787,G
K,1,91,1000,0.133205,U
B,1,91,1000,6.087643,U
K,1,91,1000,1.419896,G
B,1,91,1000,6.069369,G
K,1,91,1000,0.142678,U
B,1,91,1000,6.142570,U
K,1,91,1000,1.488659,G
B,1,91,1000,6.173771,G
K,1,91,1000,0.137098,U
B,1,91,1000,6.137039,U
K,1,91,1000,1.429563,G
B,1,91,1000,6.101255,G
K,1,101,1000,0.125847,U
B,1,101,1000,6.069234,U
K,1,101,1000,1.444499,G
B,1,101,1000,6.073863,G
K,1,101,1000,0.125556,U
B,1,101,1000,6.074269,U
K,1,101,1000,1.439559,G
B,1,101,1000,6.073984,G
K,1,101,1000,0.127350,U
B,1,101,1000,6.119341,U
K,1,101,1000,1.438001,G
B,1,101,1000,6.071921,G
K,1,111,1000,0.123686,U
B,1,111,1000,6.349213,U
K,1,111,1000,1.478386,G
B,1,111,1000,6.376471,G
K,1,111,1000,0.121415,U
B,1,111,1000,6.132490,U
K,1,111,1000,1.452814,G
B,1,111,1000,6.189260,G
K,1,111,1000,0.123987,U
B,1,111,1000,6.166668,U
K,1,111,1000,1.461779,G
B,1,111,1000,6.238273,G
K,1,121,1000,0.127059,U
B,1,121,1000,6.188637,U
K,1,121,1000,1.461835,G
B,1,121,1000,6.196721,G
K,1,121,1000,0.119715,U
B,1,121,1000,6.149262,U
K,1,121,1000,1.459717,G
B,1,121,1000,6.146314,G
K,1,121,1000,0.120525,U
B,1,121,1000,6.141394,U
K,1,121,1000,1.456692,G
B,1,121,1000,6.137675,G
K,1,1,1200,0.007129,U
B,1,1,1200,6.924580,U
K,1,1,1200,0.005382,G
B,1,1,1200,6.878253,G
K,1,1,1200,0.006781,U
B,1,1,1200,6.961634,U
K,1,1,1200,0.005361,G
B,1,1,1200,6.864224,G
K,1,1,1200,0.006391,U
B,1,1,1200,6.926640,U
K,1,1,1200,0.005295,G
B,1,1,1200,6.869281,G
K,1,11,1200,1.500962,U
B,1,11,1200,7.307735,U
K,1,11,1200,1.024856,G
B,1,11,1200,7.763388,G
K,1,11,1200,1.354276,U
B,1,11,1200,7.153970,U
K,1,11,1200,0.951753,G
B,1,11,1200,7.041026,G
K,1,11,1200,1.317086,U
B,1,11,1200,7.103285,U
K,1,11,1200,0.937956,G
B,1,11,1200,7.028716,G
K,1,21,1200,1.474236,U
B,1,21,1200,7.147774,U
K,1,21,1200,1.039946,G
B,1,21,1200,7.148946,G
K,1,21,1200,1.473238,U
B,1,21,1200,7.130209,U
K,1,21,1200,1.036897,G
B,1,21,1200,7.077343,G
K,1,21,1200,1.474210,U
B,1,21,1200,7.158980,U
K,1,21,1200,1.039094,G
B,1,21,1200,7.086622,G
K,1,31,1200,1.580953,U
B,1,31,1200,7.248112,U
K,1,31,1200,1.144035,G
B,1,31,1200,7.179763,G
K,1,31,1200,1.560352,U
B,1,31,1200,7.140219,U
K,1,31,1200,1.103500,G
B,1,31,1200,7.139996,G
K,1,31,1200,1.560081,U
B,1,31,1200,7.160702,U
K,1,31,1200,1.100845,G
B,1,31,1200,7.179569,G
K,1,41,1200,1.642512,U
B,1,41,1200,7.195490,U
K,1,41,1200,1.162894,G
B,1,41,1200,7.224321,G
K,1,41,1200,1.641040,U
B,1,41,1200,7.194539,U
K,1,41,1200,1.162262,G
B,1,41,1200,7.196255,G
K,1,41,1200,1.640086,U
B,1,41,1200,7.186557,U
K,1,41,1200,1.160470,G
B,1,41,1200,7.205205,G
K,1,51,1200,1.711188,U
B,1,51,1200,7.448031,U
K,1,51,1200,1.193697,G
B,1,51,1200,7.343510,G
K,1,51,1200,1.688597,U
B,1,51,1200,7.198910,U
K,1,51,1200,1.191305,G
B,1,51,1200,7.205506,G
K,1,51,1200,1.727159,U
B,1,51,1200,7.480310,U
K,1,51,1200,1.207658,G
B,1,51,1200,7.430640,G
K,1,61,1200,1.736776,U
B,1,61,1200,7.268538,U
K,1,61,1200,1.214569,G
B,1,61,1200,7.232709,G
K,1,61,1200,1.722942,U
B,1,61,1200,7.190090,U
K,1,61,1200,1.214917,G
B,1,61,1200,7.197706,G
K,1,61,1200,1.724674,U
B,1,61,1200,7.204892,U
K,1,61,1200,1.213278,G
B,1,61,1200,7.197709,G
K,1,71,1200,1.882547,U
B,1,71,1200,7.877957,U
K,1,71,1200,1.276793,G
B,1,71,1200,7.399294,G
K,1,71,1200,1.758397,U
B,1,71,1200,7.267325,U
K,1,71,1200,1.237820,G
B,1,71,1200,7.196462,G
K,1,71,1200,1.759366,U
B,1,71,1200,7.272987,U
K,1,71,1200,1.235367,G
B,1,71,1200,7.203109,G
K,1,81,1200,1.793933,U
B,1,81,1200,7.344716,U
K,1,81,1200,1.265070,G
B,1,81,1200,7.283785,G
K,1,81,1200,1.788332,U
B,1,81,1200,7.277549,U
K,1,81,1200,1.264601,G
B,1,81,1200,7.267022,G
K,1,81,1200,1.819133,U
B,1,81,1200,7.349077,U
K,1,81,1200,1.273391,G
B,1,81,1200,7.311423,G
K,1,91,1200,1.857448,U
B,1,91,1200,7.325563,U
K,1,91,1200,1.302773,G
B,1,91,1200,7.315532,G
K,1,91,1200,1.824298,U
B,1,91,1200,7.271594,U
K,1,91,1200,1.278985,G
B,1,91,1200,7.275391,G
K,1,91,1200,1.813518,U
B,1,91,1200,7.277614,U
K,1,91,1200,1.276224,G
B,1,91,1200,7.289768,G
K,1,101,1200,1.853279,U
B,1,101,1200,7.304298,U
K,1,101,1200,1.293233,G
B,1,101,1200,7.288948,G
K,1,101,1200,1.841968,U
B,1,101,1200,7.329554,U
K,1,101,1200,1.290075,G
B,1,101,1200,7.280684,G
K,1,101,1200,1.925197,U
B,1,101,1200,7.478149,U
K,1,101,1200,1.303395,G
