DataStructure,Dimensions,KNeighbors,NumPoints,Time(millis),Distribution
K,2,1,200,0.016334,U
B,2,1,200,0.037103,U
K,2,1,200,0.016448,G
B,2,1,200,0.052430,G
Q,2,1,200,0.008348,U
Q,2,1,200,0.008053,G
K,2,1,200,0.011539,U
B,2,1,200,0.032481,U
K,2,1,200,0.014733,G
B,2,1,200,0.043927,G
Q,2,1,200,0.003779,U
Q,2,1,200,0.005942,G
K,2,1,200,0.011494,U
B,2,1,200,0.033368,U
K,2,1,200,0.014730,G
B,2,1,200,0.044888,G
Q,2,1,200,0.003758,U
Q,2,1,200,0.005876,G
K,2,17,200,0.097380,U
B,2,17,200,0.040034,U
K,2,17,200,0.148952,G
B,2,17,200,0.040953,G
Q,2,17,200,0.027108,U
Q,2,17,200,0.039567,G
K,2,17,200,0.107502,U
B,2,17,200,0.041545,U
K,2,17,200,0.151588,G
B,2,17,200,0.046609,G
Q,2,17,200,0.026537,U
Q,2,17,200,0.042385,G
K,2,17,200,0.097498,U
B,2,17,200,0.042534,U
K,2,17,200,0.146877,G
B,2,17,200,0.044184,G
Q,2,17,200,0.027305,U
Q,2,17,200,0.040695,G
K,2,33,200,0.134673,U
B,2,33,200,0.039498,U
K,2,33,200,0.181688,G
B,2,33,200,0.036501,G
Q,2,33,200,0.043218,U
Q,2,33,200,0.077157,G
K,2,33,200,0.132586,U
B,2,33,200,0.040479,U
K,2,33,200,0.180727,G
B,2,33,200,0.032776,G
Q,2,33,200,0.042170,U
Q,2,33,200,0.077801,G
K,2,33,200,0.124012,U
B,2,33,200,0.035538,U
K,2,33,200,0.173644,G
B,2,33,200,0.033217,G
Q,2,33,200,0.042728,U
Q,2,33,200,0.075502,G
K,2,49,200,0.124820,U
B,2,49,200,0.028258,U
K,2,49,200,0.183164,G
B,2,49,200,0.044350,G
Q,2,49,200,0.043866,U
Q,2,49,200,0.073283,G
K,2,49,200,0.126133,U
B,2,49,200,0.024288,U
K,2,49,200,0.177847,G
B,2,49,200,0.041953,G
Q,2,49,200,0.041809,U
Q,2,49,200,0.075445,G
K,2,49,200,0.125393,U
B,2,49,200,0.023854,U
K,2,49,200,0.168594,G
B,2,49,200,0.043225,G
Q,2,49,200,0.046336,U
Q,2,49,200,0.074008,G
K,2,65,200,0.133237,U
B,2,65,200,0.075250,U
K,2,65,200,0.186201,G
B,2,65,200,0.046418,G
Q,2,65,200,0.075629,U
Q,2,65,200,0.077238,G
K,2,65,200,0.134959,U
B,2,65,200,0.075333,U
K,2,65,200,0.186088,G
B,2,65,200,0.046311,G
Q,2,65,200,0.075277,U
Q,2,65,200,0.075368,G
K,2,65,200,0.130523,U
B,2,65,200,0.074455,U
K,2,65,200,0.187771,G
B,2,65,200,0.045534,G
Q,2,65,200,0.076605,U
Q,2,65,200,0.074970,G
K,2,81,200,0.119685,U
B,2,81,200,0.076908,U
K,2,81,200,0.204047,G
B,2,81,200,0.116318,G
Q,2,81,200,0.116664,U
Q,2,81,200,0.073632,G
K,2,81,200,0.119519,U
B,2,81,200,0.075278,U
K,2,81,200,0.205849,G
B,2,81,200,0.112715,G
Q,2,81,200,0.112747,U
Q,2,81,200,0.076761,G
K,2,81,200,0.117648,U
B,2,81,200,0.074346,U
K,2,81,200,0.205385,G
B,2,81,200,0.115664,G
Q,2,81,200,0.110680,U
Q,2,81,200,0.074617,G
K,2,97,200,0.129584,U
B,2,97,200,0.098120,U
K,2,97,200,0.219347,G
B,2,97,200,0.118663,G
Q,2,97,200,0.128705,U
Q,2,97,200,0.086821,G
K,2,97,200,0.128369,U
B,2,97,200,0.097508,U
K,2,97,200,0.218851,G
B,2,97,200,0.117116,G
Q,2,97,200,0.130545,U
Q,2,97,200,0.085385,G
K,2,97,200,0.128299,U
B,2,97,200,0.097216,U
K,2,97,200,0.219065,G
B,2,97,200,0.120059,G
Q,2,97,200,0.128918,U
Q,2,97,200,0.085647,G
K,2,113,200,0.166473,U
B,2,113,200,0.095481,U
K,2,113,200,0.221011,G
B,2,113,200,0.098288,G
Q,2,113,200,0.121040,U
Q,2,113,200,0.096629,G
K,2,113,200,0.167294,U
B,2,113,200,0.096030,U
K,2,113,200,0.221320,G
B,2,113,200,0.099403,G
Q,2,113,200,0.119851,U
Q,2,113,200,0.097594,G
K,2,113,200,0.163598,U
B,2,113,200,0.097851,U
K,2,113,200,0.222789,G
B,2,113,200,0.100029,G
Q,2,113,200,0.120023,U
Q,2,113,200,0.097812,G
K,2,129,200,0.196070,U
B,2,129,200,0.097078,U
K,2,129,200,0.217498,G
B,2,129,200,0.091260,G
Q,2,129,200,0.131854,U
Q,2,129,200,0.121424,G
K,2,129,200,0.197260,U
B,2,129,200,0.096308,U
K,2,129,200,0.218865,G
B,2,129,200,0.089810,G
Q,2,129,200,0.130778,U
Q,2,129,200,0.120830,G
K,2,129,200,0.194477,U
B,2,129,200,0.095129,U
K,2,129,200,0.218121,G
B,2,129,200,0.091847,G
Q,2,129,200,0.131874,U
Q,2,129,200,0.121502,G
K,2,145,200,0.197602,U
B,2,145,200,0.085898,U
K,2,145,200,0.198656,G
B,2,145,200,0.102085,G
Q,2,145,200,0.134911,U
Q,2,145,200,0.150562,G
K,2,145,200,0.209255,U
B,2,145,200,0.090688,U
K,2,145,200,0.204225,G
B,2,145,200,0.110381,G
Q,2,145,200,0.142799,U
Q,2,145,200,0.159397,G
K,2,145,200,0.203138,U
B,2,145,200,0.083919,U
K,2,145,200,0.200842,G
B,2,145,200,0.105612,G
Q,2,145,200,0.136069,U
Q,2,145,200,0.149976,G
K,2,161,200,0.184458,U
B,2,161,200,0.119832,U
K,2,161,200,0.168989,G
B,2,161,200,0.100298,G
Q,2,161,200,0.129727,U
Q,2,161,200,0.144840,G
K,2,161,200,0.237867,U
B,2,161,200,0.158350,U
K,2,161,200,0.229490,G
B,2,161,200,0.127386,G
Q,2,161,200,0.173922,U
Q,2,161,200,0.186081,G
K,2,161,200,0.227368,U
B,2,161,200,0.150855,U
K,2,161,200,0.210254,G
B,2,161,200,0.121112,G
Q,2,161,200,0.161042,U
Q,2,161,200,0.176952,G
K,2,177,200,0.157853,U
B,2,177,200,0.136685,U
K,2,177,200,0.145379,G
B,2,177,200,0.080993,G
Q,2,177,200,0.133531,U
Q,2,177,200,0.138160,G
K,2,177,200,0.154391,U
B,2,177,200,0.125375,U
K,2,177,200,0.143007,G
B,2,177,200,0.076589,G
Q,2,177,200,0.130657,U
Q,2,177,200,0.139433,G
K,2,177,200,0.156646,U
B,2,177,200,0.152944,U
K,2,177,200,0.155283,G
B,2,177,200,0.088727,G
Q,2,177,200,0.144558,U
Q,2,177,200,0.142828,G
K,2,193,200,0.155107,U
B,2,193,200,0.158250,U
K,2,193,200,0.139389,G
B,2,193,200,0.085794,G
Q,2,193,200,0.179113,U
Q,2,193,200,0.147020,G
K,2,193,200,0.132147,U
B,2,193,200,0.129237,U
K,2,193,200,0.111594,G
B,2,193,200,0.079306,G
Q,2,193,200,0.146150,U
Q,2,193,200,0.131967,G
K,2,193,200,0.128279,U
B,2,193,200,0.125074,U
K,2,193,200,0.115302,G
B,2,193,200,0.079726,G
Q,2,193,200,0.144100,U
Q,2,193,200,0.128441,G
K,2,1,400,0.032358,U
B,2,1,400,0.048590,U
K,2,1,400,0.025245,G
B,2,1,400,0.034813,G
Q,2,1,400,0.017907,U
Q,2,1,400,0.027303,G
K,2,1,400,0.031268,U
B,2,1,400,0.043931,U
K,2,1,400,0.025045,G
B,2,1,400,0.037209,G
Q,2,1,400,0.017492,U
Q,2,1,400,0.023361,G
K,2,1,400,0.031214,U
B,2,1,400,0.045721,U
K,2,1,400,0.025220,G
B,2,1,400,0.037999,G
Q,2,1,400,0.017754,U
Q,2,1,400,0.023352,G
K,2,33,400,0.491649,U
B,2,33,400,0.056201,U
K,2,33,400,0.332016,G
B,2,33,400,0.038697,G
Q,2,33,400,0.205431,U
Q,2,33,400,0.350155,G
K,2,33,400,0.499935,U
B,2,33,400,0.060895,U
K,2,33,400,0.334566,G
B,2,33,400,0.039115,G
Q,2,33,400,0.207836,U
Q,2,33,400,0.346486,G
K,2,33,400,0.486671,U
B,2,33,400,0.059157,U
K,2,33,400,0.330447,G
B,2,33,400,0.037916,G
Q,2,33,400,0.205402,U
Q,2,33,400,0.344560,G
K,2,65,400,0.596449,U
B,2,65,400,0.041503,U
K,2,65,400,0.383043,G
B,2,65,400,0.100338,G
Q,2,65,400,0.268696,U
Q,2,65,400,0.413181,G
K,2,65,400,0.710887,U
B,2,65,400,0.060905,U
K,2,65,400,0.457536,G
B,2,65,400,0.126408,G
Q,2,65,400,0.308627,U
Q,2,65,400,0.448036,G
K,2,65,400,0.628478,U
B,2,65,400,0.048920,U
K,2,65,400,0.418345,G
B,2,65,400,0.114321,G
Q,2,65,400,0.273514,U
Q,2,65,400,0.422396,G
K,2,97,400,0.617214,U
B,2,97,400,0.102139,U
K,2,97,400,0.451447,G
B,2,97,400,0.101193,G
Q,2,97,400,0.273760,U
Q,2,97,400,0.444067,G
K,2,97,400,0.610355,U
B,2,97,400,0.102100,U
K,2,97,400,0.451758,G
B,2,97,400,0.088832,G
Q,2,97,400,0.275992,U
Q,2,97,400,0.445103,G
K,2,97,400,0.610954,U
B,2,97,400,0.101415,U
K,2,97,400,0.449964,G
B,2,97,400,0.089111,G
Q,2,97,400,0.271894,U
Q,2,97,400,0.447805,G
K,2,129,400,0.619595,U
B,2,129,400,0.112028,U
K,2,129,400,0.549731,G
B,2,129,400,0.104857,G
Q,2,129,400,0.270030,U
Q,2,129,400,0.464925,G
K,2,129,400,0.717913,U
B,2,129,400,0.124315,U
K,2,129,400,0.578667,G
B,2,129,400,0.115659,G
Q,2,129,400,0.326084,U
Q,2,129,400,0.472433,G
K,2,129,400,0.652163,U
B,2,129,400,0.115010,U
K,2,129,400,0.546809,G
B,2,129,400,0.105034,G
Q,2,129,400,0.275057,U
Q,2,129,400,0.465999,G
K,2,161,400,0.592883,U
B,2,161,400,0.092769,U
K,2,161,400,0.558386,G
B,2,161,400,0.217680,G
Q,2,161,400,0.273711,U
Q,2,161,400,0.470513,G
K,2,161,400,0.591364,U
B,2,161,400,0.090045,U
K,2,161,400,0.560126,G
B,2,161,400,0.218802,G
Q,2,161,400,0.270208,U
Q,2,161,400,0.460915,G
K,2,161,400,0.611602,U
B,2,161,400,0.096112,U
K,2,161,400,0.563173,G
B,2,161,400,0.231475,G
Q,2,161,400,0.292616,U
Q,2,161,400,0.515432,G
K,2,193,400,0.593482,U
B,2,193,400,0.182740,U
K,2,193,400,0.563776,G
B,2,193,400,0.178026,G
Q,2,193,400,0.258641,U
Q,2,193,400,0.444411,G
K,2,193,400,0.551556,U
B,2,193,400,0.183716,U
K,2,193,400,0.543150,G
B,2,193,400,0.172283,G
Q,2,193,400,0.253709,U
Q,2,193,400,0.437782,G
K,2,193,400,0.563370,U
B,2,193,400,0.182868,U
K,2,193,400,0.547450,G
B,2,193,400,0.179219,G
Q,2,193,400,0.265119,U
Q,2,193,400,0.452850,G
K,2,225,400,0.500314,U
B,2,225,400,0.179972,U
K,2,225,400,0.514094,G
B,2,225,400,0.169497,G
Q,2,225,400,0.297564,U
Q,2,225,400,0.415075,G
K,2,225,400,0.492426,U
B,2,225,400,0.178311,U
K,2,225,400,0.514416,G
B,2,225,400,0.170046,G
Q,2,225,400,0.296716,U
Q,2,225,400,0.413183,G
K,2,225,400,0.538217,U
B,2,225,400,0.199901,U
K,2,225,400,0.537540,G
B,2,225,400,0.182279,G
Q,2,225,400,0.311296,U
Q,2,225,400,0.443866,G
K,2,257,400,0.457875,U
B,2,257,400,0.195598,U
K,2,257,400,0.478739,G
B,2,257,400,0.182615,G
Q,2,257,400,0.337011,U
Q,2,257,400,0.392139,G
K,2,257,400,0.448616,U
B,2,257,400,0.196203,U
K,2,257,400,0.471333,G
B,2,257,400,0.185644,G
Q,2,257,400,0.328490,U
Q,2,257,400,0.393693,G
K,2,257,400,0.452035,U
B,2,257,400,0.195166,U
K,2,257,400,0.472087,G
B,2,257,400,0.186312,G
Q,2,257,400,0.329367,U
Q,2,257,400,0.396532,G
K,2,289,400,0.388832,U
B,2,289,400,0.188425,U
K,2,289,400,0.406207,G
B,2,289,400,0.181646,G
Q,2,289,400,0.365360,U
Q,2,289,400,0.346406,G
K,2,289,400,0.396195,U
B,2,289,400,0.186221,U
K,2,289,400,0.410608,G
B,2,289,400,0.180846,G
Q,2,289,400,0.368014,U
Q,2,289,400,0.347821,G
K,2,289,400,0.391293,U
B,2,289,400,0.187572,U
K,2,289,400,0.406710,G
B,2,289,400,0.178990,G
Q,2,289,400,0.368432,U
Q,2,289,400,0.350199,G
K,2,321,400,0.329611,U
B,2,321,400,0.198255,U
K,2,321,400,0.340976,G
B,2,321,400,0.179969,G
Q,2,321,400,0.326744,U
Q,2,321,400,0.290308,G
K,2,321,400,0.322627,U
B,2,321,400,0.199416,U
K,2,321,400,0.342330,G
B,2,321,400,0.180417,G
Q,2,321,400,0.325656,U
Q,2,321,400,0.290189,G
K,2,321,400,0.323340,U
B,2,321,400,0.203361,U
K,2,321,400,0.344920,G
B,2,321,400,0.178212,G
Q,2,321,400,0.324425,U
Q,2,321,400,0.288306,G
K,2,353,400,0.254591,U
B,2,353,400,0.192842,U
K,2,353,400,0.277671,G
B,2,353,400,0.190960,G
Q,2,353,400,0.270988,U
Q,2,353,400,0.230059,G
K,2,353,400,0.259093,U
B,2,353,400,0.205526,U
K,2,353,400,0.293695,G
B,2,353,400,0.205889,G
Q,2,353,400,0.284004,U
Q,2,353,400,0.227550,G
K,2,353,400,0.257651,U
B,2,353,400,0.201350,U
K,2,353,400,0.280683,G
B,2,353,400,0.192176,G
Q,2,353,400,0.271205,U
Q,2,353,400,0.226436,G
K,2,385,400,0.186234,U
B,2,385,400,0.199582,U
K,2,385,400,0.211590,G
B,2,385,400,0.231806,G
Q,2,385,400,0.214241,U
Q,2,385,400,0.167042,G
K,2,385,400,0.186013,U
B,2,385,400,0.206232,U
K,2,385,400,0.213194,G
B,2,385,400,0.228799,G
Q,2,385,400,0.219754,U
Q,2,385,400,0.166625,G
K,2,385,400,0.182646,U
B,2,385,400,0.200434,U
K,2,385,400,0.214390,G
B,2,385,400,0.234877,G
Q,2,385,400,0.214088,U
Q,2,385,400,0.167313,G
K,2,1,600,0.009760,U
B,2,1,600,0.060675,U
K,2,1,600,0.026283,G
B,2,1,600,0.074276,G
Q,2,1,600,0.008950,U
Q,2,1,600,0.044004,G
K,2,1,600,0.009575,U
B,2,1,600,0.059845,U
K,2,1,600,0.025555,G
B,2,1,600,0.072403,G
Q,2,1,600,0.008263,U
Q,2,1,600,0.041395,G
K,2,1,600,0.009094,U
B,2,1,600,0.059220,U
K,2,1,600,0.025319,G
B,2,1,600,0.071958,G
Q,2,1,600,0.008078,U
Q,2,1,600,0.041405,G
K,2,49,600,0.459797,U
B,2,49,600,0.074407,U
K,2,49,600,0.353014,G
B,2,49,600,0.086810,G
Q,2,49,600,0.080935,U
Q,2,49,600,0.643056,G
K,2,49,600,0.482315,U
B,2,49,600,0.074025,U
K,2,49,600,0.343133,G
B,2,49,600,0.087945,G
Q,2,49,600,0.075036,U
Q,2,49,600,0.625350,G
K,2,49,600,0.473882,U
B,2,49,600,0.072545,U
K,2,49,600,0.344778,G
B,2,49,600,0.080509,G
Q,2,49,600,0.071991,U
Q,2,49,600,0.624425,G
K,2,97,600,0.546823,U
B,2,97,600,0.167086,U
K,2,97,600,0.411922,G
B,2,97,600,0.065773,G
Q,2,97,600,0.178458,U
Q,2,97,600,0.792302,G
K,2,97,600,0.548237,U
B,2,97,600,0.171455,U
K,2,97,600,0.410201,G
B,2,97,600,0.064031,G
Q,2,97,600,0.180888,U
Q,2,97,600,0.779606,G
K,2,97,600,0.549632,U
B,2,97,600,0.171890,U
K,2,97,600,0.428788,G
B,2,97,600,0.063615,G
Q,2,97,600,0.183651,U
Q,2,97,600,0.778622,G
K,2,145,600,0.551294,U
B,2,145,600,0.163840,U
K,2,145,600,0.463500,G
B,2,145,600,0.211004,G
Q,2,145,600,0.203047,U
Q,2,145,600,0.884689,G
K,2,145,600,0.569599,U
B,2,145,600,0.164136,U
K,2,145,600,0.452331,G
B,2,145,600,0.207403,G
Q,2,145,600,0.198011,U
Q,2,145,600,0.906033,G
K,2,145,600,0.559052,U
B,2,145,600,0.168632,U
K,2,145,600,0.460333,G
B,2,145,600,0.206647,G
Q,2,145,600,0.201276,U
Q,2,145,600,0.884916,G
K,2,193,600,0.581304,U
B,2,193,600,0.136677,U
K,2,193,600,0.586896,G
B,2,193,600,0.211987,G
Q,2,193,600,0.169816,U
Q,2,193,600,0.906548,G
K,2,193,600,0.564969,U
B,2,193,600,0.131626,U
K,2,193,600,0.578791,G
B,2,193,600,0.208586,G
Q,2,193,600,0.168111,U
Q,2,193,600,0.895751,G
K,2,193,600,0.561564,U
B,2,193,600,0.130805,U
K,2,193,600,0.580192,G
B,2,193,600,0.208365,G
Q,2,193,600,0.171267,U
Q,2,193,600,0.911833,G
K,2,241,600,0.578745,U
B,2,241,600,0.309549,U
K,2,241,600,0.643296,G
B,2,241,600,0.154337,G
Q,2,241,600,0.237203,U
Q,2,241,600,0.852851,G
K,2,241,600,0.582883,U
B,2,241,600,0.309157,U
K,2,241,600,0.645757,G
B,2,241,600,0.154687,G
Q,2,241,600,0.234085,U
Q,2,241,600,0.850877,G
K,2,241,600,0.580340,U
B,2,241,600,0.304902,U
K,2,241,600,0.641492,G
B,2,241,600,0.155410,G
Q,2,241,600,0.235579,U
Q,2,241,600,0.849322,G
K,2,289,600,0.634320,U
B,2,289,600,0.310363,U
K,2,289,600,0.678633,G
B,2,289,600,0.143150,G
Q,2,289,600,0.288975,U
Q,2,289,600,0.779430,G
K,2,289,600,0.633531,U
B,2,289,600,0.326255,U
K,2,289,600,0.691621,G
B,2,289,600,0.158595,G
Q,2,289,600,0.315309,U
Q,2,289,600,0.785815,G
K,2,289,600,0.696418,U
B,2,289,600,0.344915,U
K,2,289,600,0.729295,G
B,2,289,600,0.156469,G
Q,2,289,600,0.310470,U
Q,2,289,600,0.863128,G
K,2,337,600,0.813078,U
B,2,337,600,0.365407,U
K,2,337,600,0.706853,G
B,2,337,600,0.352063,G
Q,2,337,600,0.358524,U
Q,2,337,600,0.783074,G
K,2,337,600,0.716039,U
B,2,337,600,0.327596,U
K,2,337,600,0.639730,G
B,2,337,600,0.325590,G
Q,2,337,600,0.335090,U
Q,2,337,600,0.697806,G
K,2,337,600,0.741079,U
B,2,337,600,0.321890,U
K,2,337,600,0.635665,G
B,2,337,600,0.314023,G
Q,2,337,600,0.321918,U
Q,2,337,600,0.698047,G
K,2,385,600,0.721268,U
B,2,385,600,0.329913,U
K,2,385,600,0.606360,G
B,2,385,600,0.314760,G
Q,2,385,600,0.389047,U
Q,2,385,600,0.659182,G
K,2,385,600,0.674736,U
B,2,385,600,0.330128,U
K,2,385,600,0.578159,G
B,2,385,600,0.310726,G
Q,2,385,600,0.376956,U
Q,2,385,600,0.614769,G
K,2,385,600,0.676079,U
B,2,385,600,0.333402,U
K,2,385,600,0.623443,G
B,2,385,600,0.311757,G
Q,2,385,600,0.376860,U
Q,2,385,600,0.611352,G
K,2,433,600,0.638982,U
B,2,433,600,0.316486,U
K,2,433,600,0.553859,G
B,2,433,600,0.338190,G
Q,2,433,600,0.440346,U
Q,2,433,600,0.527440,G
K,2,433,600,0.636581,U
B,2,433,600,0.319892,U
K,2,433,600,0.553065,G
B,2,433,600,0.325616,G
Q,2,433,600,0.438785,U
Q,2,433,600,0.525954,G
K,2,433,600,0.640024,U
B,2,433,600,0.320773,U
K,2,433,600,0.559229,G
B,2,433,600,0.328871,G
Q,2,433,600,0.438483,U
Q,2,433,600,0.525026,G
K,2,481,600,0.540515,U
B,2,481,600,0.246391,U
K,2,481,600,0.499141,G
B,2,481,600,0.333841,G
Q,2,481,600,0.449523,U
Q,2,481,600,0.431798,G
K,2,481,600,0.539322,U
B,2,481,600,0.248326,U
K,2,481,600,0.500381,G
B,2,481,600,0.337152,G
Q,2,481,600,0.445803,U
Q,2,481,600,0.434126,G
K,2,481,600,0.538748,U
B,2,481,600,0.245721,U
K,2,481,600,0.497225,G
B,2,481,600,0.337628,G
Q,2,481,600,0.449851,U
Q,2,481,600,0.428931,G
K,2,529,600,0.452175,U
B,2,529,600,0.253160,U
K,2,529,600,0.449314,G
B,2,529,600,0.334100,G
Q,2,529,600,0.447963,U
Q,2,529,600,0.353001,G
K,2,529,600,0.455260,U
B,2,529,600,0.255860,U
K,2,529,600,0.447145,G
B,2,529,600,0.339738,G
Q,2,529,600,0.449952,U
Q,2,529,600,0.352286,G
K,2,529,600,0.450416,U
B,2,529,600,0.263118,U
K,2,529,600,0.447854,G
B,2,529,600,0.335547,G
Q,2,529,600,0.450770,U
Q,2,529,600,0.353890,G
K,2,577,600,0.357195,U
B,2,577,600,0.370306,U
K,2,577,600,0.362631,G
B,2,577,600,0.342005,G
Q,2,577,600,0.420922,U
Q,2,577,600,0.251355,G
K,2,577,600,0.365356,U
B,2,577,600,0.372494,U
K,2,577,600,0.365928,G
B,2,577,600,0.344142,G
Q,2,577,600,0.416855,U
Q,2,577,600,0.248152,G
K,2,577,600,0.354581,U
B,2,577,600,0.375507,U
K,2,577,600,0.365345,G
B,2,577,600,0.342560,G
Q,2,577,600,0.413339,U
Q,2,577,600,0.246343,G
K,2,1,800,0.012080,U
B,2,1,800,0.081224,U
K,2,1,800,0.026151,G
B,2,1,800,0.075376,G
Q,2,1,800,0.020005,U
Q,2,1,800,0.021745,G
K,2,1,800,0.011770,U
B,2,1,800,0.079855,U
K,2,1,800,0.026076,G
B,2,1,800,0.074330,G
Q,2,1,800,0.019681,U
Q,2,1,800,0.021651,G
K,2,1,800,0.012126,U
B,2,1,800,0.080289,U
K,2,1,800,0.026330,G
B,2,1,800,0.075111,G
Q,2,1,800,0.019712,U
Q,2,1,800,0.021528,G
K,2,65,800,0.390338,U
B,2,65,800,0.092741,U
K,2,65,800,0.626373,G
B,2,65,800,0.069867,G
Q,2,65,800,0.255152,U
Q,2,65,800,0.372588,G
K,2,65,800,0.398787,U
B,2,65,800,0.093484,U
K,2,65,800,0.636175,G
B,2,65,800,0.071890,G
Q,2,65,800,0.259669,U
Q,2,65,800,0.347503,G
K,2,65,800,0.393282,U
B,2,65,800,0.091576,U
K,2,65,800,0.623367,G
B,2,65,800,0.068724,G
Q,2,65,800,0.256786,U
Q,2,65,800,0.339718,G
K,2,129,800,0.494475,U
B,2,129,800,0.192901,U
K,2,129,800,0.828176,G
B,2,129,800,0.225324,G
Q,2,129,800,0.296773,U
Q,2,129,800,0.453990,G
K,2,129,800,0.566381,U
B,2,129,800,0.223287,U
K,2,129,800,0.967769,G
B,2,129,800,0.257966,G
Q,2,129,800,0.342905,U
Q,2,129,800,0.503100,G
K,2,129,800,0.548087,U
B,2,129,800,0.210998,U
K,2,129,800,0.913712,G
B,2,129,800,0.247085,G
Q,2,129,800,0.327766,U
Q,2,129,800,0.480738,G
K,2,193,800,0.506180,U
B,2,193,800,0.202996,U
K,2,193,800,0.925375,G
B,2,193,800,0.216584,G
Q,2,193,800,0.301530,U
Q,2,193,800,0.463831,G
K,2,193,800,0.507270,U
B,2,193,800,0.205854,U
K,2,193,800,0.919570,G
B,2,193,800,0.217703,G
Q,2,193,800,0.299207,U
Q,2,193,800,0.464565,G
K,2,193,800,0.536146,U
B,2,193,800,0.244846,U
K,2,193,800,0.966174,G
B,2,193,800,0.243842,G
Q,2,193,800,0.326445,U
Q,2,193,800,0.479052,G
K,2,257,800,0.549558,U
B,2,257,800,0.187384,U
K,2,257,800,1.048460,G
B,2,257,800,0.202820,G
Q,2,257,800,0.529667,U
Q,2,257,800,0.554853,G
K,2,257,800,0.577635,U
B,2,257,800,0.214839,U
K,2,257,800,1.121151,G
B,2,257,800,0.219663,G
Q,2,257,800,0.530209,U
Q,2,257,800,0.547984,G
K,2,257,800,0.514102,U
B,2,257,800,0.190823,U
K,2,257,800,0.984922,G
B,2,257,800,0.200070,G
Q,2,257,800,0.492538,U
Q,2,257,800,0.527051,G
K,2,321,800,0.517837,U
B,2,321,800,0.208800,U
K,2,321,800,0.994540,G
B,2,321,800,0.203200,G
Q,2,321,800,0.621389,U
Q,2,321,800,0.557061,G
K,2,321,800,0.490106,U
B,2,321,800,0.234779,U
K,2,321,800,1.023468,G
B,2,321,800,0.220294,G
Q,2,321,800,0.630648,U
Q,2,321,800,0.521884,G
K,2,321,800,0.474848,U
B,2,321,800,0.220367,U
K,2,321,800,1.010200,G
B,2,321,800,0.206479,G
Q,2,321,800,0.603710,U
Q,2,321,800,0.505430,G
K,2,385,800,0.447398,U
B,2,385,800,0.413398,U
K,2,385,800,0.992153,G
B,2,385,800,0.370672,G
Q,2,385,800,0.632850,U
Q,2,385,800,0.491880,G
K,2,385,800,0.446482,U
B,2,385,800,0.415787,U
K,2,385,800,1.002186,G
B,2,385,800,0.368821,G
Q,2,385,800,0.634747,U
Q,2,385,800,0.495764,G
K,2,385,800,0.454087,U
B,2,385,800,0.408341,U
K,2,385,800,0.998451,G
B,2,385,800,0.373207,G
Q,2,385,800,0.633705,U
Q,2,385,800,0.487973,G
K,2,449,800,0.542498,U
B,2,449,800,0.341282,U
K,2,449,800,0.967083,G
B,2,449,800,0.415745,G
Q,2,449,800,0.628987,U
Q,2,449,800,0.474075,G
K,2,449,800,0.538625,U
B,2,449,800,0.343336,U
K,2,449,800,0.962473,G
B,2,449,800,0.419680,G
Q,2,449,800,0.624166,U
Q,2,449,800,0.476590,G
K,2,449,800,0.535089,U
B,2,449,800,0.341521,U
K,2,449,800,0.967246,G
B,2,449,800,0.413578,G
Q,2,449,800,0.628317,U
Q,2,449,800,0.502651,G
K,2,513,800,0.591270,U
B,2,513,800,0.333240,U
K,2,513,800,0.931120,G
B,2,513,800,0.421643,G
Q,2,513,800,0.615822,U
Q,2,513,800,0.526424,G
K,2,513,800,0.607220,U
B,2,513,800,0.333264,U
K,2,513,800,0.941143,G
B,2,513,800,0.422266,G
Q,2,513,800,0.618531,U
Q,2,513,800,0.530983,G
K,2,513,800,0.593635,U
B,2,513,800,0.352450,U
K,2,513,800,0.944908,G
B,2,513,800,0.445520,G
Q,2,513,800,0.691874,U
Q,2,513,800,0.533440,G
K,2,577,800,0.694821,U
B,2,577,800,0.344132,U
K,2,577,800,0.859613,G
B,2,577,800,0.449944,G
Q,2,577,800,0.567877,U
Q,2,577,800,0.590800,G
K,2,577,800,0.704688,U
B,2,577,800,0.338016,U
K,2,577,800,0.841417,G
B,2,577,800,0.431672,G
Q,2,577,800,0.551576,U
Q,2,577,800,0.586988,G
K,2,577,800,0.714597,U
B,2,577,800,0.352288,U
K,2,577,800,0.860409,G
B,2,577,800,0.441542,G
Q,2,577,800,0.576932,U
Q,2,577,800,0.600884,G
K,2,641,800,0.684930,U
B,2,641,800,0.384006,U
K,2,641,800,0.779613,G
B,2,641,800,0.443834,G
Q,2,641,800,0.552977,U
Q,2,641,800,0.538627,G
K,2,641,800,0.653645,U
B,2,641,800,0.347709,U
K,2,641,800,0.698906,G
B,2,641,800,0.433562,G
Q,2,641,800,0.536286,U
Q,2,641,800,0.537664,G
K,2,641,800,0.651426,U
B,2,641,800,0.342920,U
K,2,641,800,0.696979,G
B,2,641,800,0.435710,G
Q,2,641,800,0.541564,U
Q,2,641,800,0.527647,G
K,2,705,800,0.629745,U
B,2,705,800,0.315740,U
K,2,705,800,0.562014,G
B,2,705,800,0.379934,G
Q,2,705,800,0.519243,U
Q,2,705,800,0.512077,G
K,2,705,800,0.629282,U
B,2,705,800,0.334567,U
K,2,705,800,0.562037,G
B,2,705,800,0.390930,G
