DataStructure,Dimensions,KNeighbors,NumPoints,Time(millis),Distribution
B,4,101,200,0.108294,U
K,4,101,200,0.325842,G
B,4,101,200,0.101910,G
K,4,111,200,0.325201,U
B,4,111,200,0.123780,U
K,4,111,200,0.310460,G
B,4,111,200,0.101899,G
K,4,111,200,0.326804,U
B,4,111,200,0.122047,U
K,4,111,200,0.309277,G
B,4,111,200,0.100619,G
K,4,111,200,0.325093,U
B,4,111,200,0.120397,U
K,4,111,200,0.312204,G
B,4,111,200,0.101538,G
K,4,121,200,0.298665,U
B,4,121,200,0.127203,U
K,4,121,200,0.304337,G
B,4,121,200,0.084773,G
K,4,121,200,0.310141,U
B,4,121,200,0.133449,U
K,4,121,200,0.321289,G
B,4,121,200,0.092732,G
K,4,121,200,0.300786,U
B,4,121,200,0.127465,U
K,4,121,200,0.304905,G
B,4,121,200,0.088741,G
K,4,1,400,0.058792,U
B,4,1,400,0.066766,U
K,4,1,400,0.027210,G
B,4,1,400,0.081662,G
K,4,1,400,0.056932,U
B,4,1,400,0.068069,U
K,4,1,400,0.026838,G
B,4,1,400,0.080390,G
K,4,1,400,0.057056,U
B,4,1,400,0.066672,U
K,4,1,400,0.026863,G
B,4,1,400,0.079523,G
K,4,11,400,0.195154,U
B,4,11,400,0.067413,U
K,4,11,400,0.177604,G
B,4,11,400,0.078878,G
K,4,11,400,0.194241,U
B,4,11,400,0.067889,U
K,4,11,400,0.176206,G
B,4,11,400,0.083087,G
K,4,11,400,0.206835,U
B,4,11,400,0.072537,U
K,4,11,400,0.181123,G
B,4,11,400,0.090806,G
K,4,21,400,0.306571,U
B,4,21,400,0.072210,U
K,4,21,400,0.267348,G
B,4,21,400,0.087138,G
K,4,21,400,0.286180,U
B,4,21,400,0.073999,U
K,4,21,400,0.269522,G
B,4,21,400,0.090171,G
K,4,21,400,0.285488,U
B,4,21,400,0.069060,U
K,4,21,400,0.266995,G
B,4,21,400,0.090275,G
K,4,31,400,0.354879,U
B,4,31,400,0.190572,U
K,4,31,400,0.284905,G
B,4,31,400,0.076768,G
K,4,31,400,0.358640,U
B,4,31,400,0.202979,U
K,4,31,400,0.283720,G
B,4,31,400,0.075319,G
K,4,31,400,0.355436,U
B,4,31,400,0.188458,U
K,4,31,400,0.283187,G
B,4,31,400,0.075131,G
K,4,41,400,0.464650,U
B,4,41,400,0.208795,U
K,4,41,400,0.349040,G
B,4,41,400,0.082406,G
K,4,41,400,0.433448,U
B,4,41,400,0.198795,U
K,4,41,400,0.347119,G
B,4,41,400,0.076091,G
K,4,41,400,0.434160,U
B,4,41,400,0.203355,U
K,4,41,400,0.352509,G
B,4,41,400,0.078137,G
K,4,51,400,0.491337,U
B,4,51,400,0.205901,U
K,4,51,400,0.383689,G
B,4,51,400,0.238099,G
K,4,51,400,0.476352,U
B,4,51,400,0.201533,U
K,4,51,400,0.384491,G
B,4,51,400,0.237454,G
K,4,51,400,0.477759,U
B,4,51,400,0.199518,U
K,4,51,400,0.384207,G
B,4,51,400,0.242314,G
K,4,61,400,0.569720,U
B,4,61,400,0.220843,U
K,4,61,400,0.429085,G
B,4,61,400,0.242308,G
K,4,61,400,0.563898,U
B,4,61,400,0.213977,U
K,4,61,400,0.426931,G
B,4,61,400,0.234904,G
K,4,61,400,0.545090,U
B,4,61,400,0.207365,U
K,4,61,400,0.417221,G
B,4,61,400,0.228763,G
K,4,71,400,0.611982,U
B,4,71,400,0.208481,U
K,4,71,400,0.451530,G
B,4,71,400,0.226528,G
K,4,71,400,0.605747,U
B,4,71,400,0.206112,U
K,4,71,400,0.441525,G
B,4,71,400,0.226241,G
K,4,71,400,0.611183,U
B,4,71,400,0.209615,U
K,4,71,400,0.444746,G
B,4,71,400,0.226992,G
K,4,81,400,0.659995,U
B,4,81,400,0.202923,U
K,4,81,400,0.468579,G
B,4,81,400,0.229210,G
K,4,81,400,0.643465,U
B,4,81,400,0.220912,U
K,4,81,400,0.466889,G
B,4,81,400,0.226914,G
K,4,81,400,0.641626,U
B,4,81,400,0.207178,U
K,4,81,400,0.468332,G
B,4,81,400,0.233332,G
K,4,91,400,0.665990,U
B,4,91,400,0.207153,U
K,4,91,400,0.472652,G
B,4,91,400,0.212379,G
K,4,91,400,0.660906,U
B,4,91,400,0.209397,U
K,4,91,400,0.472913,G
B,4,91,400,0.209815,G
K,4,91,400,0.661413,U
B,4,91,400,0.202460,U
K,4,91,400,0.473644,G
B,4,91,400,0.211589,G
K,4,101,400,0.693766,U
B,4,101,400,0.208857,U
K,4,101,400,0.476017,G
B,4,101,400,0.217995,G
K,4,101,400,0.696101,U
B,4,101,400,0.226767,U
K,4,101,400,0.485815,G
B,4,101,400,0.220123,G
K,4,101,400,0.692822,U
B,4,101,400,0.210597,U
K,4,101,400,0.477841,G
B,4,101,400,0.219932,G
K,4,111,400,0.690601,U
B,4,111,400,0.209541,U
K,4,111,400,0.482192,G
B,4,111,400,0.215907,G
K,4,111,400,0.682466,U
B,4,111,400,0.209712,U
K,4,111,400,0.480909,G
B,4,111,400,0.214060,G
K,4,111,400,0.681034,U
B,4,111,400,0.210964,U
K,4,111,400,0.480732,G
B,4,111,400,0.216894,G
K,4,121,400,0.684744,U
B,4,121,400,0.208941,U
K,4,121,400,0.488687,G
B,4,121,400,0.216685,G
K,4,121,400,0.681888,U
B,4,121,400,0.215908,U
K,4,121,400,0.491524,G
B,4,121,400,0.211851,G
K,4,121,400,0.686019,U
B,4,121,400,0.210967,U
K,4,121,400,0.487888,G
B,4,121,400,0.215488,G
K,4,1,600,0.132247,U
B,4,1,600,0.116174,U
K,4,1,600,0.030307,G
B,4,1,600,0.119737,G
K,4,1,600,0.133693,U
B,4,1,600,0.113123,U
K,4,1,600,0.030920,G
B,4,1,600,0.120411,G
K,4,1,600,0.130866,U
B,4,1,600,0.116417,U
K,4,1,600,0.030281,G
B,4,1,600,0.115004,G
K,4,11,600,0.419018,U
B,4,11,600,0.117258,U
K,4,11,600,0.102482,G
B,4,11,600,0.109677,G
K,4,11,600,0.417402,U
B,4,11,600,0.119130,U
K,4,11,600,0.104589,G
B,4,11,600,0.108707,G
K,4,11,600,0.417932,U
B,4,11,600,0.116340,U
K,4,11,600,0.101296,G
B,4,11,600,0.112969,G
K,4,21,600,0.610159,U
B,4,21,600,0.117710,U
K,4,21,600,0.155100,G
B,4,21,600,0.113603,G
K,4,21,600,0.616942,U
B,4,21,600,0.113491,U
K,4,21,600,0.161072,G
B,4,21,600,0.117058,G
K,4,21,600,0.613247,U
B,4,21,600,0.119794,U
K,4,21,600,0.155634,G
B,4,21,600,0.116402,G
K,4,31,600,0.692322,U
B,4,31,600,0.107618,U
K,4,31,600,0.191496,G
B,4,31,600,0.119190,G
K,4,31,600,0.697529,U
B,4,31,600,0.110535,U
K,4,31,600,0.193735,G
B,4,31,600,0.121009,G
K,4,31,600,0.692386,U
B,4,31,600,0.111865,U
K,4,31,600,0.191877,G
B,4,31,600,0.121550,G
K,4,41,600,1.025889,U
B,4,41,600,0.136651,U
K,4,41,600,0.281085,G
B,4,41,600,0.127813,G
K,4,41,600,0.894731,U
B,4,41,600,0.120909,U
K,4,41,600,0.241437,G
B,4,41,600,0.120760,G
K,4,41,600,0.848060,U
B,4,41,600,0.119201,U
K,4,41,600,0.245680,G
B,4,41,600,0.113562,G
K,4,51,600,0.936355,U
B,4,51,600,0.133103,U
K,4,51,600,0.273152,G
B,4,51,600,0.122349,G
K,4,51,600,0.929869,U
B,4,51,600,0.125247,U
K,4,51,600,0.254470,G
B,4,51,600,0.116236,G
K,4,51,600,0.939046,U
B,4,51,600,0.132945,U
K,4,51,600,0.252952,G
B,4,51,600,0.118427,G
K,4,61,600,0.998021,U
B,4,61,600,0.109060,U
K,4,61,600,0.261612,G
B,4,61,600,0.113419,G
K,4,61,600,1.007151,U
B,4,61,600,0.104609,U
K,4,61,600,0.264076,G
B,4,61,600,0.108100,G
K,4,61,600,0.989223,U
B,4,61,600,0.109178,U
K,4,61,600,0.273193,G
B,4,61,600,0.110634,G
K,4,71,600,1.057358,U
B,4,71,600,0.091808,U
K,4,71,600,0.308533,G
B,4,71,600,0.119689,G
K,4,71,600,1.044249,U
B,4,71,600,0.086093,U
K,4,71,600,0.317430,G
B,4,71,600,0.126177,G
K,4,71,600,1.052650,U
B,4,71,600,0.088297,U
K,4,71,600,0.325668,G
B,4,71,600,0.117102,G
K,4,81,600,1.097137,U
B,4,81,600,0.388007,U
K,4,81,600,0.310608,G
B,4,81,600,0.115602,G
K,4,81,600,1.089336,U
B,4,81,600,0.395366,U
K,4,81,600,0.312105,G
B,4,81,600,0.119107,G
K,4,81,600,1.090561,U
B,4,81,600,0.395657,U
K,4,81,600,0.318494,G
B,4,81,600,0.115423,G
K,4,91,600,1.127741,U
B,4,91,600,0.392092,U
K,4,91,600,0.316530,G
B,4,91,600,0.300456,G
K,4,91,600,1.104611,U
B,4,91,600,0.388056,U
K,4,91,600,0.344064,G
B,4,91,600,0.302232,G
K,4,91,600,1.110555,U
B,4,91,600,0.378023,U
K,4,91,600,0.310558,G
B,4,91,600,0.299778,G
K,4,101,600,1.147343,U
B,4,101,600,0.382234,U
K,4,101,600,0.306252,G
B,4,101,600,0.296486,G
K,4,101,600,1.172411,U
B,4,101,600,0.403331,U
K,4,101,600,0.307308,G
B,4,101,600,0.300142,G
K,4,101,600,1.152823,U
B,4,101,600,0.377333,U
K,4,101,600,0.303456,G
B,4,101,600,0.299508,G
K,4,111,600,1.171199,U
B,4,111,600,0.386917,U
K,4,111,600,0.313023,G
B,4,111,600,0.269988,G
K,4,111,600,1.171646,U
B,4,111,600,0.380547,U
K,4,111,600,0.311391,G
B,4,111,600,0.274551,G
K,4,111,600,1.172559,U
B,4,111,600,0.385740,U
K,4,111,600,0.312137,G
B,4,111,600,0.275911,G
K,4,121,600,1.242118,U
B,4,121,600,0.380601,U
K,4,121,600,0.331010,G
B,4,121,600,0.281441,G
K,4,121,600,1.221117,U
B,4,121,600,0.397115,U
K,4,121,600,0.341870,G
B,4,121,600,0.301084,G
K,4,121,600,1.192847,U
B,4,121,600,0.386424,U
K,4,121,600,0.332783,G
B,4,121,600,0.284482,G
K,4,1,800,0.040741,U
B,4,1,800,0.188555,U
K,4,1,800,0.080802,G
B,4,1,800,0.158348,G
K,4,1,800,0.035243,U
B,4,1,800,0.160321,U
K,4,1,800,0.069046,G
B,4,1,800,0.151816,G
K,4,1,800,0.035108,U
B,4,1,800,0.164534,U
K,4,1,800,0.068861,G
B,4,1,800,0.148336,G
K,4,11,800,0.208733,U
B,4,11,800,0.167492,U
K,4,11,800,0.233707,G
B,4,11,800,0.160960,G
K,4,11,800,0.204672,U
B,4,11,800,0.162526,U
K,4,11,800,0.233368,G
B,4,11,800,0.142962,G
K,4,11,800,0.197262,U
B,4,11,800,0.159917,U
K,4,11,800,0.230497,G
B,4,11,800,0.142035,G
K,4,21,800,0.271638,U
B,4,21,800,0.162404,U
K,4,21,800,0.324055,G
B,4,21,800,0.163528,G
K,4,21,800,0.300241,U
B,4,21,800,0.177405,U
K,4,21,800,0.349647,G
B,4,21,800,0.164390,G
K,4,21,800,0.279113,U
B,4,21,800,0.166768,U
K,4,21,800,0.324815,G
B,4,21,800,0.164864,G
K,4,31,800,0.337186,U
B,4,31,800,0.220058,U
K,4,31,800,0.435030,G
B,4,31,800,0.179233,G
K,4,31,800,0.300827,U
B,4,31,800,0.191207,U
K,4,31,800,0.405096,G
B,4,31,800,0.155280,G
K,4,31,800,0.302091,U
B,4,31,800,0.190335,U
K,4,31,800,0.401877,G
B,4,31,800,0.155959,G
K,4,41,800,0.336067,U
B,4,41,800,0.191635,U
K,4,41,800,0.508168,G
B,4,41,800,0.151764,G
K,4,41,800,0.336458,U
B,4,41,800,0.191363,U
K,4,41,800,0.507382,G
B,4,41,800,0.157569,G
K,4,41,800,0.336587,U
B,4,41,800,0.192295,U
K,4,41,800,0.508511,G
B,4,41,800,0.153193,G
K,4,51,800,0.389816,U
B,4,51,800,0.187868,U
K,4,51,800,0.575785,G
B,4,51,800,0.152039,G
K,4,51,800,0.389651,U
B,4,51,800,0.186250,U
K,4,51,800,0.574993,G
B,4,51,800,0.155781,G
K,4,51,800,0.387217,U
B,4,51,800,0.187970,U
K,4,51,800,0.577071,G
B,4,51,800,0.155589,G
K,4,61,800,0.414730,U
B,4,61,800,0.183216,U
K,4,61,800,0.606344,G
B,4,61,800,0.166615,G
K,4,61,800,0.407010,U
B,4,61,800,0.185888,U
K,4,61,800,0.606187,G
B,4,61,800,0.165276,G
K,4,61,800,0.408595,U
B,4,61,800,0.183965,U
K,4,61,800,0.605621,G
B,4,61,800,0.162918,G
K,4,71,800,0.473062,U
B,4,71,800,0.183170,U
K,4,71,800,0.670304,G
B,4,71,800,0.167298,G
K,4,71,800,0.479537,U
B,4,71,800,0.188721,U
K,4,71,800,0.670249,G
B,4,71,800,0.167246,G
K,4,71,800,0.471284,U
B,4,71,800,0.184133,U
K,4,71,800,0.672637,G
B,4,71,800,0.168962,G
K,4,81,800,0.526060,U
B,4,81,800,0.183931,U
K,4,81,800,0.701212,G
B,4,81,800,0.158728,G
K,4,81,800,0.530030,U
B,4,81,800,0.186134,U
K,4,81,800,0.702073,G
B,4,81,800,0.161301,G
K,4,81,800,0.530999,U
B,4,81,800,0.184895,U
K,4,81,800,0.703380,G
B,4,81,800,0.162518,G
K,4,91,800,0.560673,U
B,4,91,800,0.173475,U
K,4,91,800,0.718080,G
B,4,91,800,0.161786,G
K,4,91,800,0.561470,U
B,4,91,800,0.171035,U
K,4,91,800,0.719772,G
B,4,91,800,0.165519,G
K,4,91,800,0.561518,U
B,4,91,800,0.167427,U
K,4,91,800,0.715142,G
B,4,91,800,0.164188,G
K,4,101,800,0.622828,U
B,4,101,800,0.187353,U
K,4,101,800,0.782919,G
B,4,101,800,0.166071,G
K,4,101,800,0.633589,U
B,4,101,800,0.177406,U
K,4,101,800,0.764629,G
B,4,101,800,0.164601,G
K,4,101,800,0.622610,U
B,4,101,800,0.183030,U
K,4,101,800,0.759401,G
B,4,101,800,0.165935,G
K,4,111,800,0.674711,U
B,4,111,800,0.182819,U
K,4,111,800,0.755514,G
B,4,111,800,0.158606,G
K,4,111,800,0.676388,U
B,4,111,800,0.178304,U
K,4,111,800,0.758525,G
B,4,111,800,0.156266,G
K,4,111,800,0.688175,U
B,4,111,800,0.183173,U
K,4,111,800,0.757784,G
B,4,111,800,0.155859,G
K,4,121,800,0.716453,U
B,4,121,800,0.150382,U
K,4,121,800,0.787986,G
B,4,121,800,0.149426,G
K,4,121,800,0.714276,U
B,4,121,800,0.152050,U
K,4,121,800,0.792207,G
B,4,121,800,0.151450,G
K,4,121,800,0.713880,U
B,4,121,800,0.150570,U
K,4,121,800,0.789200,G
B,4,121,800,0.154722,G
K,4,1,1000,0.065302,U
B,4,1,1000,0.223682,U
K,4,1,1000,0.090328,G
B,4,1,1000,0.215674,G
K,4,1,1000,0.063559,U
B,4,1,1000,0.216990,U
K,4,1,1000,0.089924,G
B,4,1,1000,0.213931,G
K,4,1,1000,0.064407,U
B,4,1,1000,0.221648,U
K,4,1,1000,0.090089,G
B,4,1,1000,0.212503,G
K,4,11,1000,0.290742,U
B,4,11,1000,0.227393,U
K,4,11,1000,0.338195,G
B,4,11,1000,0.210520,G
K,4,11,1000,0.289115,U
B,4,11,1000,0.229152,U
K,4,11,1000,0.337861,G
B,4,11,1000,0.207180,G
K,4,11,1000,0.289173,U
B,4,11,1000,0.225443,U
K,4,11,1000,0.337333,G
B,4,11,1000,0.205224,G
K,4,21,1000,0.417685,U
B,4,21,1000,0.223474,U
K,4,21,1000,0.482909,G
B,4,21,1000,0.218815,G
K,4,21,1000,0.418231,U
B,4,21,1000,0.234968,U
K,4,21,1000,0.485707,G
B,4,21,1000,0.217839,G
K,4,21,1000,0.417401,U
B,4,21,1000,0.226834,U
K,4,21,1000,0.483024,G
B,4,21,1000,0.219600,G
K,4,31,1000,0.505959,U
B,4,31,1000,0.231731,U
K,4,31,1000,0.554289,G
B,4,31,1000,0.218921,G
K,4,31,1000,0.506860,U
B,4,31,1000,0.228254,U
K,4,31,1000,0.554490,G
B,4,31,1000,0.220351,G
K,4,31,1000,0.507078,U
B,4,31,1000,0.235256,U
K,4,31,1000,0.568676,G
B,4,31,1000,0.222992,G
K,4,41,1000,0.612233,U
B,4,41,1000,0.259558,U
K,4,41,1000,0.681273,G
B,4,41,1000,0.206658,G
K,4,41,1000,0.596669,U
B,4,41,1000,0.259305,U
K,4,41,1000,0.687820,G
B,4,41,1000,0.209320,G
K,4,41,1000,0.598306,U
B,4,41,1000,0.258294,U
K,4,41,1000,0.682711,G
B,4,41,1000,0.208380,G
K,4,51,1000,0.647049,U
B,4,51,1000,0.261010,U
K,4,51,1000,0.764053,G
B,4,51,1000,0.248821,G
K,4,51,1000,0.648360,U
B,4,51,1000,0.257795,U
K,4,51,1000,0.762560,G
B,4,51,1000,0.249228,G
K,4,51,1000,0.652356,U
B,4,51,1000,0.260603,U
K,4,51,1000,0.760683,G
B,4,51,1000,0.244029,G
K,4,61,1000,0.727631,U
B,4,61,1000,0.261828,U
K,4,61,1000,0.860586,G
B,4,61,1000,0.276046,G
K,4,61,1000,0.732503,U
B,4,61,1000,0.258716,U
K,4,61,1000,0.841000,G
B,4,61,1000,0.267009,G
K,4,61,1000,0.718004,U
B,4,61,1000,0.261599,U
K,4,61,1000,0.839827,G
B,4,61,1000,0.266169,G
K,4,71,1000,0.757158,U
B,4,71,1000,0.238646,U
K,4,71,1000,0.919637,G
B,4,71,1000,0.263328,G
K,4,71,1000,0.775381,U
B,4,71,1000,0.248975,U
K,4,71,1000,0.966604,G
B,4,71,1000,0.273073,G
K,4,71,1000,0.755567,U
B,4,71,1000,0.239003,U
K,4,71,1000,0.925970,G
B,4,71,1000,0.259102,G
K,4,81,1000,0.880926,U
B,4,81,1000,0.246445,U
K,4,81,1000,1.040970,G
B,4,81,1000,0.275434,G
K,4,81,1000,0.886330,U
B,4,81,1000,0.252064,U
K,4,81,1000,1.032043,G
B,4,81,1000,0.274134,G
K,4,81,1000,0.863242,U
B,4,81,1000,0.245638,U
K,4,81,1000,0.993507,G
B,4,81,1000,0.262518,G
K,4,91,1000,0.956023,U
B,4,91,1000,0.264073,U
K,4,91,1000,1.060849,G
B,4,91,1000,0.273849,G
K,4,91,1000,0.903911,U
B,4,91,1000,0.245255,U
K,4,91,1000,1.042720,G
B,4,91,1000,0.261763,G
K,4,91,1000,1.048811,U
B,4,91,1000,0.256182,U
K,4,91,1000,1.116672,G
B,4,91,1000,0.287474,G
K,4,101,1000,0.971893,U
B,4,101,1000,0.268593,U
K,4,101,1000,1.114585,G
B,4,101,1000,0.271304,G
K,4,101,1000,0.952467,U
B,4,101,1000,0.250744,U
K,4,101,1000,1.094713,G
B,4,101,1000,0.249216,G
K,4,101,1000,0.951228,U
B,4,101,1000,0.251379,U
K,4,101,1000,1.089267,G
B,4,101,1000,0.247709,G
K,4,111,1000,1.020065,U
B,4,111,1000,0.211494,U
K,4,111,1000,1.141737,G
B,4,111,1000,0.250908,G
K,4,111,1000,1.010885,U
B,4,111,1000,0.215443,U
K,4,111,1000,1.137818,G
B,4,111,1000,0.251152,G
K,4,111,1000,1.016704,U
B,4,111,1000,0.212695,U
K,4,111,1000,1.148868,G
B,4,111,1000,0.251438,G
K,4,121,1000,1.063415,U
B,4,121,1000,0.219370,U
K,4,121,1000,1.192261,G
B,4,121,1000,0.250542,G
K,4,121,1000,1.056113,U
B,4,121,1000,0.219022,U
K,4,121,1000,1.191793,G
B,4,121,1000,0.250725,G
K,4,121,1000,1.052867,U
B,4,121,1000,0.216803,U
K,4,121,1000,1.192448,G
B,4,121,1000,0.245912,G
K,4,1,1200,0.064947,U
B,4,1,1200,0.199391,U
K,4,1,1200,0.052451,G
B,4,1,1200,0.194893,G
K,4,1,1200,0.063724,U
B,4,1,1200,0.202177,U
K,4,1,1200,0.052030,G
B,4,1,1200,0.196078,G
K,4,1,1200,0.063789,U
B,4,1,1200,0.201871,U
K,4,1,1200,0.051520,G
B,4,1,1200,0.191621,G
K,4,11,1200,0.359195,U
B,4,11,1200,0.199633,U
K,4,11,1200,0.192691,G
B,4,11,1200,0.195183,G
K,4,11,1200,0.359598,U
B,4,11,1200,0.201854,U
K,4,11,1200,0.195642,G
B,4,11,1200,0.195260,G
K,4,11,1200,0.358330,U
B,4,11,1200,0.201938,U
K,4,11,1200,0.193908,G
B,4,11,1200,0.204845,G
K,4,21,1200,0.550030,U
B,4,21,1200,0.203688,U
K,4,21,1200,0.282850,G
B,4,21,1200,0.192607,G
K,4,21,1200,0.548751,U
B,4,21,1200,0.204950,U
K,4,21,1200,0.283380,G
B,4,21,1200,0.194319,G
K,4,21,1200,0.550091,U
B,4,21,1200,0.203603,U
K,4,21,1200,0.284067,G
B,4,21,1200,0.190291,G
K,4,31,1200,0.684794,U
B,4,31,1200,0.198978,U
K,4,31,1200,0.354221,G
B,4,31,1200,0.197847,G
K,4,31,1200,0.689844,U
B,4,31,1200,0.198470,U
K,4,31,1200,0.364080,G
B,4,31,1200,0.197973,G
K,4,31,1200,0.694951,U
B,4,31,1200,0.198444,U
K,4,31,1200,0.356091,G
B,4,31,1200,0.193397,G
K,4,41,1200,0.825182,U
B,4,41,1200,0.198272,U
K,4,41,1200,0.419752,G
B,4,41,1200,0.213134,G
K,4,41,1200,0.832322,U
B,4,41,1200,0.216988,U
K,4,41,1200,0.437201,G
B,4,41,1200,0.226888,G
K,4,41,1200,0.820802,U
B,4,41,1200,0.216881,U
K,4,41,1200,0.420260,G
B,4,41,1200,0.226430,G
K,4,51,1200,0.950926,U
B,4,51,1200,0.211232,U
K,4,51,1200,0.474258,G
B,4,51,1200,0.229619,G
K,4,51,1200,0.949032,U
B,4,51,1200,0.210818,U
K,4,51,1200,0.468817,G
B,4,51,1200,0.223294,G
K,4,51,1200,0.954950,U
B,4,51,1200,0.210239,U
K,4,51,1200,0.471477,G
B,4,51,1200,0.212425,G
K,4,61,1200,1.018914,U
B,4,61,1200,0.193384,U
K,4,61,1200,0.511627,G
B,4,61,1200,0.211289,G
K,4,61,1200,1.022806,U
B,4,61,1200,0.196143,U
K,4,61,1200,0.509143,G
B,4,61,1200,0.214052,G
K,4,61,1200,1.014325,U
B,4,61,1200,0.196430,U
K,4,61,1200,0.509035,G
B,4,61,1200,0.217890,G
K,4,71,1200,1.101222,U
B,4,71,1200,0.192805,U
K,4,71,1200,0.566439,G
B,4,71,1200,0.220813,G
K,4,71,1200,1.106563,U
B,4,71,1200,0.188677,U
K,4,71,1200,0.566559,G
B,4,71,1200,0.214265,G
K,4,71,1200,1.103712,U
B,4,71,1200,0.187825,U
K,4,71,1200,0.567841,G
B,4,71,1200,0.220412,G
K,4,81,1200,1.196351,U
B,4,81,1200,0.196553,U
K,4,81,1200,0.587975,G
B,4,81,1200,0.222673,G
K,4,81,1200,1.195733,U
B,4,81,1200,0.201372,U
K,4,81,1200,0.589901,G
B,4,81,1200,0.232565,G
K,4,81,1200,1.192612,U
B,4,81,1200,0.206897,U
K,4,81,1200,0.587284,G
B,4,81,1200,0.232503,G
K,4,91,1200,1.259810,U
B,4,91,1200,0.207870,U
K,4,91,1200,0.594585,G
B,4,91,1200,0.225211,G
K,4,91,1200,1.257816,U
B,4,91,1200,0.204715,U
K,4,91,1200,0.597132,G
B,4,91,1200,0.232922,G
K,4,91,1200,1.267755,U
B,4,91,1200,0.211763,U
K,4,91,1200,0.594424,G
B,4,91,1200,0.229612,G
K,4,101,1200,1.313403,U
B,4,101,1200,0.201726,U
K,4,101,1200,0.609061,G
B,4,101,1200,0.235369,G
K,4,101,1200,1.307827,U
B,4,101,1200,0.204351,U
K,4,101,1200,0.606343,G
B,4,101,1200,0.232606,G
K,4,101,1200,1.312378,U
