DataStructure,Dimensions,KNeighbors,NumPoints,Time(millis),Distribution
Q,2,121,200,0.205142,U
Q,2,121,200,0.203554,G
K,2,121,200,0.153371,U
B,2,121,200,0.085050,U
K,2,121,200,0.181061,G
B,2,121,200,0.091366,G
Q,2,121,200,0.195295,U
Q,2,121,200,0.201564,G
K,2,121,200,0.155011,U
B,2,121,200,0.092705,U
K,2,121,200,0.186494,G
B,2,121,200,0.089666,G
Q,2,121,200,0.196667,U
Q,2,121,200,0.199079,G
K,2,1,400,0.024023,U
B,2,1,400,0.053080,U
K,2,1,400,0.017716,G
B,2,1,400,0.048781,G
Q,2,1,400,0.022892,U
Q,2,1,400,0.022438,G
K,2,1,400,0.022868,U
B,2,1,400,0.051715,U
K,2,1,400,0.017628,G
B,2,1,400,0.046476,G
Q,2,1,400,0.020926,U
Q,2,1,400,0.017874,G
K,2,1,400,0.022981,U
B,2,1,400,0.052248,U
K,2,1,400,0.017527,G
B,2,1,400,0.045329,G
Q,2,1,400,0.020843,U
Q,2,1,400,0.017931,G
K,2,11,400,0.181356,U
B,2,11,400,0.055188,U
K,2,11,400,0.156214,G
B,2,11,400,0.052917,G
Q,2,11,400,0.126134,U
Q,2,11,400,0.123255,G
K,2,11,400,0.179931,U
B,2,11,400,0.055373,U
K,2,11,400,0.154848,G
B,2,11,400,0.053268,G
Q,2,11,400,0.126901,U
Q,2,11,400,0.123486,G
K,2,11,400,0.183761,U
B,2,11,400,0.056628,U
K,2,11,400,0.153342,G
B,2,11,400,0.051254,G
Q,2,11,400,0.125991,U
Q,2,11,400,0.123709,G
K,2,21,400,0.258954,U
B,2,21,400,0.053233,U
K,2,21,400,0.208814,G
B,2,21,400,0.057271,G
Q,2,21,400,0.190119,U
Q,2,21,400,0.195289,G
K,2,21,400,0.258153,U
B,2,21,400,0.052868,U
K,2,21,400,0.209310,G
B,2,21,400,0.055730,G
Q,2,21,400,0.190871,U
Q,2,21,400,0.192944,G
K,2,21,400,0.258508,U
B,2,21,400,0.054244,U
K,2,21,400,0.209198,G
B,2,21,400,0.056787,G
Q,2,21,400,0.190044,U
Q,2,21,400,0.197268,G
K,2,31,400,0.319410,U
B,2,31,400,0.063612,U
K,2,31,400,0.259893,G
B,2,31,400,0.061949,G
Q,2,31,400,0.258920,U
Q,2,31,400,0.251205,G
K,2,31,400,0.317172,U
B,2,31,400,0.072811,U
K,2,31,400,0.261329,G
B,2,31,400,0.057151,G
Q,2,31,400,0.243193,U
Q,2,31,400,0.253721,G
K,2,31,400,0.307200,U
B,2,31,400,0.059533,U
K,2,31,400,0.246508,G
B,2,31,400,0.054143,G
Q,2,31,400,0.228666,U
Q,2,31,400,0.227031,G
K,2,41,400,0.346450,U
B,2,41,400,0.058217,U
K,2,41,400,0.277527,G
B,2,41,400,0.054810,G
Q,2,41,400,0.270695,U
Q,2,41,400,0.294292,G
K,2,41,400,0.342304,U
B,2,41,400,0.059128,U
K,2,41,400,0.275948,G
B,2,41,400,0.056881,G
Q,2,41,400,0.273359,U
Q,2,41,400,0.291642,G
K,2,41,400,0.341710,U
B,2,41,400,0.060910,U
K,2,41,400,0.274106,G
B,2,41,400,0.055920,G
Q,2,41,400,0.267945,U
Q,2,41,400,0.292625,G
K,2,51,400,0.366396,U
B,2,51,400,0.053752,U
K,2,51,400,0.299615,G
B,2,51,400,0.057574,G
Q,2,51,400,0.297902,U
Q,2,51,400,0.299293,G
K,2,51,400,0.368880,U
B,2,51,400,0.052972,U
K,2,51,400,0.299457,G
B,2,51,400,0.057937,G
Q,2,51,400,0.298580,U
Q,2,51,400,0.298062,G
K,2,51,400,0.366737,U
B,2,51,400,0.053381,U
K,2,51,400,0.300286,G
B,2,51,400,0.056013,G
Q,2,51,400,0.297395,U
Q,2,51,400,0.299468,G
K,2,61,400,0.384231,U
B,2,61,400,0.050326,U
K,2,61,400,0.311933,G
B,2,61,400,0.043027,G
Q,2,61,400,0.327165,U
Q,2,61,400,0.320359,G
K,2,61,400,0.385233,U
B,2,61,400,0.049414,U
K,2,61,400,0.317963,G
B,2,61,400,0.045853,G
Q,2,61,400,0.329704,U
Q,2,61,400,0.321599,G
K,2,61,400,0.384112,U
B,2,61,400,0.050786,U
K,2,61,400,0.311395,G
B,2,61,400,0.045274,G
Q,2,61,400,0.326909,U
Q,2,61,400,0.321306,G
K,2,71,400,0.412557,U
B,2,71,400,0.055374,U
K,2,71,400,0.335073,G
B,2,71,400,0.120705,G
Q,2,71,400,0.344889,U
Q,2,71,400,0.354340,G
K,2,71,400,0.414454,U
B,2,71,400,0.053963,U
K,2,71,400,0.332939,G
B,2,71,400,0.123544,G
Q,2,71,400,0.343945,U
Q,2,71,400,0.356823,G
K,2,71,400,0.414597,U
B,2,71,400,0.055425,U
K,2,71,400,0.333696,G
B,2,71,400,0.121814,G
Q,2,71,400,0.343811,U
Q,2,71,400,0.353252,G
K,2,81,400,0.455869,U
B,2,81,400,0.142321,U
K,2,81,400,0.359796,G
B,2,81,400,0.149259,G
Q,2,81,400,0.374662,U
Q,2,81,400,0.366599,G
K,2,81,400,0.586615,U
B,2,81,400,0.174742,U
K,2,81,400,0.450506,G
B,2,81,400,0.174651,G
Q,2,81,400,0.442345,U
Q,2,81,400,0.471000,G
K,2,81,400,0.456338,U
B,2,81,400,0.144220,U
K,2,81,400,0.358892,G
B,2,81,400,0.144332,G
Q,2,81,400,0.358601,U
Q,2,81,400,0.381090,G
K,2,91,400,0.473463,U
B,2,91,400,0.149670,U
K,2,91,400,0.378904,G
B,2,91,400,0.143995,G
Q,2,91,400,0.364464,U
Q,2,91,400,0.382013,G
K,2,91,400,0.471585,U
B,2,91,400,0.148741,U
K,2,91,400,0.376310,G
B,2,91,400,0.153700,G
Q,2,91,400,0.371333,U
Q,2,91,400,0.404615,G
K,2,91,400,0.471058,U
B,2,91,400,0.159578,U
K,2,91,400,0.377100,G
B,2,91,400,0.158345,G
Q,2,91,400,0.376568,U
Q,2,91,400,0.388546,G
K,2,101,400,0.486515,U
B,2,101,400,0.155856,U
K,2,101,400,0.391171,G
B,2,101,400,0.164404,G
Q,2,101,400,0.386514,U
Q,2,101,400,0.407959,G
K,2,101,400,0.481120,U
B,2,101,400,0.150437,U
K,2,101,400,0.390091,G
B,2,101,400,0.160077,G
Q,2,101,400,0.382412,U
Q,2,101,400,0.394542,G
K,2,101,400,0.480284,U
B,2,101,400,0.147605,U
K,2,101,400,0.392995,G
B,2,101,400,0.157441,G
Q,2,101,400,0.380844,U
Q,2,101,400,0.399089,G
K,2,111,400,0.478809,U
B,2,111,400,0.151915,U
K,2,111,400,0.411943,G
B,2,111,400,0.160418,G
Q,2,111,400,0.387165,U
Q,2,111,400,0.405413,G
K,2,111,400,0.488674,U
B,2,111,400,0.147739,U
K,2,111,400,0.409546,G
B,2,111,400,0.160204,G
Q,2,111,400,0.388304,U
Q,2,111,400,0.426088,G
K,2,111,400,0.476012,U
B,2,111,400,0.146673,U
K,2,111,400,0.409013,G
B,2,111,400,0.163787,G
Q,2,111,400,0.384898,U
Q,2,111,400,0.402528,G
K,2,121,400,0.483700,U
B,2,121,400,0.144892,U
K,2,121,400,0.429407,G
B,2,121,400,0.153417,G
Q,2,121,400,0.398358,U
Q,2,121,400,0.413047,G
K,2,121,400,0.484743,U
B,2,121,400,0.141298,U
K,2,121,400,0.430776,G
B,2,121,400,0.155992,G
Q,2,121,400,0.396631,U
Q,2,121,400,0.413494,G
K,2,121,400,0.483147,U
B,2,121,400,0.141424,U
K,2,121,400,0.431515,G
B,2,121,400,0.155100,G
Q,2,121,400,0.395642,U
Q,2,121,400,0.416223,G
K,2,1,600,0.045291,U
B,2,1,600,0.048184,U
K,2,1,600,0.033043,G
B,2,1,600,0.054441,G
Q,2,1,600,0.021753,U
Q,2,1,600,0.034429,G
K,2,1,600,0.044529,U
B,2,1,600,0.048826,U
K,2,1,600,0.033046,G
B,2,1,600,0.055512,G
Q,2,1,600,0.021501,U
Q,2,1,600,0.034136,G
K,2,1,600,0.044620,U
B,2,1,600,0.047293,U
K,2,1,600,0.033077,G
B,2,1,600,0.053649,G
Q,2,1,600,0.021407,U
Q,2,1,600,0.034127,G
K,2,11,600,0.415499,U
B,2,11,600,0.043117,U
K,2,11,600,0.286525,G
B,2,11,600,0.055113,G
Q,2,11,600,0.118013,U
Q,2,11,600,0.230037,G
K,2,11,600,0.420780,U
B,2,11,600,0.045697,U
K,2,11,600,0.286041,G
B,2,11,600,0.053486,G
Q,2,11,600,0.118323,U
Q,2,11,600,0.229531,G
K,2,11,600,0.436326,U
B,2,11,600,0.049820,U
K,2,11,600,0.304490,G
B,2,11,600,0.060304,G
Q,2,11,600,0.128688,U
Q,2,11,600,0.251095,G
K,2,21,600,0.594193,U
B,2,21,600,0.061994,U
K,2,21,600,0.438061,G
B,2,21,600,0.056389,G
Q,2,21,600,0.192871,U
Q,2,21,600,0.345986,G
K,2,21,600,0.589567,U
B,2,21,600,0.057208,U
K,2,21,600,0.432309,G
B,2,21,600,0.054633,G
Q,2,21,600,0.183865,U
Q,2,21,600,0.336499,G
K,2,21,600,0.591696,U
B,2,21,600,0.061603,U
K,2,21,600,0.433617,G
B,2,21,600,0.060784,G
Q,2,21,600,0.190170,U
Q,2,21,600,0.335120,G
K,2,31,600,0.699724,U
B,2,31,600,0.061950,U
K,2,31,600,0.506925,G
B,2,31,600,0.055583,G
Q,2,31,600,0.224011,U
Q,2,31,600,0.420463,G
K,2,31,600,0.701114,U
B,2,31,600,0.059912,U
K,2,31,600,0.501870,G
B,2,31,600,0.054402,G
Q,2,31,600,0.219243,U
Q,2,31,600,0.417923,G
K,2,31,600,0.685072,U
B,2,31,600,0.063405,U
K,2,31,600,0.511097,G
B,2,31,600,0.059562,G
Q,2,31,600,0.215216,U
Q,2,31,600,0.406110,G
K,2,41,600,0.792147,U
B,2,41,600,0.054764,U
K,2,41,600,0.599100,G
B,2,41,600,0.062977,G
Q,2,41,600,0.240963,U
Q,2,41,600,0.461762,G
K,2,41,600,0.802818,U
B,2,41,600,0.056428,U
K,2,41,600,0.588230,G
B,2,41,600,0.066683,G
Q,2,41,600,0.248287,U
Q,2,41,600,0.470506,G
K,2,41,600,0.797470,U
B,2,41,600,0.054427,U
K,2,41,600,0.574886,G
B,2,41,600,0.054323,G
Q,2,41,600,0.240568,U
Q,2,41,600,0.475473,G
K,2,51,600,0.850736,U
B,2,51,600,0.044836,U
K,2,51,600,0.645264,G
B,2,51,600,0.057544,G
Q,2,51,600,0.260580,U
Q,2,51,600,0.494237,G
K,2,51,600,0.869963,U
B,2,51,600,0.047682,U
K,2,51,600,0.621451,G
B,2,51,600,0.067455,G
Q,2,51,600,0.264030,U
Q,2,51,600,0.500236,G
K,2,51,600,0.840781,U
B,2,51,600,0.054801,U
K,2,51,600,0.622346,G
B,2,51,600,0.061137,G
Q,2,51,600,0.259933,U
Q,2,51,600,0.493414,G
K,2,61,600,0.886645,U
B,2,61,600,0.133284,U
K,2,61,600,0.643998,G
B,2,61,600,0.128883,G
Q,2,61,600,0.273222,U
Q,2,61,600,0.511957,G
K,2,61,600,0.903642,U
B,2,61,600,0.132776,U
K,2,61,600,0.658941,G
B,2,61,600,0.123860,G
Q,2,61,600,0.270251,U
Q,2,61,600,0.527607,G
K,2,61,600,0.878335,U
B,2,61,600,0.120375,U
K,2,61,600,0.630670,G
B,2,61,600,0.130940,G
Q,2,61,600,0.272102,U
Q,2,61,600,0.507958,G
K,2,71,600,0.919231,U
B,2,71,600,0.110594,U
K,2,71,600,0.674583,G
B,2,71,600,0.122009,G
Q,2,71,600,0.307191,U
Q,2,71,600,0.532364,G
K,2,71,600,0.919872,U
B,2,71,600,0.108570,U
K,2,71,600,0.674970,G
B,2,71,600,0.124814,G
Q,2,71,600,0.309079,U
Q,2,71,600,0.531399,G
K,2,71,600,0.912621,U
B,2,71,600,0.108388,U
K,2,71,600,0.671041,G
B,2,71,600,0.124649,G
Q,2,71,600,0.306012,U
Q,2,71,600,0.535682,G
K,2,81,600,0.948140,U
B,2,81,600,0.115136,U
K,2,81,600,0.691389,G
B,2,81,600,0.124200,G
Q,2,81,600,0.346606,U
Q,2,81,600,0.552930,G
K,2,81,600,0.961552,U
B,2,81,600,0.117435,U
K,2,81,600,0.699348,G
B,2,81,600,0.132015,G
Q,2,81,600,0.343334,U
Q,2,81,600,0.551837,G
K,2,81,600,1.001473,U
B,2,81,600,0.121296,U
K,2,81,600,0.730052,G
B,2,81,600,0.126178,G
Q,2,81,600,0.346504,U
Q,2,81,600,0.561992,G
K,2,91,600,0.981285,U
B,2,91,600,0.119671,U
K,2,91,600,0.724600,G
B,2,91,600,0.122769,G
Q,2,91,600,0.361499,U
Q,2,91,600,0.556769,G
K,2,91,600,0.998510,U
B,2,91,600,0.136916,U
K,2,91,600,0.742024,G
B,2,91,600,0.131686,G
Q,2,91,600,0.366492,U
Q,2,91,600,0.561378,G
K,2,91,600,1.021842,U
B,2,91,600,0.133337,U
K,2,91,600,0.792693,G
B,2,91,600,0.134965,G
Q,2,91,600,0.387816,U
Q,2,91,600,0.562397,G
K,2,101,600,0.987868,U
B,2,101,600,0.120574,U
K,2,101,600,0.752672,G
B,2,101,600,0.116604,G
Q,2,101,600,0.362487,U
Q,2,101,600,0.571950,G
K,2,101,600,0.979554,U
B,2,101,600,0.120259,U
K,2,101,600,0.753896,G
B,2,101,600,0.118341,G
Q,2,101,600,0.363586,U
Q,2,101,600,0.589641,G
K,2,101,600,0.980141,U
B,2,101,600,0.118457,U
K,2,101,600,0.791169,G
B,2,101,600,0.126043,G
Q,2,101,600,0.382043,U
Q,2,101,600,0.582086,G
K,2,111,600,0.972493,U
B,2,111,600,0.117252,U
K,2,111,600,0.787630,G
B,2,111,600,0.136174,G
Q,2,111,600,0.370119,U
Q,2,111,600,0.572975,G
K,2,111,600,0.963977,U
B,2,111,600,0.115035,U
K,2,111,600,0.780732,G
B,2,111,600,0.133586,G
Q,2,111,600,0.367294,U
Q,2,111,600,0.570918,G
K,2,111,600,0.967800,U
B,2,111,600,0.116390,U
K,2,111,600,0.780869,G
B,2,111,600,0.133265,G
Q,2,111,600,0.369005,U
Q,2,111,600,0.572487,G
K,2,121,600,0.964764,U
B,2,121,600,0.087991,U
K,2,121,600,0.810329,G
B,2,121,600,0.129715,G
Q,2,121,600,0.368054,U
Q,2,121,600,0.579860,G
K,2,121,600,0.968274,U
B,2,121,600,0.086212,U
K,2,121,600,0.812974,G
B,2,121,600,0.127263,G
Q,2,121,600,0.368004,U
Q,2,121,600,0.580141,G
K,2,121,600,0.965279,U
B,2,121,600,0.086109,U
K,2,121,600,0.812104,G
B,2,121,600,0.131238,G
Q,2,121,600,0.366185,U
Q,2,121,600,0.578070,G
K,2,1,800,0.013500,U
B,2,1,800,0.059369,U
K,2,1,800,0.026843,G
B,2,1,800,0.048955,G
Q,2,1,800,0.038702,U
Q,2,1,800,0.049126,G
K,2,1,800,0.013257,U
B,2,1,800,0.068031,U
K,2,1,800,0.030037,G
B,2,1,800,0.047015,G
Q,2,1,800,0.038619,U
Q,2,1,800,0.050179,G
K,2,1,800,0.023540,U
B,2,1,800,0.091382,U
K,2,1,800,0.046662,G
B,2,1,800,0.073276,G
Q,2,1,800,0.062676,U
Q,2,1,800,0.067544,G
K,2,11,800,0.080198,U
B,2,11,800,0.060747,U
K,2,11,800,0.263494,G
B,2,11,800,0.055649,G
Q,2,11,800,0.303919,U
Q,2,11,800,0.399920,G
K,2,11,800,0.072180,U
B,2,11,800,0.060079,U
K,2,11,800,0.244606,G
B,2,11,800,0.053353,G
Q,2,11,800,0.258993,U
Q,2,11,800,0.355208,G
K,2,11,800,0.073440,U
B,2,11,800,0.058273,U
K,2,11,800,0.243851,G
B,2,11,800,0.053528,G
Q,2,11,800,0.259415,U
Q,2,11,800,0.352037,G
K,2,21,800,0.104152,U
B,2,21,800,0.064920,U
K,2,21,800,0.353668,G
B,2,21,800,0.051595,G
Q,2,21,800,0.364785,U
Q,2,21,800,0.528833,G
K,2,21,800,0.102397,U
B,2,21,800,0.065156,U
K,2,21,800,0.354133,G
B,2,21,800,0.054200,G
Q,2,21,800,0.365545,U
Q,2,21,800,0.528308,G
K,2,21,800,0.114823,U
B,2,21,800,0.073147,U
K,2,21,800,0.364450,G
B,2,21,800,0.055421,G
Q,2,21,800,0.373064,U
Q,2,21,800,0.561617,G
K,2,31,800,0.114492,U
B,2,31,800,0.059779,U
K,2,31,800,0.385182,G
B,2,31,800,0.057872,G
Q,2,31,800,0.439400,U
Q,2,31,800,0.637091,G
K,2,31,800,0.112396,U
B,2,31,800,0.061925,U
K,2,31,800,0.385485,G
B,2,31,800,0.053427,G
Q,2,31,800,0.434890,U
Q,2,31,800,0.634539,G
K,2,31,800,0.116508,U
B,2,31,800,0.068910,U
K,2,31,800,0.403976,G
B,2,31,800,0.057250,G
Q,2,31,800,0.481462,U
Q,2,31,800,0.684758,G
K,2,41,800,0.135162,U
B,2,41,800,0.076894,U
K,2,41,800,0.472051,G
B,2,41,800,0.064445,G
Q,2,41,800,0.523920,U
Q,2,41,800,0.769205,G
K,2,41,800,0.133321,U
B,2,41,800,0.066462,U
K,2,41,800,0.462448,G
B,2,41,800,0.053896,G
Q,2,41,800,0.514287,U
Q,2,41,800,0.760770,G
K,2,41,800,0.129315,U
B,2,41,800,0.062728,U
K,2,41,800,0.464460,G
B,2,41,800,0.056572,G
Q,2,41,800,0.513845,U
Q,2,41,800,0.757902,G
K,2,51,800,0.138713,U
B,2,51,800,0.067132,U
K,2,51,800,0.539674,G
B,2,51,800,0.054506,G
Q,2,51,800,0.585851,U
Q,2,51,800,0.836875,G
K,2,51,800,0.138686,U
B,2,51,800,0.059528,U
K,2,51,800,0.537878,G
B,2,51,800,0.054201,G
Q,2,51,800,0.565734,U
Q,2,51,800,0.842680,G
K,2,51,800,0.136330,U
B,2,51,800,0.060277,U
K,2,51,800,0.531807,G
B,2,51,800,0.051028,G
Q,2,51,800,0.571256,U
Q,2,51,800,0.840481,G
K,2,61,800,0.157364,U
B,2,61,800,0.154028,U
K,2,61,800,0.584503,G
B,2,61,800,0.134682,G
Q,2,61,800,0.611657,U
Q,2,61,800,0.885911,G
K,2,61,800,0.161252,U
B,2,61,800,0.154279,U
K,2,61,800,0.581007,G
B,2,61,800,0.141774,G
Q,2,61,800,0.610762,U
Q,2,61,800,0.883539,G
K,2,61,800,0.154059,U
B,2,61,800,0.155926,U
K,2,61,800,0.582500,G
B,2,61,800,0.135037,G
Q,2,61,800,0.609240,U
Q,2,61,800,0.882879,G
K,2,71,800,0.195473,U
B,2,71,800,0.157338,U
K,2,71,800,0.648622,G
B,2,71,800,0.145844,G
Q,2,71,800,0.643768,U
Q,2,71,800,0.952432,G
K,2,71,800,0.234064,U
B,2,71,800,0.160748,U
K,2,71,800,0.670807,G
B,2,71,800,0.147214,G
Q,2,71,800,0.647308,U
Q,2,71,800,0.967288,G
K,2,71,800,0.193520,U
B,2,71,800,0.158434,U
K,2,71,800,0.651479,G
B,2,71,800,0.149923,G
Q,2,71,800,0.645816,U
Q,2,71,800,0.948691,G
K,2,81,800,0.219635,U
B,2,81,800,0.156049,U
K,2,81,800,0.691828,G
B,2,81,800,0.139346,G
Q,2,81,800,0.659781,U
Q,2,81,800,1.012610,G
K,2,81,800,0.221400,U
B,2,81,800,0.152142,U
K,2,81,800,0.686933,G
B,2,81,800,0.140368,G
Q,2,81,800,0.658754,U
Q,2,81,800,1.009208,G
K,2,81,800,0.221476,U
B,2,81,800,0.151163,U
K,2,81,800,0.691775,G
B,2,81,800,0.139363,G
Q,2,81,800,0.661445,U
Q,2,81,800,1.011158,G
K,2,91,800,0.208127,U
B,2,91,800,0.150622,U
K,2,91,800,0.691133,G
B,2,91,800,0.138753,G
Q,2,91,800,0.667689,U
Q,2,91,800,1.040293,G
K,2,91,800,0.209982,U
B,2,91,800,0.156469,U
K,2,91,800,0.699520,G
B,2,91,800,0.147449,G
Q,2,91,800,0.664747,U
Q,2,91,800,1.078534,G
K,2,91,800,0.208391,U
B,2,91,800,0.149991,U
K,2,91,800,0.694234,G
B,2,91,800,0.143132,G
Q,2,91,800,0.687883,U
Q,2,91,800,1.079957,G
K,2,101,800,0.225869,U
B,2,101,800,0.162982,U
K,2,101,800,0.713232,G
B,2,101,800,0.142728,G
Q,2,101,800,0.754946,U
Q,2,101,800,1.093930,G
K,2,101,800,0.209125,U
B,2,101,800,0.162979,U
K,2,101,800,0.724259,G
B,2,101,800,0.132593,G
Q,2,101,800,0.679823,U
Q,2,101,800,1.065253,G
K,2,101,800,0.214907,U
B,2,101,800,0.166608,U
K,2,101,800,0.719385,G
B,2,101,800,0.137032,G
Q,2,101,800,0.716619,U
Q,2,101,800,1.094106,G
K,2,111,800,0.207434,U
B,2,111,800,0.160522,U
K,2,111,800,0.731560,G
B,2,111,800,0.131260,G
Q,2,111,800,0.694297,U
Q,2,111,800,1.090559,G
K,2,111,800,0.208630,U
B,2,111,800,0.162548,U
