DataStructure,Dimensions,KNeighbors,NumPoints,Time(millis),Distribution
K,2,31,3000,0.689450,U
B,2,31,3000,0.134068,U
K,2,31,3000,0.860716,G
B,2,31,3000,0.134915,G
Q,2,31,3000,1.458365,U
Q,2,31,3000,0.958004,G
K,2,31,3000,0.687668,U
B,2,31,3000,0.129876,U
K,2,31,3000,0.858012,G
B,2,31,3000,0.130344,G
Q,2,31,3000,1.458081,U
Q,2,31,3000,0.959903,G
K,2,31,3000,0.687065,U
B,2,31,3000,0.134249,U
K,2,31,3000,0.860260,G
B,2,31,3000,0.127350,G
Q,2,31,3000,1.456647,U
Q,2,31,3000,0.957601,G
K,2,41,3000,0.836153,U
B,2,41,3000,0.131133,U
K,2,41,3000,1.018641,G
B,2,41,3000,0.128998,G
Q,2,41,3000,1.814539,U
Q,2,41,3000,1.146402,G
K,2,41,3000,0.868347,U
B,2,41,3000,0.139775,U
K,2,41,3000,1.030191,G
B,2,41,3000,0.131787,G
Q,2,41,3000,1.818768,U
Q,2,41,3000,1.179247,G
K,2,41,3000,0.848656,U
B,2,41,3000,0.162910,U
K,2,41,3000,1.066051,G
B,2,41,3000,0.141522,G
Q,2,41,3000,1.847222,U
Q,2,41,3000,1.227902,G
K,2,51,3000,0.981135,U
B,2,51,3000,0.132761,U
K,2,51,3000,1.146747,G
B,2,51,3000,0.130479,G
Q,2,51,3000,2.049937,U
Q,2,51,3000,1.321011,G
K,2,51,3000,0.963571,U
B,2,51,3000,0.138268,U
K,2,51,3000,1.148239,G
B,2,51,3000,0.128973,G
Q,2,51,3000,2.017721,U
Q,2,51,3000,1.292603,G
K,2,51,3000,0.965689,U
B,2,51,3000,0.131209,U
K,2,51,3000,1.165915,G
B,2,51,3000,0.133431,G
Q,2,51,3000,2.002307,U
Q,2,51,3000,1.291718,G
K,2,61,3000,1.052397,U
B,2,61,3000,0.134599,U
K,2,61,3000,1.231207,G
B,2,61,3000,0.131513,G
Q,2,61,3000,2.184676,U
Q,2,61,3000,1.389234,G
K,2,61,3000,1.045970,U
B,2,61,3000,0.137041,U
K,2,61,3000,1.231770,G
B,2,61,3000,0.137376,G
Q,2,61,3000,2.186909,U
Q,2,61,3000,1.385068,G
K,2,61,3000,1.049757,U
B,2,61,3000,0.135104,U
K,2,61,3000,1.232072,G
B,2,61,3000,0.140759,G
Q,2,61,3000,2.178688,U
Q,2,61,3000,1.389104,G
K,2,71,3000,1.127341,U
B,2,71,3000,0.123032,U
K,2,71,3000,1.355650,G
B,2,71,3000,0.134164,G
Q,2,71,3000,2.398770,U
Q,2,71,3000,1.525776,G
K,2,71,3000,1.127696,U
B,2,71,3000,0.122668,U
K,2,71,3000,1.343593,G
B,2,71,3000,0.139218,G
Q,2,71,3000,2.384483,U
Q,2,71,3000,1.518487,G
K,2,71,3000,1.148748,U
B,2,71,3000,0.133332,U
K,2,71,3000,1.370818,G
B,2,71,3000,0.141668,G
Q,2,71,3000,2.475736,U
Q,2,71,3000,1.584391,G
K,2,81,3000,1.190439,U
B,2,81,3000,0.120594,U
K,2,81,3000,1.425744,G
B,2,81,3000,0.135700,G
Q,2,81,3000,2.562968,U
Q,2,81,3000,1.612019,G
K,2,81,3000,1.190281,U
B,2,81,3000,0.117653,U
K,2,81,3000,1.427697,G
B,2,81,3000,0.133192,G
Q,2,81,3000,2.562108,U
Q,2,81,3000,1.612175,G
K,2,81,3000,1.187463,U
B,2,81,3000,0.121385,U
K,2,81,3000,1.423001,G
B,2,81,3000,0.133345,G
Q,2,81,3000,2.558180,U
Q,2,81,3000,1.608212,G
K,2,91,3000,1.238248,U
B,2,91,3000,0.296054,U
K,2,91,3000,1.501223,G
B,2,91,3000,0.110633,G
Q,2,91,3000,2.708020,U
Q,2,91,3000,1.689668,G
K,2,91,3000,1.231665,U
B,2,91,3000,0.292676,U
K,2,91,3000,1.509940,G
B,2,91,3000,0.112894,G
Q,2,91,3000,2.712726,U
Q,2,91,3000,1.689735,G
K,2,91,3000,1.264232,U
B,2,91,3000,0.315751,U
K,2,91,3000,1.578992,G
B,2,91,3000,0.118155,G
Q,2,91,3000,2.741509,U
Q,2,91,3000,1.702738,G
K,2,101,3000,1.287753,U
B,2,101,3000,0.295791,U
K,2,101,3000,1.589911,G
B,2,101,3000,0.107014,G
Q,2,101,3000,2.890198,U
Q,2,101,3000,1.777584,G
K,2,101,3000,1.287969,U
B,2,101,3000,0.303612,U
K,2,101,3000,1.586398,G
B,2,101,3000,0.105620,G
Q,2,101,3000,2.868182,U
Q,2,101,3000,1.766163,G
K,2,101,3000,1.285194,U
B,2,101,3000,0.297916,U
K,2,101,3000,1.584523,G
B,2,101,3000,0.098788,G
Q,2,101,3000,2.860751,U
Q,2,101,3000,1.763672,G
K,2,111,3000,1.321070,U
B,2,111,3000,0.281640,U
K,2,111,3000,1.640664,G
B,2,111,3000,0.331128,G
Q,2,111,3000,2.975441,U
Q,2,111,3000,1.827930,G
K,2,111,3000,1.318909,U
B,2,111,3000,0.285000,U
K,2,111,3000,1.638350,G
B,2,111,3000,0.329184,G
Q,2,111,3000,2.974913,U
Q,2,111,3000,1.829470,G
K,2,111,3000,1.317597,U
B,2,111,3000,0.280099,U
K,2,111,3000,1.640586,G
B,2,111,3000,0.330188,G
Q,2,111,3000,2.978303,U
Q,2,111,3000,1.836954,G
K,2,121,3000,1.416154,U
B,2,121,3000,0.289856,U
K,2,121,3000,1.746142,G
B,2,121,3000,0.330418,G
Q,2,121,3000,3.182550,U
Q,2,121,3000,1.948190,G
K,2,121,3000,1.368956,U
B,2,121,3000,0.296054,U
K,2,121,3000,1.733627,G
B,2,121,3000,0.346787,G
Q,2,121,3000,3.155630,U
Q,2,121,3000,1.923329,G
K,2,121,3000,1.369694,U
B,2,121,3000,0.284419,U
K,2,121,3000,1.726231,G
B,2,121,3000,0.326688,G
Q,2,121,3000,3.158736,U
Q,2,121,3000,1.910529,G
K,2,1,3200,0.059253,U
B,2,1,3200,0.127608,U
K,2,1,3200,0.069667,G
B,2,1,3200,0.126571,G
Q,2,1,3200,0.105425,U
Q,2,1,3200,0.064270,G
K,2,1,3200,0.058557,U
B,2,1,3200,0.130352,U
K,2,1,3200,0.069065,G
B,2,1,3200,0.124844,G
Q,2,1,3200,0.104084,U
Q,2,1,3200,0.064188,G
K,2,1,3200,0.058504,U
B,2,1,3200,0.125268,U
K,2,1,3200,0.069143,G
B,2,1,3200,0.125061,G
Q,2,1,3200,0.104001,U
Q,2,1,3200,0.064148,G
K,2,11,3200,0.371553,U
B,2,11,3200,0.132000,U
K,2,11,3200,0.889925,G
B,2,11,3200,0.134696,G
Q,2,11,3200,0.703370,U
Q,2,11,3200,0.404694,G
K,2,11,3200,0.374150,U
B,2,11,3200,0.128551,U
K,2,11,3200,0.885855,G
B,2,11,3200,0.133954,G
Q,2,11,3200,0.708213,U
Q,2,11,3200,0.403686,G
K,2,11,3200,0.371391,U
B,2,11,3200,0.124165,U
K,2,11,3200,0.888434,G
B,2,11,3200,0.133738,G
Q,2,11,3200,0.704854,U
Q,2,11,3200,0.401721,G
K,2,21,3200,0.536508,U
B,2,21,3200,0.141665,U
K,2,21,3200,1.429202,G
B,2,21,3200,0.152389,G
Q,2,21,3200,1.127883,U
Q,2,21,3200,0.690444,G
K,2,21,3200,0.539613,U
B,2,21,3200,0.128597,U
K,2,21,3200,1.364354,G
B,2,21,3200,0.129828,G
Q,2,21,3200,1.097178,U
Q,2,21,3200,0.643154,G
K,2,21,3200,0.541415,U
B,2,21,3200,0.128816,U
K,2,21,3200,1.362346,G
B,2,21,3200,0.135259,G
Q,2,21,3200,1.096426,U
Q,2,21,3200,0.643078,G
K,2,31,3200,0.620251,U
B,2,31,3200,0.130772,U
K,2,31,3200,1.672362,G
B,2,31,3200,0.122234,G
Q,2,31,3200,1.356473,U
Q,2,31,3200,0.778973,G
K,2,31,3200,0.620605,U
B,2,31,3200,0.126594,U
K,2,31,3200,1.671202,G
B,2,31,3200,0.123579,G
Q,2,31,3200,1.356681,U
Q,2,31,3200,0.781039,G
K,2,31,3200,0.626604,U
B,2,31,3200,0.132647,U
K,2,31,3200,1.685050,G
B,2,31,3200,0.127615,G
Q,2,31,3200,1.372233,U
Q,2,31,3200,0.781050,G
K,2,41,3200,0.735106,U
B,2,41,3200,0.124311,U
K,2,41,3200,2.055659,G
B,2,41,3200,0.126830,G
Q,2,41,3200,1.634956,U
Q,2,41,3200,0.966783,G
K,2,41,3200,0.732875,U
B,2,41,3200,0.123229,U
K,2,41,3200,2.053542,G
B,2,41,3200,0.125362,G
Q,2,41,3200,1.634973,U
Q,2,41,3200,0.968379,G
K,2,41,3200,0.737100,U
B,2,41,3200,0.125940,U
K,2,41,3200,2.053380,G
B,2,41,3200,0.127247,G
Q,2,41,3200,1.633959,U
Q,2,41,3200,0.966870,G
K,2,51,3200,0.824013,U
B,2,51,3200,0.119595,U
K,2,51,3200,2.270588,G
B,2,51,3200,0.124439,G
Q,2,51,3200,1.863020,U
Q,2,51,3200,1.106214,G
K,2,51,3200,0.827830,U
B,2,51,3200,0.122982,U
K,2,51,3200,2.268194,G
B,2,51,3200,0.135892,G
Q,2,51,3200,1.874542,U
Q,2,51,3200,1.109121,G
K,2,51,3200,0.844007,U
B,2,51,3200,0.132608,U
K,2,51,3200,2.302932,G
B,2,51,3200,0.128479,G
Q,2,51,3200,1.912169,U
Q,2,51,3200,1.137072,G
K,2,61,3200,0.883306,U
B,2,61,3200,0.125826,U
K,2,61,3200,2.506270,G
B,2,61,3200,0.118373,G
Q,2,61,3200,2.054512,U
Q,2,61,3200,1.232141,G
K,2,61,3200,0.880473,U
B,2,61,3200,0.127655,U
K,2,61,3200,2.501719,G
B,2,61,3200,0.123805,G
Q,2,61,3200,2.052151,U
Q,2,61,3200,1.231896,G
K,2,61,3200,0.889275,U
B,2,61,3200,0.133254,U
K,2,61,3200,2.531488,G
B,2,61,3200,0.124095,G
Q,2,61,3200,2.056639,U
Q,2,61,3200,1.227334,G
K,2,71,3200,0.955351,U
B,2,71,3200,0.124988,U
K,2,71,3200,2.733149,G
B,2,71,3200,0.122308,G
Q,2,71,3200,2.226512,U
Q,2,71,3200,1.354795,G
K,2,71,3200,0.958983,U
B,2,71,3200,0.126578,U
K,2,71,3200,2.731809,G
B,2,71,3200,0.122966,G
Q,2,71,3200,2.230848,U
Q,2,71,3200,1.360457,G
K,2,71,3200,1.067351,U
B,2,71,3200,0.142693,U
K,2,71,3200,3.187491,G
B,2,71,3200,0.138218,G
Q,2,71,3200,2.406077,U
Q,2,71,3200,1.532551,G
K,2,81,3200,1.023403,U
B,2,81,3200,0.289877,U
K,2,81,3200,2.889805,G
B,2,81,3200,0.303561,G
Q,2,81,3200,2.412615,U
Q,2,81,3200,1.462525,G
K,2,81,3200,1.030587,U
B,2,81,3200,0.290851,U
K,2,81,3200,2.976132,G
B,2,81,3200,0.305285,G
Q,2,81,3200,2.396977,U
Q,2,81,3200,1.460298,G
K,2,81,3200,1.014048,U
B,2,81,3200,0.277662,U
K,2,81,3200,2.892559,G
B,2,81,3200,0.301898,G
Q,2,81,3200,2.389605,U
Q,2,81,3200,1.463968,G
K,2,91,3200,1.041606,U
B,2,91,3200,0.289475,U
K,2,91,3200,3.025794,G
B,2,91,3200,0.302399,G
Q,2,91,3200,2.560782,U
Q,2,91,3200,1.540886,G
K,2,91,3200,1.044305,U
B,2,91,3200,0.287268,U
K,2,91,3200,3.080767,G
B,2,91,3200,0.302423,G
Q,2,91,3200,2.533357,U
Q,2,91,3200,1.531643,G
K,2,91,3200,1.044769,U
B,2,91,3200,0.286776,U
K,2,91,3200,3.024486,G
B,2,91,3200,0.302179,G
Q,2,91,3200,2.549591,U
Q,2,91,3200,1.526483,G
K,2,101,3200,1.086072,U
B,2,101,3200,0.289383,U
K,2,101,3200,3.282685,G
B,2,101,3200,0.296388,G
Q,2,101,3200,2.706058,U
Q,2,101,3200,1.620262,G
K,2,101,3200,1.071252,U
B,2,101,3200,0.280735,U
K,2,101,3200,3.233815,G
B,2,101,3200,0.298809,G
Q,2,101,3200,2.681835,U
Q,2,101,3200,1.597490,G
K,2,101,3200,1.069738,U
B,2,101,3200,0.278687,U
K,2,101,3200,3.231946,G
B,2,101,3200,0.297658,G
Q,2,101,3200,2.681468,U
Q,2,101,3200,1.598745,G
K,2,111,3200,1.102071,U
B,2,111,3200,0.290041,U
K,2,111,3200,3.368590,G
B,2,111,3200,0.272291,G
Q,2,111,3200,2.784369,U
Q,2,111,3200,1.651352,G
K,2,111,3200,1.100857,U
B,2,111,3200,0.303088,U
K,2,111,3200,3.417858,G
B,2,111,3200,0.288536,G
Q,2,111,3200,2.806909,U
Q,2,111,3200,1.657645,G
K,2,111,3200,1.106851,U
B,2,111,3200,0.292917,U
K,2,111,3200,3.367630,G
B,2,111,3200,0.275275,G
Q,2,111,3200,2.786891,U
Q,2,111,3200,1.658754,G
K,2,121,3200,1.110798,U
B,2,121,3200,0.295246,U
K,2,121,3200,3.523292,G
B,2,121,3200,0.274210,G
Q,2,121,3200,2.913157,U
Q,2,121,3200,1.680087,G
K,2,121,3200,1.114647,U
B,2,121,3200,0.299684,U
K,2,121,3200,3.540615,G
B,2,121,3200,0.276657,G
Q,2,121,3200,2.957678,U
Q,2,121,3200,1.680776,G
K,2,121,3200,1.114113,U
B,2,121,3200,0.291281,U
K,2,121,3200,3.513885,G
B,2,121,3200,0.274487,G
Q,2,121,3200,2.902824,U
Q,2,121,3200,1.677733,G
K,2,1,3400,0.046795,U
B,2,1,3400,0.453611,U
K,2,1,3400,0.039993,G
B,2,1,3400,0.119702,G
Q,2,1,3400,0.092057,U
Q,2,1,3400,0.129370,G
K,2,1,3400,0.043296,U
B,2,1,3400,0.122689,U
K,2,1,3400,0.039394,G
B,2,1,3400,0.108388,G
Q,2,1,3400,0.088922,U
Q,2,1,3400,0.122977,G
K,2,1,3400,0.043148,U
B,2,1,3400,0.123834,U
K,2,1,3400,0.039433,G
B,2,1,3400,0.109018,G
Q,2,1,3400,0.088711,U
Q,2,1,3400,0.126203,G
K,2,11,3400,0.749097,U
B,2,11,3400,0.124549,U
K,2,11,3400,0.501478,G
B,2,11,3400,0.122360,G
Q,2,11,3400,0.591876,U
Q,2,11,3400,0.795097,G
K,2,11,3400,0.801481,U
B,2,11,3400,0.126751,U
K,2,11,3400,0.513913,G
B,2,11,3400,0.122783,G
Q,2,11,3400,0.594110,U
Q,2,11,3400,0.824606,G
K,2,11,3400,0.766427,U
B,2,11,3400,0.130918,U
K,2,11,3400,0.502561,G
B,2,11,3400,0.127000,G
Q,2,11,3400,0.611293,U
Q,2,11,3400,0.820067,G
K,2,21,3400,1.194174,U
B,2,21,3400,0.124894,U
K,2,21,3400,0.756084,G
B,2,21,3400,0.119323,G
Q,2,21,3400,0.960838,U
Q,2,21,3400,1.257774,G
K,2,21,3400,1.190390,U
B,2,21,3400,0.129704,U
K,2,21,3400,0.755367,G
B,2,21,3400,0.116532,G
Q,2,21,3400,0.958545,U
Q,2,21,3400,1.257737,G
K,2,21,3400,1.189975,U
B,2,21,3400,0.126357,U
K,2,21,3400,0.756560,G
B,2,21,3400,0.117813,G
Q,2,21,3400,0.962076,U
Q,2,21,3400,1.259782,G
K,2,31,3400,1.484026,U
B,2,31,3400,0.125863,U
K,2,31,3400,0.884462,G
B,2,31,3400,0.127560,G
Q,2,31,3400,1.184527,U
Q,2,31,3400,1.588079,G
K,2,31,3400,1.478689,U
B,2,31,3400,0.121088,U
K,2,31,3400,0.884130,G
B,2,31,3400,0.124276,G
Q,2,31,3400,1.186952,U
Q,2,31,3400,1.588395,G
K,2,31,3400,1.481106,U
B,2,31,3400,0.126626,U
K,2,31,3400,0.884755,G
B,2,31,3400,0.126748,G
Q,2,31,3400,1.246055,U
Q,2,31,3400,1.591278,G
K,2,41,3400,1.962684,U
B,2,41,3400,0.129977,U
K,2,41,3400,1.170639,G
B,2,41,3400,0.134296,G
Q,2,41,3400,1.505804,U
Q,2,41,3400,2.115995,G
K,2,41,3400,1.832603,U
B,2,41,3400,0.138357,U
K,2,41,3400,1.089123,G
B,2,41,3400,0.141505,G
Q,2,41,3400,1.463396,U
Q,2,41,3400,2.016009,G
K,2,41,3400,1.806064,U
B,2,41,3400,0.126397,U
K,2,41,3400,1.074644,G
B,2,41,3400,0.137342,G
Q,2,41,3400,1.421014,U
Q,2,41,3400,1.957194,G
K,2,51,3400,1.987909,U
B,2,51,3400,0.127647,U
K,2,51,3400,1.181266,G
B,2,51,3400,0.135162,G
Q,2,51,3400,1.600270,U
Q,2,51,3400,2.213294,G
K,2,51,3400,1.992594,U
B,2,51,3400,0.128668,U
K,2,51,3400,1.179116,G
B,2,51,3400,0.136729,G
Q,2,51,3400,1.596074,U
Q,2,51,3400,2.216706,G
K,2,51,3400,1.988247,U
B,2,51,3400,0.129376,U
K,2,51,3400,1.178752,G
B,2,51,3400,0.133347,G
Q,2,51,3400,1.599849,U
Q,2,51,3400,2.212397,G
K,2,61,3400,2.177932,U
B,2,61,3400,0.124425,U
K,2,61,3400,1.289532,G
B,2,61,3400,0.134105,G
Q,2,61,3400,1.743330,U
Q,2,61,3400,2.426392,G
K,2,61,3400,2.190878,U
B,2,61,3400,0.127579,U
K,2,61,3400,1.300553,G
B,2,61,3400,0.140256,G
Q,2,61,3400,1.752021,U
Q,2,61,3400,2.507764,G
K,2,61,3400,2.172837,U
B,2,61,3400,0.122726,U
K,2,61,3400,1.285892,G
B,2,61,3400,0.135583,G
Q,2,61,3400,1.742112,U
Q,2,61,3400,2.429795,G
K,2,71,3400,2.439814,U
B,2,71,3400,0.133405,U
K,2,71,3400,1.369400,G
B,2,71,3400,0.121974,G
Q,2,71,3400,1.980573,U
Q,2,71,3400,2.745674,G
K,2,71,3400,2.359759,U
B,2,71,3400,0.123683,U
K,2,71,3400,1.363576,G
B,2,71,3400,0.121650,G
Q,2,71,3400,1.954575,U
Q,2,71,3400,2.698520,G
K,2,71,3400,2.366147,U
B,2,71,3400,0.124160,U
K,2,71,3400,1.369666,G
B,2,71,3400,0.126709,G
Q,2,71,3400,1.956296,U
Q,2,71,3400,2.697940,G
K,2,81,3400,2.549063,U
B,2,81,3400,0.289031,U
K,2,81,3400,1.461891,G
B,2,81,3400,0.120218,G
Q,2,81,3400,2.096834,U
Q,2,81,3400,2.924472,G
K,2,81,3400,2.656232,U
B,2,81,3400,0.295873,U
K,2,81,3400,1.486148,G
B,2,81,3400,0.123997,G
Q,2,81,3400,2.102130,U
Q,2,81,3400,2.934762,G
K,2,81,3400,2.557834,U
B,2,81,3400,0.291156,U
K,2,81,3400,1.469619,G
B,2,81,3400,0.122636,G
Q,2,81,3400,2.105339,U
Q,2,81,3400,2.932761,G
K,2,91,3400,2.665517,U
B,2,91,3400,0.303461,U
K,2,91,3400,1.489927,G
B,2,91,3400,0.133435,G
Q,2,91,3400,2.228356,U
Q,2,91,3400,3.084259,G
K,2,91,3400,2.644248,U
B,2,91,3400,0.289762,U
K,2,91,3400,1.488426,G
B,2,91,3400,0.124387,G
Q,2,91,3400,2.238066,U
Q,2,91,3400,3.083643,G
K,2,91,3400,2.644951,U
B,2,91,3400,0.287784,U
K,2,91,3400,1.487056,G
B,2,91,3400,0.123506,G
Q,2,91,3400,2.206206,U
Q,2,91,3400,3.077619,G
K,2,101,3400,2.783896,U
B,2,101,3400,0.287012,U
K,2,101,3400,1.553085,G
B,2,101,3400,0.298078,G
Q,2,101,3400,2.342587,U
Q,2,101,3400,3.259915,G
K,2,101,3400,2.868780,U
B,2,101,3400,0.289612,U
K,2,101,3400,1.554026,G
B,2,101,3400,0.294904,G
Q,2,101,3400,2.330643,U
Q,2,101,3400,3.324223,G
K,2,101,3400,2.782896,U
B,2,101,3400,0.294312,U
K,2,101,3400,1.557188,G
B,2,101,3400,0.293446,G
Q,2,101,3400,2.347427,U
Q,2,101,3400,3.295368,G
K,2,111,3400,2.854778,U
B,2,111,3400,0.292345,U
K,2,111,3400,1.588590,G
B,2,111,3400,0.298113,G
Q,2,111,3400,2.416797,U
Q,2,111,3400,3.378713,G
K,2,111,3400,2.854895,U
B,2,111,3400,0.295442,U
K,2,111,3400,1.589587,G
B,2,111,3400,0.296723,G
Q,2,111,3400,2.420544,U
Q,2,111,3400,3.374744,G
K,2,111,3400,2.921078,U
B,2,111,3400,0.302856,U
K,2,111,3400,1.625919,G
B,2,111,3400,0.303256,G
Q,2,111,3400,2.424057,U
Q,2,111,3400,3.391003,G
K,2,121,3400,3.016275,U
B,2,121,3400,0.319520,U
K,2,121,3400,1.663101,G
B,2,121,3400,0.298536,G
Q,2,121,3400,2.517631,U
Q,2,121,3400,3.532108,G
K,2,121,3400,3.036033,U
B,2,121,3400,0.316047,U
K,2,121,3400,1.658807,G
B,2,121,3400,0.303726,G
Q,2,121,3400,2.523179,U
Q,2,121,3400,3.531456,G
K,2,121,3400,3.016663,U
B,2,121,3400,0.321139,U
K,2,121,3400,1.657326,G
B,2,121,3400,0.298358,G
Q,2,121,3400,2.513918,U
Q,2,121,3400,3.524311,G
K,2,1,3600,0.080168,U
B,2,1,3600,0.120428,U
K,2,1,3600,0.032550,G
B,2,1,3600,0.116726,G
Q,2,1,3600,0.049962,U
Q,2,1,3600,0.132670,G
K,2,1,3600,0.079167,U
B,2,1,3600,0.117463,U
K,2,1,3600,0.032228,G
B,2,1,3600,0.115789,G
Q,2,1,3600,0.051839,U
Q,2,1,3600,0.131641,G
K,2,1,3600,0.078937,U
B,2,1,3600,0.118073,U
K,2,1,3600,0.035453,G
B,2,1,3600,0.114493,G
Q,2,1,3600,0.048954,U
Q,2,1,3600,0.137485,G
K,2,11,3600,0.658120,U
B,2,11,3600,0.114812,U
K,2,11,3600,0.423996,G
B,2,11,3600,0.112276,G
Q,2,11,3600,0.329889,U
Q,2,11,3600,0.831387,G
K,2,11,3600,0.658189,U
B,2,11,3600,0.119830,U
K,2,11,3600,0.423890,G
B,2,11,3600,0.116908,G
Q,2,11,3600,0.334777,U
Q,2,11,3600,0.831938,G
K,2,11,3600,0.654537,U
B,2,11,3600,0.128736,U
K,2,11,3600,0.423817,G
B,2,11,3600,0.128715,G
Q,2,11,3600,0.345028,U
Q,2,11,3600,0.837166,G
K,2,21,3600,1.111810,U
B,2,21,3600,0.145234,U
K,2,21,3600,0.647703,G
B,2,21,3600,0.131864,G
Q,2,21,3600,0.527024,U
Q,2,21,3600,1.367979,G
K,2,21,3600,1.041657,U
B,2,21,3600,0.132227,U
K,2,21,3600,0.631516,G
B,2,21,3600,0.131119,G
Q,2,21,3600,0.491499,U
Q,2,21,3600,1.338719,G
K,2,21,3600,1.036863,U
B,2,21,3600,0.131309,U
K,2,21,3600,0.630998,G
B,2,21,3600,0.125719,G
Q,2,21,3600,0.492008,U
Q,2,21,3600,1.335595,G
K,2,31,3600,1.302097,U
B,2,31,3600,0.125846,U
K,2,31,3600,0.749364,G
B,2,31,3600,0.129518,G
Q,2,31,3600,0.587672,U
Q,2,31,3600,1.673924,G
K,2,31,3600,1.301258,U
B,2,31,3600,0.127630,U
K,2,31,3600,0.753964,G
B,2,31,3600,0.122389,G
Q,2,31,3600,0.590050,U
Q,2,31,3600,1.674013,G
K,2,31,3600,1.312548,U
B,2,31,3600,0.130417,U
K,2,31,3600,0.769497,G
B,2,31,3600,0.128071,G
Q,2,31,3600,0.592801,U
Q,2,31,3600,1.677383,G
K,2,41,3600,1.554099,U
B,2,41,3600,0.143580,U
K,2,41,3600,0.881338,G
B,2,41,3600,0.121955,G
Q,2,41,3600,0.661104,U
Q,2,41,3600,2.034002,G
K,2,41,3600,1.550171,U
B,2,41,3600,0.133364,U
K,2,41,3600,0.882234,G
B,2,41,3600,0.123189,G
Q,2,41,3600,0.660576,U
Q,2,41,3600,2.030568,G
K,2,41,3600,1.626038,U
B,2,41,3600,0.139571,U
K,2,41,3600,0.885195,G
B,2,41,3600,0.124972,G
Q,2,41,3600,0.668582,U
Q,2,41,3600,2.042303,G
K,2,51,3600,1.725322,U
B,2,51,3600,0.138079,U
K,2,51,3600,1.024258,G
B,2,51,3600,0.137753,G
Q,2,51,3600,0.761698,U
Q,2,51,3600,2.311130,G
K,2,51,3600,1.726512,U
B,2,51,3600,0.139549,U
K,2,51,3600,1.017975,G
B,2,51,3600,0.127373,G
Q,2,51,3600,0.737977,U
Q,2,51,3600,2.290479,G
K,2,51,3600,1.717913,U
B,2,51,3600,0.129648,U
K,2,51,3600,1.018881,G
B,2,51,3600,0.129962,G
Q,2,51,3600,0.737951,U
Q,2,51,3600,2.290731,G
K,2,61,3600,1.877828,U
B,2,61,3600,0.138667,U
K,2,61,3600,1.138889,G
B,2,61,3600,0.127034,G
Q,2,61,3600,0.811072,U
Q,2,61,3600,2.512081,G
K,2,61,3600,1.880149,U
B,2,61,3600,0.139224,U
K,2,61,3600,1.143207,G
B,2,61,3600,0.130178,G
Q,2,61,3600,0.813288,U
Q,2,61,3600,2.523902,G
K,2,61,3600,1.918436,U
B,2,61,3600,0.144179,U
K,2,61,3600,1.178392,G
B,2,61,3600,0.129303,G
Q,2,61,3600,0.817806,U
Q,2,61,3600,2.526225,G
K,2,71,3600,2.056698,U
B,2,71,3600,0.129170,U
K,2,71,3600,1.286799,G
B,2,71,3600,0.257545,G
Q,2,71,3600,0.893793,U
Q,2,71,3600,2.748524,G
K,2,71,3600,2.056599,U
B,2,71,3600,0.132739,U
K,2,71,3600,1.284164,G
B,2,71,3600,0.257160,G
Q,2,71,3600,0.893843,U
Q,2,71,3600,2.740184,G
K,2,71,3600,2.056947,U
B,2,71,3600,0.141891,U
K,2,71,3600,1.305858,G
B,2,71,3600,0.266899,G
Q,2,71,3600,0.896788,U
Q,2,71,3600,2.740729,G
K,2,81,3600,2.259760,U
B,2,81,3600,0.289991,U
K,2,81,3600,1.409812,G
B,2,81,3600,0.265926,G
Q,2,81,3600,0.922920,U
Q,2,81,3600,2.971734,G
K,2,81,3600,2.246434,U
B,2,81,3600,0.289102,U
K,2,81,3600,1.409701,G
B,2,81,3600,0.262508,G
Q,2,81,3600,0.919052,U
Q,2,81,3600,2.958914,G
K,2,81,3600,2.241276,U
B,2,81,3600,0.285581,U
K,2,81,3600,1.407806,G
B,2,81,3600,0.263535,G
Q,2,81,3600,0.921734,U
Q,2,81,3600,2.956456,G
K,2,91,3600,2.341012,U
B,2,91,3600,0.298132,U
K,2,91,3600,1.498977,G
B,2,91,3600,0.264801,G
Q,2,91,3600,0.996210,U
Q,2,91,3600,3.200786,G
K,2,91,3600,2.484810,U
B,2,91,3600,0.318587,U
K,2,91,3600,1.589054,G
B,2,91,3600,0.290473,G
Q,2,91,3600,1.129826,U
Q,2,91,3600,3.352432,G
K,2,91,3600,2.362065,U
B,2,91,3600,0.302875,U
K,2,91,3600,1.503683,G
B,2,91,3600,0.266046,G
Q,2,91,3600,0.999257,U
Q,2,91,3600,3.149482,G
K,2,101,3600,2.475674,U
B,2,101,3600,0.298885,U
K,2,101,3600,1.560963,G
B,2,101,3600,0.260335,G
Q,2,101,3600,1.032364,U
Q,2,101,3600,3.329373,G
K,2,101,3600,2.474766,U
B,2,101,3600,0.302320,U
K,2,101,3600,1.558402,G
B,2,101,3600,0.262228,G
Q,2,101,3600,1.030757,U
Q,2,101,3600,3.335370,G
K,2,101,3600,2.476783,U
B,2,101,3600,0.301943,U
K,2,101,3600,1.560239,G
B,2,101,3600,0.260866,G
Q,2,101,3600,1.030510,U
Q,2,101,3600,3.329201,G
K,2,111,3600,2.552405,U
B,2,111,3600,0.306614,U
K,2,111,3600,1.599740,G
B,2,111,3600,0.260279,G
Q,2,111,3600,1.070918,U
Q,2,111,3600,3.471828,G
K,2,111,3600,2.564451,U
B,2,111,3600,0.306127,U
K,2,111,3600,1.602971,G
