DataStructure,Dimensions,KNeighbors,NumPoints,Time(millis),Distribution
K,3,1,400,0.029920,U
B,3,1,400,0.076440,U
K,3,1,400,0.011341,G
B,3,1,400,0.091887,G
K,3,1,400,0.029890,U
B,3,1,400,0.076982,U
K,3,1,400,0.011894,G
B,3,1,400,0.088873,G
K,3,11,400,0.135120,U
B,3,11,400,0.082288,U
K,3,11,400,0.051115,G
B,3,11,400,0.092198,G
K,3,11,400,0.135826,U
B,3,11,400,0.083560,U
K,3,11,400,0.050647,G
B,3,11,400,0.087481,G
K,3,11,400,0.134411,U
B,3,11,400,0.083066,U
K,3,11,400,0.051150,G
B,3,11,400,0.088273,G
K,3,21,400,0.185893,U
B,3,21,400,0.089885,U
K,3,21,400,0.076359,G
B,3,21,400,0.087925,G
K,3,21,400,0.185759,U
B,3,21,400,0.087517,U
K,3,21,400,0.075516,G
B,3,21,400,0.086151,G
K,3,21,400,0.185654,U
B,3,21,400,0.088641,U
K,3,21,400,0.074508,G
B,3,21,400,0.090134,G
K,3,31,400,0.237610,U
B,3,31,400,0.089444,U
K,3,31,400,0.072187,G
B,3,31,400,0.085079,G
K,3,31,400,0.236015,U
B,3,31,400,0.090213,U
K,3,31,400,0.071088,G
B,3,31,400,0.088391,G
K,3,31,400,0.236538,U
B,3,31,400,0.089388,U
K,3,31,400,0.071164,G
B,3,31,400,0.088229,G
K,3,41,400,0.286299,U
B,3,41,400,0.089776,U
K,3,41,400,0.083430,G
B,3,41,400,0.085815,G
K,3,41,400,0.282622,U
B,3,41,400,0.087547,U
K,3,41,400,0.083881,G
B,3,41,400,0.087888,G
K,3,41,400,0.285752,U
B,3,41,400,0.091019,U
K,3,41,400,0.085413,G
B,3,41,400,0.086565,G
K,3,51,400,0.363094,U
B,3,51,400,0.098312,U
K,3,51,400,0.124032,G
B,3,51,400,0.081551,G
K,3,51,400,0.367412,U
B,3,51,400,0.092549,U
K,3,51,400,0.118401,G
B,3,51,400,0.089831,G
K,3,51,400,0.365994,U
B,3,51,400,0.091120,U
K,3,51,400,0.120728,G
B,3,51,400,0.088716,G
K,3,61,400,0.338359,U
B,3,61,400,0.085862,U
K,3,61,400,0.119296,G
B,3,61,400,0.088256,G
K,3,61,400,0.342819,U
B,3,61,400,0.093593,U
K,3,61,400,0.120929,G
B,3,61,400,0.082831,G
K,3,61,400,0.364820,U
B,3,61,400,0.097175,U
K,3,61,400,0.129788,G
B,3,61,400,0.085783,G
K,3,71,400,0.375610,U
B,3,71,400,0.085666,U
K,3,71,400,0.159988,G
B,3,71,400,0.067098,G
K,3,71,400,0.387650,U
B,3,71,400,0.083129,U
K,3,71,400,0.165253,G
B,3,71,400,0.068241,G
K,3,71,400,0.366405,U
B,3,71,400,0.076024,U
K,3,71,400,0.161663,G
B,3,71,400,0.065864,G
K,3,81,400,0.391490,U
B,3,81,400,0.183527,U
K,3,81,400,0.190368,G
B,3,81,400,0.074824,G
K,3,81,400,0.390377,U
B,3,81,400,0.184397,U
K,3,81,400,0.194749,G
B,3,81,400,0.075398,G
K,3,81,400,0.390419,U
B,3,81,400,0.187763,U
K,3,81,400,0.190782,G
B,3,81,400,0.074346,G
K,3,91,400,0.406028,U
B,3,91,400,0.196059,U
K,3,91,400,0.227415,G
B,3,91,400,0.071486,G
K,3,91,400,0.408174,U
B,3,91,400,0.200177,U
K,3,91,400,0.227448,G
B,3,91,400,0.067976,G
K,3,91,400,0.415017,U
B,3,91,400,0.197881,U
K,3,91,400,0.229230,G
B,3,91,400,0.069211,G
K,3,101,400,0.420621,U
B,3,101,400,0.228233,U
K,3,101,400,0.276499,G
B,3,101,400,0.241660,G
K,3,101,400,0.416136,U
B,3,101,400,0.207779,U
K,3,101,400,0.260536,G
B,3,101,400,0.239765,G
K,3,101,400,0.413940,U
B,3,101,400,0.206992,U
K,3,101,400,0.259783,G
B,3,101,400,0.238302,G
K,3,111,400,0.432843,U
B,3,111,400,0.216138,U
K,3,111,400,0.269971,G
B,3,111,400,0.234481,G
K,3,111,400,0.425597,U
B,3,111,400,0.215194,U
K,3,111,400,0.268147,G
B,3,111,400,0.235004,G
K,3,111,400,0.426518,U
B,3,111,400,0.213760,U
K,3,111,400,0.268177,G
B,3,111,400,0.236302,G
K,3,121,400,0.426942,U
B,3,121,400,0.207938,U
K,3,121,400,0.289110,G
B,3,121,400,0.235358,G
K,3,121,400,0.427069,U
B,3,121,400,0.206827,U
K,3,121,400,0.291245,G
B,3,121,400,0.229279,G
K,3,121,400,0.426500,U
B,3,121,400,0.207540,U
K,3,121,400,0.296850,G
B,3,121,400,0.237933,G
K,3,1,600,0.016003,U
B,3,1,600,0.096771,U
K,3,1,600,0.067757,G
B,3,1,600,0.122161,G
K,3,1,600,0.015402,U
B,3,1,600,0.096377,U
K,3,1,600,0.066861,G
B,3,1,600,0.122702,G
K,3,1,600,0.015287,U
B,3,1,600,0.094400,U
K,3,1,600,0.066866,G
B,3,1,600,0.123455,G
K,3,11,600,0.069995,U
B,3,11,600,0.098170,U
K,3,11,600,0.291572,G
B,3,11,600,0.128679,G
K,3,11,600,0.068897,U
B,3,11,600,0.099849,U
K,3,11,600,0.295286,G
B,3,11,600,0.126068,G
K,3,11,600,0.069646,U
B,3,11,600,0.097200,U
K,3,11,600,0.289146,G
B,3,11,600,0.126255,G
K,3,21,600,0.094024,U
B,3,21,600,0.123958,U
K,3,21,600,0.453003,G
B,3,21,600,0.116233,G
K,3,21,600,0.094406,U
B,3,21,600,0.121542,U
K,3,21,600,0.452465,G
B,3,21,600,0.119149,G
K,3,21,600,0.095320,U
B,3,21,600,0.123256,U
K,3,21,600,0.454613,G
B,3,21,600,0.118049,G
K,3,31,600,0.102374,U
B,3,31,600,0.125806,U
K,3,31,600,0.533550,G
B,3,31,600,0.119310,G
K,3,31,600,0.102137,U
B,3,31,600,0.123324,U
K,3,31,600,0.534023,G
B,3,31,600,0.122874,G
K,3,31,600,0.101898,U
B,3,31,600,0.124134,U
K,3,31,600,0.535930,G
B,3,31,600,0.123181,G
K,3,41,600,0.130437,U
B,3,41,600,0.136317,U
K,3,41,600,0.650819,G
B,3,41,600,0.144539,G
K,3,41,600,0.132621,U
B,3,41,600,0.139544,U
K,3,41,600,0.649870,G
B,3,41,600,0.148999,G
K,3,41,600,0.138903,U
B,3,41,600,0.139066,U
K,3,41,600,0.674959,G
B,3,41,600,0.152846,G
K,3,51,600,0.162346,U
B,3,51,600,0.161319,U
K,3,51,600,0.821921,G
B,3,51,600,0.164075,G
K,3,51,600,0.143715,U
B,3,51,600,0.135369,U
K,3,51,600,0.720549,G
B,3,51,600,0.149249,G
K,3,51,600,0.143736,U
B,3,51,600,0.141702,U
K,3,51,600,0.718952,G
B,3,51,600,0.144491,G
K,3,61,600,0.168841,U
B,3,61,600,0.135014,U
K,3,61,600,0.801127,G
B,3,61,600,0.148547,G
K,3,61,600,0.177043,U
B,3,61,600,0.136262,U
K,3,61,600,0.800307,G
B,3,61,600,0.152200,G
K,3,61,600,0.169197,U
B,3,61,600,0.137535,U
K,3,61,600,0.802575,G
B,3,61,600,0.146009,G
K,3,71,600,0.188884,U
B,3,71,600,0.138067,U
K,3,71,600,0.871340,G
B,3,71,600,0.155245,G
K,3,71,600,0.209210,U
B,3,71,600,0.149993,U
K,3,71,600,0.874254,G
B,3,71,600,0.169051,G
K,3,71,600,0.187078,U
B,3,71,600,0.141334,U
K,3,71,600,0.866621,G
B,3,71,600,0.154067,G
K,3,81,600,0.197447,U
B,3,81,600,0.144550,U
K,3,81,600,0.934802,G
B,3,81,600,0.133705,G
K,3,81,600,0.190270,U
B,3,81,600,0.145122,U
K,3,81,600,0.934804,G
B,3,81,600,0.133161,G
K,3,81,600,0.187554,U
B,3,81,600,0.142635,U
K,3,81,600,0.935180,G
B,3,81,600,0.136578,G
K,3,91,600,0.188692,U
B,3,91,600,0.135782,U
K,3,91,600,0.984240,G
B,3,91,600,0.147620,G
K,3,91,600,0.191240,U
B,3,91,600,0.146043,U
K,3,91,600,1.000508,G
B,3,91,600,0.159768,G
K,3,91,600,0.219944,U
B,3,91,600,0.150330,U
K,3,91,600,0.986605,G
B,3,91,600,0.154221,G
K,3,101,600,0.214823,U
B,3,101,600,0.126683,U
K,3,101,600,1.034297,G
B,3,101,600,0.148112,G
K,3,101,600,0.227729,U
B,3,101,600,0.130230,U
K,3,101,600,1.065980,G
B,3,101,600,0.145326,G
K,3,101,600,0.214977,U
B,3,101,600,0.127694,U
K,3,101,600,1.052676,G
B,3,101,600,0.147601,G
K,3,111,600,0.259469,U
B,3,111,600,0.138127,U
K,3,111,600,1.067146,G
B,3,111,600,0.155151,G
K,3,111,600,0.252430,U
B,3,111,600,0.134707,U
K,3,111,600,1.071661,G
B,3,111,600,0.148184,G
K,3,111,600,0.256855,U
B,3,111,600,0.135965,U
K,3,111,600,1.068911,G
B,3,111,600,0.160249,G
K,3,121,600,0.254513,U
B,3,121,600,0.133902,U
K,3,121,600,1.117708,G
B,3,121,600,0.144207,G
K,3,121,600,0.254313,U
B,3,121,600,0.136042,U
K,3,121,600,1.106111,G
B,3,121,600,0.143340,G
K,3,121,600,0.249458,U
B,3,121,600,0.133077,U
K,3,121,600,1.113811,G
B,3,121,600,0.147412,G
K,3,1,800,0.066637,U
B,3,1,800,0.123458,U
K,3,1,800,0.093256,G
B,3,1,800,0.135013,G
K,3,1,800,0.055103,U
B,3,1,800,0.105994,U
K,3,1,800,0.088097,G
B,3,1,800,0.108508,G
K,3,1,800,0.051936,U
B,3,1,800,0.099537,U
K,3,1,800,0.080437,G
B,3,1,800,0.101004,G
K,3,11,800,0.338073,U
B,3,11,800,0.098983,U
K,3,11,800,0.386124,G
B,3,11,800,0.118500,G
K,3,11,800,0.352619,U
B,3,11,800,0.096744,U
K,3,11,800,0.389629,G
B,3,11,800,0.111990,G
K,3,11,800,0.335978,U
B,3,11,800,0.094447,U
K,3,11,800,0.388723,G
B,3,11,800,0.109855,G
K,3,21,800,0.506534,U
B,3,21,800,0.100097,U
K,3,21,800,0.577960,G
B,3,21,800,0.097606,G
K,3,21,800,0.502940,U
B,3,21,800,0.100507,U
K,3,21,800,0.593761,G
B,3,21,800,0.103481,G
K,3,21,800,0.531938,U
B,3,21,800,0.121487,U
K,3,21,800,0.631911,G
B,3,21,800,0.111472,G
K,3,31,800,0.733278,U
B,3,31,800,0.125208,U
K,3,31,800,0.811095,G
B,3,31,800,0.141568,G
K,3,31,800,0.688450,U
B,3,31,800,0.109241,U
K,3,31,800,0.732751,G
B,3,31,800,0.118469,G
K,3,31,800,0.667602,U
B,3,31,800,0.122991,U
K,3,31,800,0.747588,G
B,3,31,800,0.132165,G
K,3,41,800,0.759489,U
B,3,41,800,0.088602,U
K,3,41,800,0.826326,G
B,3,41,800,0.110319,G
K,3,41,800,0.776377,U
B,3,41,800,0.096878,U
K,3,41,800,0.868633,G
B,3,41,800,0.121702,G
K,3,41,800,0.922209,U
B,3,41,800,0.105368,U
K,3,41,800,1.015235,G
B,3,41,800,0.130649,G
K,3,51,800,0.866973,U
B,3,51,800,0.096002,U
K,3,51,800,0.926896,G
B,3,51,800,0.108162,G
K,3,51,800,0.826161,U
B,3,51,800,0.092521,U
K,3,51,800,0.891371,G
B,3,51,800,0.110586,G
K,3,51,800,0.826922,U
B,3,51,800,0.091767,U
K,3,51,800,0.894178,G
B,3,51,800,0.103930,G
K,3,61,800,0.907335,U
B,3,61,800,0.088611,U
K,3,61,800,0.958655,G
B,3,61,800,0.104880,G
K,3,61,800,0.922451,U
B,3,61,800,0.094527,U
K,3,61,800,0.981730,G
B,3,61,800,0.101478,G
K,3,61,800,0.913168,U
B,3,61,800,0.089705,U
K,3,61,800,0.957402,G
B,3,61,800,0.102399,G
K,3,71,800,1.009767,U
B,3,71,800,0.298949,U
K,3,71,800,1.079953,G
B,3,71,800,0.096452,G
K,3,71,800,1.045888,U
B,3,71,800,0.337796,U
K,3,71,800,1.175063,G
B,3,71,800,0.114129,G
K,3,71,800,1.069901,U
B,3,71,800,0.331480,U
K,3,71,800,1.180974,G
B,3,71,800,0.110923,G
K,3,81,800,1.148846,U
B,3,81,800,0.330506,U
K,3,81,800,1.256736,G
B,3,81,800,0.108493,G
K,3,81,800,1.054568,U
B,3,81,800,0.302340,U
K,3,81,800,1.192862,G
B,3,81,800,0.096099,G
K,3,81,800,1.032847,U
B,3,81,800,0.301654,U
K,3,81,800,1.175940,G
B,3,81,800,0.095509,G
K,3,91,800,1.070459,U
B,3,91,800,0.306748,U
K,3,91,800,1.227548,G
B,3,91,800,0.283340,G
K,3,91,800,1.055937,U
B,3,91,800,0.301784,U
K,3,91,800,1.199295,G
B,3,91,800,0.273655,G
K,3,91,800,1.059723,U
B,3,91,800,0.302692,U
K,3,91,800,1.202831,G
B,3,91,800,0.272323,G
K,3,101,800,1.085849,U
B,3,101,800,0.300673,U
K,3,101,800,1.303251,G
B,3,101,800,0.271909,G
K,3,101,800,1.088486,U
B,3,101,800,0.309827,U
K,3,101,800,1.303752,G
B,3,101,800,0.270158,G
K,3,101,800,1.091494,U
B,3,101,800,0.303655,U
K,3,101,800,1.309044,G
B,3,101,800,0.269957,G
K,3,111,800,1.114745,U
B,3,111,800,0.309738,U
K,3,111,800,1.336219,G
B,3,111,800,0.271509,G
K,3,111,800,1.115466,U
B,3,111,800,0.309848,U
K,3,111,800,1.339041,G
B,3,111,800,0.270544,G
K,3,111,800,1.119011,U
B,3,111,800,0.305700,U
K,3,111,800,1.334497,G
B,3,111,800,0.272278,G
K,3,121,800,1.136146,U
B,3,121,800,0.305071,U
K,3,121,800,1.368820,G
B,3,121,800,0.261292,G
K,3,121,800,1.136191,U
B,3,121,800,0.302794,U
K,3,121,800,1.365544,G
B,3,121,800,0.264470,G
K,3,121,800,1.138919,U
B,3,121,800,0.324411,U
K,3,121,800,1.451576,G
B,3,121,800,0.278737,G
K,3,1,1000,0.103363,U
B,3,1,1000,0.085945,U
K,3,1,1000,0.018868,G
B,3,1,1000,0.077977,G
K,3,1,1000,0.105917,U
B,3,1,1000,0.088912,U
K,3,1,1000,0.019298,G
B,3,1,1000,0.084586,G
K,3,1,1000,0.100741,U
B,3,1,1000,0.085694,U
K,3,1,1000,0.018666,G
B,3,1,1000,0.076347,G
K,3,11,1000,0.439355,U
B,3,11,1000,0.081274,U
K,3,11,1000,0.061486,G
B,3,11,1000,0.081535,G
K,3,11,1000,0.441278,U
B,3,11,1000,0.079842,U
K,3,11,1000,0.060639,G
B,3,11,1000,0.084867,G
K,3,11,1000,0.437269,U
B,3,11,1000,0.082656,U
K,3,11,1000,0.060967,G
B,3,11,1000,0.079375,G
K,3,21,1000,0.695283,U
B,3,21,1000,0.094691,U
K,3,21,1000,0.091429,G
B,3,21,1000,0.077069,G
K,3,21,1000,0.696183,U
B,3,21,1000,0.095832,U
K,3,21,1000,0.095216,G
B,3,21,1000,0.087795,G
K,3,21,1000,0.701612,U
B,3,21,1000,0.101016,U
K,3,21,1000,0.091100,G
B,3,21,1000,0.081625,G
K,3,31,1000,0.825369,U
B,3,31,1000,0.094400,U
K,3,31,1000,0.113974,G
B,3,31,1000,0.080648,G
K,3,31,1000,0.822641,U
B,3,31,1000,0.099037,U
K,3,31,1000,0.115657,G
B,3,31,1000,0.079390,G
K,3,31,1000,0.820017,U
B,3,31,1000,0.092871,U
K,3,31,1000,0.113345,G
B,3,31,1000,0.082793,G
K,3,41,1000,1.026159,U
B,3,41,1000,0.093277,U
K,3,41,1000,0.153600,G
B,3,41,1000,0.081460,G
K,3,41,1000,1.013448,U
B,3,41,1000,0.092140,U
K,3,41,1000,0.154839,G
B,3,41,1000,0.079668,G
K,3,41,1000,1.012947,U
B,3,41,1000,0.091195,U
K,3,41,1000,0.155740,G
B,3,41,1000,0.083039,G
K,3,51,1000,1.117068,U
B,3,51,1000,0.082316,U
K,3,51,1000,0.174081,G
B,3,51,1000,0.083309,G
K,3,51,1000,1.117414,U
B,3,51,1000,0.082300,U
K,3,51,1000,0.172413,G
B,3,51,1000,0.081483,G
K,3,51,1000,1.119204,U
B,3,51,1000,0.081403,U
K,3,51,1000,0.174710,G
B,3,51,1000,0.082334,G
K,3,61,1000,1.217583,U
B,3,61,1000,0.082555,U
K,3,61,1000,0.185168,G
B,3,61,1000,0.226735,G
K,3,61,1000,1.249282,U
B,3,61,1000,0.085730,U
K,3,61,1000,0.185132,G
B,3,61,1000,0.223340,G
K,3,61,1000,1.218541,U
B,3,61,1000,0.085569,U
K,3,61,1000,0.186262,G
B,3,61,1000,0.226150,G
K,3,71,1000,1.314009,U
B,3,71,1000,0.239070,U
K,3,71,1000,0.210250,G
B,3,71,1000,0.227075,G
K,3,71,1000,1.389956,U
B,3,71,1000,0.249082,U
K,3,71,1000,0.219717,G
B,3,71,1000,0.232077,G
K,3,71,1000,1.316348,U
B,3,71,1000,0.240410,U
K,3,71,1000,0.212171,G
B,3,71,1000,0.227880,G
K,3,81,1000,1.425864,U
B,3,81,1000,0.269428,U
K,3,81,1000,0.211338,G
B,3,81,1000,0.274849,G
K,3,81,1000,1.426746,U
B,3,81,1000,0.269939,U
K,3,81,1000,0.210581,G
B,3,81,1000,0.275326,G
K,3,81,1000,1.463281,U
B,3,81,1000,0.286800,U
K,3,81,1000,0.221738,G
B,3,81,1000,0.286893,G
K,3,91,1000,1.480494,U
B,3,91,1000,0.270253,U
K,3,91,1000,0.207596,G
B,3,91,1000,0.287397,G
K,3,91,1000,1.475233,U
B,3,91,1000,0.278731,U
K,3,91,1000,0.210786,G
B,3,91,1000,0.293784,G
K,3,91,1000,1.483117,U
B,3,91,1000,0.272851,U
K,3,91,1000,0.208807,G
B,3,91,1000,0.285762,G
K,3,101,1000,1.546580,U
B,3,101,1000,0.270661,U
K,3,101,1000,0.207841,G
B,3,101,1000,0.286358,G
K,3,101,1000,1.539845,U
B,3,101,1000,0.267184,U
K,3,101,1000,0.205575,G
B,3,101,1000,0.287276,G
K,3,101,1000,1.900735,U
B,3,101,1000,0.300781,U
K,3,101,1000,0.281853,G
B,3,101,1000,0.311582,G
K,3,111,1000,1.608280,U
B,3,111,1000,0.277642,U
K,3,111,1000,0.223982,G
B,3,111,1000,0.290417,G
K,3,111,1000,1.596765,U
B,3,111,1000,0.282899,U
K,3,111,1000,0.223014,G
B,3,111,1000,0.292048,G
K,3,111,1000,1.578927,U
B,3,111,1000,0.272989,U
K,3,111,1000,0.226841,G
B,3,111,1000,0.288616,G
K,3,121,1000,1.623398,U
B,3,121,1000,0.276785,U
K,3,121,1000,0.253758,G
B,3,121,1000,0.288554,G
K,3,121,1000,1.625878,U
B,3,121,1000,0.277195,U
K,3,121,1000,0.256364,G
B,3,121,1000,0.286833,G
K,3,121,1000,1.626560,U
B,3,121,1000,0.273075,U
K,3,121,1000,0.253676,G
B,3,121,1000,0.285048,G
K,3,1,1200,0.043034,U
B,3,1,1200,0.121564,U
K,3,1,1200,0.063508,G
B,3,1,1200,0.160805,G
K,3,1,1200,0.041768,U
B,3,1,1200,0.118865,U
K,3,1,1200,0.062644,G
B,3,1,1200,0.162334,G
K,3,1,1200,0.041738,U
B,3,1,1200,0.121042,U
K,3,1,1200,0.062565,G
B,3,1,1200,0.161707,G
K,3,11,1200,0.414380,U
B,3,11,1200,0.126238,U
K,3,11,1200,0.254358,G
B,3,11,1200,0.161480,G
K,3,11,1200,0.412853,U
B,3,11,1200,0.127196,U
K,3,11,1200,0.252939,G
B,3,11,1200,0.161972,G
K,3,11,1200,0.412488,U
B,3,11,1200,0.128153,U
K,3,11,1200,0.253140,G
B,3,11,1200,0.159543,G
K,3,21,1200,0.587067,U
B,3,21,1200,0.124034,U
K,3,21,1200,0.365006,G
B,3,21,1200,0.171067,G
K,3,21,1200,0.587381,U
B,3,21,1200,0.122703,U
K,3,21,1200,0.364505,G
B,3,21,1200,0.166658,G
K,3,21,1200,0.591989,U
B,3,21,1200,0.124935,U
K,3,21,1200,0.365271,G
B,3,21,1200,0.167876,G
K,3,31,1200,0.728280,U
B,3,31,1200,0.122444,U
K,3,31,1200,0.470560,G
B,3,31,1200,0.169076,G
K,3,31,1200,0.742510,U
B,3,31,1200,0.123672,U
K,3,31,1200,0.473215,G
B,3,31,1200,0.168952,G
K,3,31,1200,0.729506,U
B,3,31,1200,0.120710,U
K,3,31,1200,0.472854,G
B,3,31,1200,0.169245,G
K,3,41,1200,0.835022,U
B,3,41,1200,0.117040,U
K,3,41,1200,0.578086,G
B,3,41,1200,0.171322,G
K,3,41,1200,0.836085,U
B,3,41,1200,0.117976,U
K,3,41,1200,0.571999,G
B,3,41,1200,0.168573,G
K,3,41,1200,0.909856,U
B,3,41,1200,0.132116,U
K,3,41,1200,0.650551,G
B,3,41,1200,0.191161,G
K,3,51,1200,1.076623,U
B,3,51,1200,0.135015,U
K,3,51,1200,0.747474,G
B,3,51,1200,0.180962,G
K,3,51,1200,0.932178,U
B,3,51,1200,0.120817,U
K,3,51,1200,0.650382,G
B,3,51,1200,0.157008,G
K,3,51,1200,0.930492,U
B,3,51,1200,0.118243,U
K,3,51,1200,0.647462,G
B,3,51,1200,0.158483,G
K,3,61,1200,0.991959,U
B,3,61,1200,0.118454,U
K,3,61,1200,0.676671,G
B,3,61,1200,0.161005,G
K,3,61,1200,0.998716,U
B,3,61,1200,0.121217,U
K,3,61,1200,0.677741,G
B,3,61,1200,0.160862,G
K,3,61,1200,1.040325,U
B,3,61,1200,0.130267,U
K,3,61,1200,0.684385,G
B,3,61,1200,0.175165,G
K,3,71,1200,1.164544,U
B,3,71,1200,0.160953,U
K,3,71,1200,0.871526,G
B,3,71,1200,0.184903,G
K,3,71,1200,1.121733,U
B,3,71,1200,0.139052,U
K,3,71,1200,0.818977,G
B,3,71,1200,0.170332,G
K,3,71,1200,1.062947,U
B,3,71,1200,0.129672,U
K,3,71,1200,0.749062,G
B,3,71,1200,0.159696,G
K,3,81,1200,1.181052,U
B,3,81,1200,0.135277,U
K,3,81,1200,0.875478,G
B,3,81,1200,0.169469,G
K,3,81,1200,1.151222,U
B,3,81,1200,0.127974,U
K,3,81,1200,0.828201,G
B,3,81,1200,0.162353,G
K,3,81,1200,1.172222,U
B,3,81,1200,0.129593,U
K,3,81,1200,0.852189,G
B,3,81,1200,0.169747,G
K,3,91,1200,1.163152,U
B,3,91,1200,0.127324,U
K,3,91,1200,0.860970,G
B,3,91,1200,0.150901,G
K,3,91,1200,1.158976,U
B,3,91,1200,0.125230,U
K,3,91,1200,0.860035,G
B,3,91,1200,0.153064,G
K,3,91,1200,1.156427,U
B,3,91,1200,0.126968,U
K,3,91,1200,0.857953,G
B,3,91,1200,0.149268,G
K,3,101,1200,1.221985,U
B,3,101,1200,0.123109,U
K,3,101,1200,0.908658,G
B,3,101,1200,0.157279,G
K,3,101,1200,1.220627,U
B,3,101,1200,0.123599,U
K,3,101,1200,0.909838,G
B,3,101,1200,0.158964,G
K,3,101,1200,1.222968,U
