DataStructure,Dimensions,KNeighbors,NumPoints,Time(millis),Distribution
B,3,111,2600,0.264632,U
K,3,111,2600,3.119348,G
B,3,111,2600,0.496719,G
K,3,111,2600,1.010455,U
B,3,111,2600,0.262860,U
K,3,111,2600,3.111585,G
B,3,111,2600,0.493485,G
K,3,121,2600,1.055658,U
B,3,121,2600,0.264572,U
K,3,121,2600,3.264191,G
B,3,121,2600,0.494936,G
K,3,121,2600,1.057733,U
B,3,121,2600,0.263835,U
K,3,121,2600,3.253662,G
B,3,121,2600,0.494105,G
K,3,121,2600,1.061368,U
B,3,121,2600,0.263083,U
K,3,121,2600,3.262701,G
B,3,121,2600,0.492950,G
K,3,1,2800,0.046653,U
B,3,1,2800,0.163117,U
K,3,1,2800,0.024064,G
B,3,1,2800,0.148193,G
K,3,1,2800,0.045530,U
B,3,1,2800,0.158574,U
K,3,1,2800,0.024449,G
B,3,1,2800,0.153508,G
K,3,1,2800,0.045410,U
B,3,1,2800,0.163272,U
K,3,1,2800,0.023809,G
B,3,1,2800,0.147749,G
K,3,11,2800,0.237784,U
B,3,11,2800,0.161904,U
K,3,11,2800,0.065276,G
B,3,11,2800,0.151675,G
K,3,11,2800,0.235667,U
B,3,11,2800,0.166359,U
K,3,11,2800,0.065308,G
B,3,11,2800,0.154912,G
K,3,11,2800,0.235760,U
B,3,11,2800,0.163386,U
K,3,11,2800,0.065060,G
B,3,11,2800,0.151272,G
K,3,21,2800,0.351605,U
B,3,21,2800,0.161110,U
K,3,21,2800,0.094286,G
B,3,21,2800,0.154755,G
K,3,21,2800,0.354389,U
B,3,21,2800,0.150565,U
K,3,21,2800,0.094958,G
B,3,21,2800,0.358084,G
K,3,21,2800,0.352668,U
B,3,21,2800,0.154041,U
K,3,21,2800,0.094719,G
B,3,21,2800,0.133475,G
K,3,31,2800,0.411323,U
B,3,31,2800,0.159052,U
K,3,31,2800,0.124637,G
B,3,31,2800,0.147695,G
K,3,31,2800,0.427648,U
B,3,31,2800,0.166864,U
K,3,31,2800,0.131887,G
B,3,31,2800,0.150633,G
K,3,31,2800,0.412191,U
B,3,31,2800,0.157378,U
K,3,31,2800,0.125237,G
B,3,31,2800,0.147032,G
K,3,41,2800,0.490980,U
B,3,41,2800,0.166102,U
K,3,41,2800,0.151448,G
B,3,41,2800,0.140881,G
K,3,41,2800,0.490152,U
B,3,41,2800,0.165682,U
K,3,41,2800,0.150430,G
B,3,41,2800,0.135798,G
K,3,41,2800,0.489857,U
B,3,41,2800,0.166808,U
K,3,41,2800,0.150003,G
B,3,41,2800,0.137141,G
K,3,51,2800,0.551041,U
B,3,51,2800,0.153976,U
K,3,51,2800,0.209996,G
B,3,51,2800,0.139029,G
K,3,51,2800,0.553356,U
B,3,51,2800,0.155557,U
K,3,51,2800,0.209741,G
B,3,51,2800,0.142073,G
K,3,51,2800,0.550852,U
B,3,51,2800,0.155456,U
K,3,51,2800,0.209680,G
B,3,51,2800,0.141550,G
K,3,61,2800,0.612773,U
B,3,61,2800,0.139279,U
K,3,61,2800,0.239103,G
B,3,61,2800,0.134832,G
K,3,61,2800,0.613091,U
B,3,61,2800,0.135525,U
K,3,61,2800,0.239223,G
B,3,61,2800,0.135712,G
K,3,61,2800,0.613018,U
B,3,61,2800,0.139282,U
K,3,61,2800,0.239360,G
B,3,61,2800,0.134106,G
K,3,71,2800,0.685310,U
B,3,71,2800,0.144829,U
K,3,71,2800,0.300408,G
B,3,71,2800,0.138178,G
K,3,71,2800,0.688280,U
B,3,71,2800,0.144362,U
K,3,71,2800,0.300526,G
B,3,71,2800,0.135478,G
K,3,71,2800,0.691839,U
B,3,71,2800,0.149131,U
K,3,71,2800,0.300005,G
B,3,71,2800,0.136419,G
K,3,81,2800,0.753173,U
B,3,81,2800,0.148136,U
K,3,81,2800,0.327683,G
B,3,81,2800,0.145160,G
K,3,81,2800,0.878173,U
B,3,81,2800,0.149867,U
K,3,81,2800,0.323399,G
B,3,81,2800,0.137804,G
K,3,81,2800,0.749145,U
B,3,81,2800,0.140889,U
K,3,81,2800,0.316196,G
B,3,81,2800,0.135199,G
K,3,91,2800,0.815575,U
B,3,91,2800,0.140251,U
K,3,91,2800,0.325812,G
B,3,91,2800,0.134274,G
K,3,91,2800,0.814107,U
B,3,91,2800,0.140487,U
K,3,91,2800,0.328770,G
B,3,91,2800,0.131399,G
K,3,91,2800,0.819364,U
B,3,91,2800,0.136291,U
K,3,91,2800,0.325624,G
B,3,91,2800,0.135900,G
K,3,101,2800,0.883474,U
B,3,101,2800,0.136292,U
K,3,101,2800,0.365381,G
B,3,101,2800,0.389878,G
K,3,101,2800,0.884197,U
B,3,101,2800,0.142181,U
K,3,101,2800,0.365136,G
B,3,101,2800,0.396739,G
K,3,101,2800,0.880398,U
B,3,101,2800,0.139081,U
K,3,101,2800,0.365169,G
B,3,101,2800,0.393773,G
K,3,111,2800,0.956210,U
B,3,111,2800,0.458644,U
K,3,111,2800,0.362051,G
B,3,111,2800,0.386613,G
K,3,111,2800,0.956609,U
B,3,111,2800,0.456415,U
K,3,111,2800,0.360690,G
B,3,111,2800,0.390695,G
K,3,111,2800,0.957931,U
B,3,111,2800,0.458940,U
K,3,111,2800,0.360519,G
B,3,111,2800,0.392528,G
K,3,121,2800,1.040711,U
B,3,121,2800,0.457778,U
K,3,121,2800,0.393318,G
B,3,121,2800,0.390939,G
K,3,121,2800,1.039215,U
B,3,121,2800,0.455655,U
K,3,121,2800,0.393465,G
B,3,121,2800,0.386220,G
K,3,121,2800,1.038801,U
B,3,121,2800,0.459844,U
K,3,121,2800,0.392449,G
B,3,121,2800,0.386707,G
K,3,1,3000,0.056531,U
B,3,1,3000,0.179294,U
K,3,1,3000,0.092914,G
B,3,1,3000,0.413369,G
K,3,1,3000,0.053993,U
B,3,1,3000,0.192032,U
K,3,1,3000,0.091864,G
B,3,1,3000,0.216305,G
K,3,1,3000,0.053899,U
B,3,1,3000,0.194108,U
K,3,1,3000,0.093474,G
B,3,1,3000,0.215766,G
K,3,11,3000,0.180317,U
B,3,11,3000,0.198621,U
K,3,11,3000,0.523350,G
B,3,11,3000,0.210273,G
K,3,11,3000,0.179372,U
B,3,11,3000,0.198810,U
K,3,11,3000,0.521944,G
B,3,11,3000,0.215210,G
K,3,11,3000,0.188513,U
B,3,11,3000,0.203882,U
K,3,11,3000,0.547397,G
B,3,11,3000,0.231972,G
K,3,21,3000,0.302051,U
B,3,21,3000,0.205157,U
K,3,21,3000,0.813875,G
B,3,21,3000,0.214676,G
K,3,21,3000,0.306222,U
B,3,21,3000,0.208799,U
K,3,21,3000,0.846785,G
B,3,21,3000,0.217054,G
K,3,21,3000,0.304813,U
B,3,21,3000,0.209219,U
K,3,21,3000,0.815079,G
B,3,21,3000,0.239836,G
K,3,31,3000,0.358356,U
B,3,31,3000,0.199636,U
K,3,31,3000,0.966454,G
B,3,31,3000,0.212737,G
K,3,31,3000,0.357988,U
B,3,31,3000,0.197615,U
K,3,31,3000,0.962271,G
B,3,31,3000,0.215927,G
K,3,31,3000,0.461670,U
B,3,31,3000,0.249557,U
K,3,31,3000,1.242449,G
B,3,31,3000,0.255356,G
K,3,41,3000,0.450465,U
B,3,41,3000,0.198293,U
K,3,41,3000,1.151921,G
B,3,41,3000,0.206375,G
K,3,41,3000,0.450027,U
B,3,41,3000,0.194728,U
K,3,41,3000,1.140359,G
B,3,41,3000,0.210861,G
K,3,41,3000,0.449987,U
B,3,41,3000,0.191417,U
K,3,41,3000,1.143080,G
B,3,41,3000,0.214505,G
K,3,51,3000,0.491801,U
B,3,51,3000,0.193084,U
K,3,51,3000,1.285060,G
B,3,51,3000,0.208693,G
K,3,51,3000,0.486209,U
B,3,51,3000,0.196487,U
K,3,51,3000,1.285086,G
B,3,51,3000,0.202185,G
K,3,51,3000,0.486412,U
B,3,51,3000,0.194511,U
K,3,51,3000,1.287292,G
B,3,51,3000,0.203415,G
K,3,61,3000,0.493586,U
B,3,61,3000,0.197520,U
K,3,61,3000,1.410737,G
B,3,61,3000,0.208395,G
K,3,61,3000,0.492961,U
B,3,61,3000,0.195331,U
K,3,61,3000,1.410413,G
B,3,61,3000,0.210225,G
K,3,61,3000,0.493660,U
B,3,61,3000,0.198407,U
K,3,61,3000,1.411919,G
B,3,61,3000,0.207892,G
K,3,71,3000,0.544809,U
B,3,71,3000,0.201827,U
K,3,71,3000,1.524729,G
B,3,71,3000,0.209438,G
K,3,71,3000,0.542650,U
B,3,71,3000,0.200790,U
K,3,71,3000,1.514810,G
B,3,71,3000,0.207243,G
K,3,71,3000,0.542237,U
B,3,71,3000,0.201199,U
K,3,71,3000,1.514085,G
B,3,71,3000,0.209113,G
K,3,81,3000,0.585494,U
B,3,81,3000,0.176464,U
K,3,81,3000,1.647471,G
B,3,81,3000,0.206598,G
K,3,81,3000,0.587928,U
B,3,81,3000,0.184511,U
K,3,81,3000,1.646428,G
B,3,81,3000,0.206610,G
K,3,81,3000,0.588513,U
B,3,81,3000,0.185794,U
K,3,81,3000,1.649180,G
B,3,81,3000,0.203086,G
K,3,91,3000,0.599668,U
B,3,91,3000,0.183710,U
K,3,91,3000,1.727804,G
B,3,91,3000,0.654919,G
K,3,91,3000,0.601224,U
B,3,91,3000,0.180753,U
K,3,91,3000,1.730419,G
B,3,91,3000,0.659335,G
K,3,91,3000,0.601476,U
B,3,91,3000,0.182048,U
K,3,91,3000,1.727332,G
B,3,91,3000,0.658658,G
K,3,101,3000,0.614394,U
B,3,101,3000,0.178887,U
K,3,101,3000,1.850215,G
B,3,101,3000,0.676958,G
K,3,101,3000,0.741740,U
B,3,101,3000,0.205583,U
K,3,101,3000,2.130439,G
B,3,101,3000,1.014709,G
K,3,101,3000,0.611422,U
B,3,101,3000,0.181644,U
K,3,101,3000,1.828075,G
B,3,101,3000,0.649200,G
K,3,111,3000,0.626256,U
B,3,111,3000,0.175101,U
K,3,111,3000,1.936724,G
B,3,111,3000,0.676508,G
K,3,111,3000,0.629190,U
B,3,111,3000,0.174182,U
K,3,111,3000,1.912875,G
B,3,111,3000,0.682128,G
K,3,111,3000,0.625830,U
B,3,111,3000,0.169016,U
K,3,111,3000,1.910656,G
B,3,111,3000,0.680962,G
K,3,121,3000,0.663015,U
B,3,121,3000,0.175697,U
K,3,121,3000,1.995488,G
B,3,121,3000,0.716279,G
K,3,121,3000,0.662483,U
B,3,121,3000,0.175681,U
K,3,121,3000,1.996582,G
B,3,121,3000,0.715581,G
K,3,121,3000,0.662941,U
B,3,121,3000,0.176164,U
K,3,121,3000,1.997676,G
B,3,121,3000,0.720866,G
K,3,1,3200,0.121076,U
B,3,1,3200,0.157701,U
K,3,1,3200,0.072959,G
B,3,1,3200,0.120029,G
K,3,1,3200,0.118847,U
B,3,1,3200,0.158745,U
K,3,1,3200,0.072412,G
B,3,1,3200,0.118605,G
K,3,1,3200,0.118615,U
B,3,1,3200,0.154832,U
K,3,1,3200,0.072346,G
B,3,1,3200,0.117962,G
K,3,11,3200,0.607391,U
B,3,11,3200,0.160432,U
K,3,11,3200,0.721900,G
B,3,11,3200,0.127446,G
K,3,11,3200,0.609945,U
B,3,11,3200,0.159669,U
K,3,11,3200,0.721666,G
B,3,11,3200,0.126572,G
K,3,11,3200,0.606338,U
B,3,11,3200,0.159204,U
K,3,11,3200,0.721458,G
B,3,11,3200,0.126946,G
K,3,21,3200,0.974265,U
B,3,21,3200,0.200015,U
K,3,21,3200,1.186665,G
B,3,21,3200,0.155468,G
K,3,21,3200,0.956241,U
B,3,21,3200,0.167322,U
K,3,21,3200,1.155725,G
B,3,21,3200,0.128949,G
K,3,21,3200,0.925696,U
B,3,21,3200,0.167346,U
K,3,21,3200,1.147404,G
B,3,21,3200,0.128665,G
K,3,31,3200,1.151702,U
B,3,31,3200,0.182442,U
K,3,31,3200,1.438093,G
B,3,31,3200,0.129154,G
K,3,31,3200,1.122268,U
B,3,31,3200,0.181403,U
K,3,31,3200,1.456128,G
B,3,31,3200,0.139323,G
K,3,31,3200,1.114509,U
B,3,31,3200,0.168561,U
K,3,31,3200,1.456349,G
B,3,31,3200,0.127007,G
K,3,41,3200,1.333958,U
B,3,41,3200,0.164530,U
K,3,41,3200,1.772258,G
B,3,41,3200,0.121242,G
K,3,41,3200,1.326213,U
B,3,41,3200,0.162921,U
K,3,41,3200,1.752873,G
B,3,41,3200,0.119363,G
K,3,41,3200,1.326973,U
B,3,41,3200,0.164310,U
K,3,41,3200,1.763559,G
B,3,41,3200,0.119976,G
K,3,51,3200,1.519524,U
B,3,51,3200,0.168956,U
K,3,51,3200,1.989258,G
B,3,51,3200,0.124581,G
K,3,51,3200,1.515545,U
B,3,51,3200,0.169820,U
K,3,51,3200,1.983867,G
B,3,51,3200,0.126967,G
K,3,51,3200,1.515869,U
B,3,51,3200,0.167796,U
K,3,51,3200,1.989889,G
B,3,51,3200,0.123471,G
K,3,61,3200,1.664552,U
B,3,61,3200,0.169972,U
K,3,61,3200,2.202241,G
B,3,61,3200,0.116889,G
K,3,61,3200,1.686760,U
B,3,61,3200,0.166402,U
K,3,61,3200,2.193116,G
B,3,61,3200,0.116919,G
K,3,61,3200,1.667751,U
B,3,61,3200,0.166360,U
K,3,61,3200,2.198500,G
B,3,61,3200,0.115481,G
K,3,71,3200,1.835498,U
B,3,71,3200,0.165909,U
K,3,71,3200,2.416691,G
B,3,71,3200,0.303443,G
K,3,71,3200,1.832843,U
B,3,71,3200,0.161593,U
K,3,71,3200,2.423132,G
B,3,71,3200,0.122667,G
K,3,71,3200,1.926576,U
B,3,71,3200,0.233760,U
K,3,71,3200,2.588276,G
B,3,71,3200,0.159708,G
K,3,81,3200,2.043898,U
B,3,81,3200,0.166088,U
K,3,81,3200,2.674527,G
B,3,81,3200,0.429159,G
K,3,81,3200,2.012907,U
B,3,81,3200,0.165239,U
K,3,81,3200,2.642724,G
B,3,81,3200,0.432995,G
K,3,81,3200,2.006852,U
B,3,81,3200,0.163111,U
K,3,81,3200,2.635664,G
B,3,81,3200,0.430436,G
K,3,91,3200,2.093863,U
B,3,91,3200,0.160365,U
K,3,91,3200,2.776183,G
B,3,91,3200,0.442823,G
K,3,91,3200,2.098166,U
B,3,91,3200,0.160677,U
K,3,91,3200,2.770996,G
B,3,91,3200,0.445393,G
K,3,91,3200,2.097654,U
B,3,91,3200,0.160400,U
K,3,91,3200,2.778602,G
B,3,91,3200,0.443360,G
K,3,101,3200,2.192606,U
B,3,101,3200,0.581449,U
K,3,101,3200,3.032294,G
B,3,101,3200,0.455036,G
K,3,101,3200,2.344889,U
B,3,101,3200,0.625556,U
K,3,101,3200,3.177110,G
B,3,101,3200,0.483579,G
K,3,101,3200,2.194379,U
B,3,101,3200,0.563594,U
K,3,101,3200,2.956436,G
B,3,101,3200,0.445862,G
K,3,111,3200,2.295579,U
B,3,111,3200,0.534606,U
K,3,111,3200,3.133802,G
B,3,111,3200,0.440211,G
K,3,111,3200,2.322466,U
B,3,111,3200,0.552587,U
K,3,111,3200,3.139160,G
B,3,111,3200,0.439965,G
K,3,111,3200,2.298339,U
B,3,111,3200,0.542058,U
K,3,111,3200,3.124632,G
B,3,111,3200,0.448579,G
K,3,121,3200,2.425642,U
B,3,121,3200,0.669526,U
K,3,121,3200,3.286686,G
B,3,121,3200,0.464105,G
K,3,121,3200,2.427066,U
B,3,121,3200,0.678738,U
K,3,121,3200,3.303352,G
B,3,121,3200,0.469119,G
K,3,121,3200,2.420622,U
B,3,121,3200,0.663820,U
K,3,121,3200,3.283137,G
B,3,121,3200,0.464114,G
K,3,1,3400,0.130588,U
B,3,1,3400,0.137498,U
K,3,1,3400,0.053123,G
B,3,1,3400,0.185710,G
K,3,1,3400,0.128620,U
B,3,1,3400,0.138641,U
K,3,1,3400,0.052616,G
B,3,1,3400,0.181742,G
K,3,1,3400,0.128630,U
B,3,1,3400,0.141340,U
K,3,1,3400,0.052789,G
B,3,1,3400,0.181304,G
K,3,11,3400,0.595089,U
B,3,11,3400,0.135969,U
K,3,11,3400,0.367804,G
B,3,11,3400,0.177484,G
K,3,11,3400,0.594530,U
B,3,11,3400,0.145872,U
K,3,11,3400,0.358501,G
B,3,11,3400,0.176119,G
K,3,11,3400,0.599641,U
B,3,11,3400,0.344585,U
K,3,11,3400,0.360012,G
B,3,11,3400,0.183375,G
K,3,21,3400,0.851781,U
B,3,21,3400,0.124065,U
K,3,21,3400,0.583763,G
B,3,21,3400,0.172606,G
K,3,21,3400,0.851883,U
B,3,21,3400,0.123331,U
K,3,21,3400,0.583906,G
B,3,21,3400,0.169943,G
K,3,21,3400,0.851718,U
B,3,21,3400,0.125548,U
K,3,21,3400,0.584327,G
B,3,21,3400,0.173416,G
K,3,31,3400,1.066654,U
B,3,31,3400,0.120866,U
K,3,31,3400,0.697086,G
B,3,31,3400,0.169725,G
K,3,31,3400,1.082255,U
B,3,31,3400,0.126743,U
K,3,31,3400,0.726095,G
B,3,31,3400,0.172222,G
K,3,31,3400,1.069016,U
B,3,31,3400,0.122298,U
K,3,31,3400,0.699557,G
B,3,31,3400,0.172183,G
K,3,41,3400,1.299040,U
B,3,41,3400,0.125429,U
K,3,41,3400,0.805853,G
B,3,41,3400,0.178823,G
K,3,41,3400,1.298326,U
B,3,41,3400,0.130756,U
K,3,41,3400,0.807574,G
B,3,41,3400,0.179330,G
K,3,41,3400,1.295076,U
B,3,41,3400,0.125031,U
K,3,41,3400,0.803802,G
B,3,41,3400,0.177114,G
K,3,51,3400,1.470021,U
B,3,51,3400,0.125179,U
K,3,51,3400,0.919534,G
B,3,51,3400,0.176442,G
K,3,51,3400,1.466817,U
B,3,51,3400,0.124594,U
K,3,51,3400,0.916977,G
B,3,51,3400,0.175572,G
K,3,51,3400,1.459885,U
B,3,51,3400,0.126450,U
K,3,51,3400,0.916609,G
B,3,51,3400,0.176365,G
K,3,61,3400,1.625420,U
B,3,61,3400,0.125743,U
K,3,61,3400,1.017680,G
B,3,61,3400,0.173656,G
K,3,61,3400,1.675292,U
B,3,61,3400,0.155564,U
K,3,61,3400,1.071569,G
B,3,61,3400,0.204641,G
K,3,61,3400,1.636277,U
B,3,61,3400,0.149656,U
K,3,61,3400,1.019004,G
B,3,61,3400,0.190708,G
K,3,71,3400,1.807842,U
B,3,71,3400,0.135994,U
K,3,71,3400,1.131042,G
B,3,71,3400,0.182724,G
K,3,71,3400,1.814604,U
B,3,71,3400,0.140864,U
K,3,71,3400,1.129121,G
B,3,71,3400,0.181403,G
K,3,71,3400,1.801259,U
B,3,71,3400,0.138126,U
K,3,71,3400,1.127069,G
B,3,71,3400,0.179905,G
K,3,81,3400,2.042122,U
B,3,81,3400,0.139946,U
K,3,81,3400,1.201139,G
B,3,81,3400,0.178605,G
K,3,81,3400,1.996009,U
B,3,81,3400,0.136587,U
K,3,81,3400,1.199580,G
B,3,81,3400,0.178361,G
K,3,81,3400,1.995576,U
B,3,81,3400,0.134139,U
K,3,81,3400,1.195849,G
B,3,81,3400,0.179405,G
K,3,91,3400,2.090433,U
B,3,91,3400,0.361683,U
K,3,91,3400,1.272728,G
B,3,91,3400,0.183176,G
K,3,91,3400,2.088013,U
B,3,91,3400,0.368743,U
K,3,91,3400,1.286206,G
B,3,91,3400,0.174515,G
K,3,91,3400,2.115490,U
B,3,91,3400,0.359453,U
K,3,91,3400,1.280008,G
B,3,91,3400,0.183509,G
K,3,101,3400,2.248378,U
B,3,101,3400,0.376920,U
K,3,101,3400,1.356993,G
B,3,101,3400,0.184624,G
K,3,101,3400,2.232089,U
B,3,101,3400,0.365934,U
K,3,101,3400,1.347139,G
B,3,101,3400,0.188637,G
K,3,101,3400,2.233887,U
B,3,101,3400,0.374773,U
K,3,101,3400,1.342642,G
B,3,101,3400,0.184052,G
K,3,111,3400,2.363732,U
B,3,111,3400,0.372694,U
K,3,111,3400,1.430181,G
B,3,111,3400,0.200041,G
K,3,111,3400,2.362442,U
B,3,111,3400,0.547026,U
K,3,111,3400,1.430704,G
B,3,111,3400,0.174350,G
K,3,111,3400,2.403349,U
B,3,111,3400,0.345268,U
K,3,111,3400,1.460175,G
B,3,111,3400,0.168058,G
K,3,121,3400,2.561824,U
B,3,121,3400,0.351717,U
K,3,121,3400,1.469950,G
B,3,121,3400,0.545258,G
K,3,121,3400,2.505793,U
B,3,121,3400,0.345755,U
K,3,121,3400,1.464866,G
B,3,121,3400,0.541089,G
K,3,121,3400,2.483247,U
B,3,121,3400,0.351529,U
K,3,121,3400,1.463947,G
B,3,121,3400,0.550070,G
K,3,1,3600,0.037167,U
B,3,1,3600,0.194615,U
K,3,1,3600,0.032031,G
B,3,1,3600,0.127590,G
K,3,1,3600,0.035879,U
B,3,1,3600,0.191037,U
K,3,1,3600,0.031870,G
B,3,1,3600,0.126921,G
K,3,1,3600,0.035606,U
B,3,1,3600,0.193951,U
K,3,1,3600,0.031843,G
B,3,1,3600,0.126401,G
K,3,11,3600,0.338600,U
B,3,11,3600,0.201529,U
K,3,11,3600,0.215545,G
B,3,11,3600,0.126771,G
K,3,11,3600,0.343005,U
B,3,11,3600,0.192270,U
K,3,11,3600,0.216916,G
B,3,11,3600,0.135022,G
K,3,11,3600,0.333355,U
B,3,11,3600,0.198072,U
K,3,11,3600,0.213397,G
B,3,11,3600,0.123483,G
K,3,21,3600,0.538408,U
B,3,21,3600,0.213269,U
K,3,21,3600,0.328325,G
B,3,21,3600,0.130583,G
K,3,21,3600,0.537189,U
B,3,21,3600,0.214208,U
K,3,21,3600,0.325060,G
B,3,21,3600,0.129923,G
K,3,21,3600,0.535294,U
B,3,21,3600,0.208846,U
K,3,21,3600,0.324701,G
B,3,21,3600,0.127738,G
K,3,31,3600,0.651315,U
B,3,31,3600,0.222812,U
K,3,31,3600,0.433482,G
B,3,31,3600,0.125412,G
K,3,31,3600,0.645958,U
B,3,31,3600,0.220236,U
K,3,31,3600,0.432618,G
B,3,31,3600,0.124292,G
K,3,31,3600,0.645173,U
B,3,31,3600,0.219952,U
K,3,31,3600,0.426775,G
B,3,31,3600,0.125835,G
K,3,41,3600,0.830856,U
B,3,41,3600,0.227985,U
K,3,41,3600,0.567924,G
B,3,41,3600,0.122324,G
K,3,41,3600,0.823540,U
B,3,41,3600,0.226533,U
K,3,41,3600,0.538440,G
B,3,41,3600,0.133493,G
K,3,41,3600,0.806607,U
B,3,41,3600,0.216962,U
K,3,41,3600,0.532095,G
B,3,41,3600,0.118033,G
K,3,51,3600,0.879137,U
B,3,51,3600,0.212184,U
K,3,51,3600,0.565834,G
B,3,51,3600,0.120595,G
K,3,51,3600,0.897306,U
B,3,51,3600,0.217415,U
K,3,51,3600,0.568696,G
B,3,51,3600,0.120010,G
K,3,51,3600,0.940535,U
B,3,51,3600,0.221445,U
K,3,51,3600,0.582959,G
B,3,51,3600,0.120187,G
K,3,61,3600,0.940561,U
B,3,61,3600,0.208114,U
K,3,61,3600,0.619159,G
B,3,61,3600,0.281951,G
K,3,61,3600,0.946342,U
B,3,61,3600,0.208175,U
K,3,61,3600,0.628307,G
B,3,61,3600,0.277243,G
K,3,61,3600,0.942927,U
B,3,61,3600,0.206822,U
K,3,61,3600,0.626136,G
B,3,61,3600,0.280172,G
K,3,71,3600,1.054329,U
B,3,71,3600,0.208485,U
K,3,71,3600,0.664009,G
B,3,71,3600,0.428492,G
K,3,71,3600,1.049761,U
B,3,71,3600,0.184526,U
K,3,71,3600,0.663225,G
B,3,71,3600,0.258645,G
K,3,71,3600,1.049589,U
B,3,71,3600,0.184467,U
K,3,71,3600,0.659996,G
B,3,71,3600,0.257947,G
K,3,81,3600,1.146876,U
B,3,81,3600,0.184470,U
K,3,81,3600,0.743400,G
B,3,81,3600,0.253908,G
K,3,81,3600,1.146216,U
B,3,81,3600,0.184227,U
K,3,81,3600,0.742348,G
B,3,81,3600,0.252119,G
K,3,81,3600,1.146318,U
B,3,81,3600,0.184625,U
K,3,81,3600,0.745490,G
B,3,81,3600,0.251682,G
K,3,91,3600,1.232560,U
B,3,91,3600,0.165835,U
K,3,91,3600,0.781980,G
B,3,91,3600,0.253529,G
K,3,91,3600,1.236065,U
B,3,91,3600,0.166932,U
K,3,91,3600,0.782942,G
B,3,91,3600,0.253598,G
K,3,91,3600,1.240311,U
B,3,91,3600,0.167125,U
K,3,91,3600,0.783084,G
B,3,91,3600,0.254158,G
K,3,101,3600,1.317784,U
B,3,101,3600,0.169071,U
K,3,101,3600,0.842926,G
B,3,101,3600,0.266589,G
K,3,101,3600,1.324224,U
B,3,101,3600,0.175758,U
K,3,101,3600,0.844180,G
B,3,101,3600,0.268901,G
K,3,101,3600,1.318649,U
B,3,101,3600,0.181709,U
K,3,101,3600,0.846509,G
B,3,101,3600,0.275592,G
K,3,111,3600,1.440908,U
B,3,111,3600,0.182582,U
K,3,111,3600,0.949545,G
B,3,111,3600,0.291357,G
K,3,111,3600,1.411800,U
B,3,111,3600,0.172587,U
K,3,111,3600,0.940075,G
B,3,111,3600,0.283416,G
K,3,111,3600,1.406187,U
B,3,111,3600,0.167102,U
K,3,111,3600,0.938254,G
B,3,111,3600,0.287418,G
K,3,121,3600,1.498332,U
B,3,121,3600,0.734455,U
K,3,121,3600,1.018731,G
B,3,121,3600,0.288199,G
K,3,121,3600,1.500826,U
B,3,121,3600,0.724127,U
K,3,121,3600,1.009185,G
B,3,121,3600,0.288388,G
K,3,121,3600,1.560913,U
B,3,121,3600,0.907757,U
K,3,121,3600,1.063563,G
B,3,121,3600,0.317419,G
K,3,1,3800,0.144029,U
B,3,1,3800,0.148596,U
K,3,1,3800,0.052030,G
B,3,1,3800,0.234139,G
K,3,1,3800,0.142032,U
B,3,1,3800,0.149049,U
K,3,1,3800,0.051778,G
B,3,1,3800,0.230607,G
K,3,1,3800,0.142573,U
B,3,1,3800,0.147190,U
K,3,1,3800,0.051813,G
B,3,1,3800,0.230245,G
K,3,11,3800,0.949995,U
B,3,11,3800,0.152096,U
K,3,11,3800,0.295616,G
B,3,11,3800,0.232026,G
K,3,11,3800,0.941095,U
B,3,11,3800,0.150333,U
K,3,11,3800,0.295065,G
B,3,11,3800,0.227500,G
K,3,11,3800,0.941942,U
B,3,11,3800,0.147221,U
K,3,11,3800,0.294045,G
B,3,11,3800,0.238358,G
K,3,21,3800,1.445042,U
B,3,21,3800,0.148104,U
K,3,21,3800,0.443189,G
B,3,21,3800,0.228363,G
K,3,21,3800,1.441246,U
B,3,21,3800,0.307184,U
K,3,21,3800,0.443294,G
B,3,21,3800,0.229969,G
K,3,21,3800,1.450818,U
B,3,21,3800,0.118086,U
K,3,21,3800,0.443532,G
B,3,21,3800,0.198183,G
K,3,31,3800,1.815183,U
B,3,31,3800,0.123286,U
K,3,31,3800,0.544482,G
B,3,31,3800,0.192105,G
K,3,31,3800,1.817603,U
B,3,31,3800,0.126871,U
K,3,31,3800,0.544815,G
B,3,31,3800,0.192984,G
K,3,31,3800,1.814581,U
B,3,31,3800,0.123874,U
K,3,31,3800,0.543445,G
B,3,31,3800,0.192748,G
K,3,41,3800,2.277688,U
B,3,41,3800,0.123481,U
K,3,41,3800,0.675655,G
B,3,41,3800,0.197488,G
K,3,41,3800,2.242405,U
B,3,41,3800,0.128637,U
K,3,41,3800,0.674029,G
B,3,41,3800,0.213366,G
K,3,41,3800,2.207325,U
B,3,41,3800,0.122022,U
K,3,41,3800,0.668769,G
B,3,41,3800,0.193762,G
K,3,51,3800,2.434847,U
B,3,51,3800,0.116692,U
K,3,51,3800,0.744789,G
B,3,51,3800,0.185059,G
K,3,51,3800,2.433362,U
B,3,51,3800,0.117628,U
K,3,51,3800,0.739340,G
B,3,51,3800,0.183870,G
K,3,51,3800,2.422542,U
B,3,51,3800,0.114900,U
K,3,51,3800,0.744386,G
B,3,51,3800,0.183169,G
K,3,61,3800,2.692187,U
